slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover	max_no	seq	cov_rate
wakaoku-sama-to-seerusuman	若奥様とセールスマン	こいずみまり	shinsoban	ぶんか社版	ぶんか社	1	2	0.50	圧縮(豪華本)	2006-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8211/82118279.jpg?_ex=300x300	1	OK	1/1
watari	ワタリ	白土三平	shinsoban	小学館叢書	小学館	4	5	0.80	圧縮(豪華本)	1995-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3610/9784091973610.gif?_ex=300x300	4	OK	4/4
wild-7	ワイルド7	望月三起也	shinsoban	トクマコミックス	徳間書店	18	48	0.38	圧縮(豪華本)	2001-03-30	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9754/2000005159754.jpg?_ex=300x300	18	OK	18/18
x-men	X-MEN	レイニル・フランシス・ユー	shinsoban	ShoPro Books	小学館集英社プロダクション	3	9	0.33	圧縮(豪華本)	2024-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3918/9784796873918_1_3.jpg?_ex=300x300	3	OK	3/3
x-men	X-MEN	レイニル・フランシス・ユー	shinsoban	ShoPro Books	小学館集英社プロダクション	3	9	0.33	圧縮(豪華本)	2024-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3918/9784796873918_1_3.jpg?_ex=300x300	3	OK	3/3
yagyuu-juubei-shisu-2015	柳生十兵衛死す	石川賢	shinsoban	SPコミックス	リイド社	3	5	0.60	圧縮(豪華本)	2008-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8458/84583631.jpg?_ex=300x300	3	OK	3/3
yakyuu-doahou-den	野球どアホウ伝	水島新司	shinsoban	スーパービジュアル・コミックス	小学館	3	5	0.60	圧縮(豪華本)	1992-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2213/9784091602213.gif?_ex=300x300	3	OK	1/3
yamato-shouden	大和小伝	さいとう・たかを	shinsoban	小学館クリエイティブ版	小学館クリエイティブ	1	5	0.20	圧縮(豪華本)	2009-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1268/9784778031268_1_5.jpg?_ex=300x300	1	OK	1/1
yami-kagishi	闇鍵師	赤名修	shinsoban	ACTION COMICS	双葉社	2	4	0.50	圧縮(豪華本)	2013-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6500/9784575996500.jpg?_ex=300x300	2	OK	2/2
youseiou	妖精王	山岸凉子	shinsoban	山岸凉子スペシャルセレクション	潮出版社	3	5	0.60	圧縮(豪華本)	2011-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5681/9784267905681.jpg?_ex=300x300	3	OK	3/3
yunohana-oyako	湯の花親子	山上たつひこ	shinsoban	2011年版	小学館クリエイティブ	2	4	0.50	圧縮(豪華本)	2011-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1763/9784778031763_1_5.jpg?_ex=300x300	2	OK	2/2
zerozero-nine-one	009ノ1	石ノ森章太郎	shinsoban	秋田コミックス・セレクト	秋田書店	2	5	0.40	圧縮(豪華本)	1985-08	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0618/2000002190618.jpg?_ex=300x300	2	OK	1/2
zerozero-nine-one	009ノ1	石ノ森章太郎	shinsoban	秋田コミックス・セレクト	秋田書店	2	5	0.40	圧縮(豪華本)	1985-08	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0618/2000002190618.jpg?_ex=300x300	2	OK	2/2
zerozero-nine-one	009ノ1	石ノ森章太郎	shinsoban	秋田コミックス・セレクト	秋田書店	2	5	0.40	圧縮(豪華本)	1985-08	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0618/2000002190618.jpg?_ex=300x300	2	OK	0/2
adolf-ni-tsugu	アドルフに告ぐ	手塚治虫	wideban	手塚治虫の収穫 BIG COMIC SPECIAL(2008)	小学館	3	5	0.60	圧縮(豪華本)	2008-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/09182065.jpg?_ex=300x300	3	OK	3/3
akai-pegasus	赤いペガサス	村上もとか	wideban	少年サンデーコミックスワイド版	小学館	6	14	0.43	圧縮(豪華本)	1991-04	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5680/2000000205680.jpg?_ex=300x300	6	OK	1/6
area-88	エリア88	新谷かおる	wideban	少年サンデーコミックス<ワイド版>	小学館	10	23	0.43	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7118/9784091237118.gif?_ex=200x200	10	OK	10/10
arms	ARMS	皆川亮二・七月鏡一	wideban	少年サンデーコミックスワイド版	小学館	12	22	0.55	圧縮(豪華本)	2007-06-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09121116.jpg?_ex=300x300	12	OK	12/12
b-b	B.B	石渡治	wideban	少年サンデーコミックスワイド版	小学館	16	31	0.52	圧縮(豪華本)	1994-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8313/9784091238313.gif?_ex=200x200	16	OK	15/16
chotto-yoroshiku	ちょっとヨロシク!	吉田聡	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1997-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7513/9784091247513.gif?_ex=200x200	6	OK	6/6
dash-kappei	ダッシュ勝平	六田登	wideban	少年サンデーコミックス<ワイド版>	小学館	9	17	0.53	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7710/9784091257710.gif?_ex=300x300	9	OK	9/9
family	ファミリー!	渡辺多恵子	wideban	フラワーコミックスワイド版	小学館	6	11	0.55	圧縮(豪華本)	1991-04	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4433/2000000214433.jpg?_ex=300x300	6	OK	6/6
fashion-fade	ファンション・ファデ	名香智子	wideban	フラワーコミックスワイド版	小学館	4	8	0.50	圧縮(豪華本)	1991-01-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7170/2000002207170.jpg?_ex=300x300	4	OK	4/4
ganbare-genki	がんばれ元気	小山ゆう	wideban	少年サンデーコミックス<ワイド版>	小学館	12	28	0.43	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7217/9784091237217.gif?_ex=200x200	12	OK	12/12
gsmikami	GS美神	椎名高志	wideban	少年サンデーコミックスワイド版	小学館	20	39	0.51	圧縮(豪華本)	2003-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8310/9784091268310.gif?_ex=200x200	20	OK	20/20
gu-gu-ganmo	GU-GUガンモ	細野不二彦	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1997-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7711/9784091247711.gif?_ex=200x200	6	OK	6/6
h2	H2	あだち充	wideban	少年サンデーコミックスワイド版	小学館	17	34	0.50	圧縮(豪華本)	2004-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09127781.jpg?_ex=200x200	17	OK	17/17
hana-no-bijohime	花の美女姫	名香智子	wideban	フラワーコミックスワイド版	小学館	2	3	0.67	圧縮(豪華本)	1990-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5715/2000002145715.jpg?_ex=300x300	2	OK	1/2
hi-no-tama-boy	火の玉ボーイ	石渡治	wideban	少年サンデーコミックスワイド版	小学館	7	14	0.50	圧縮(豪華本)	1997-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7612/9784091247612.gif?_ex=200x200	7	OK	6/7
honoo-no-tenkousei	炎の転校生	島本和彦	wideban	少年サンデーコミックスワイド版	小学館	3	12	0.25	圧縮(豪華本)	1998-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7413/9784091257413.gif?_ex=200x200	3	OK	3/3
houchounin-ajihei	包丁人味平	ビッグ錠	wideban	SPコミックス SP pocket wide	リイド社	3	15	0.20	圧縮(豪華本)	2026-01-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0561/9784845870561_1_3.jpg?_ex=300x300	3	OK	3/3
jesus	ジーザス	藤原芳秀	wideban	少年サンデーコミックスワイド版	小学館	7	13	0.54	圧縮(豪華本)	1999-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8014/9784091258014.gif?_ex=200x200	7	OK	6/7
kenji	拳児	藤原芳秀	wideban	少年サンデーコミックス ワイド版	小学館	11	21	0.52	圧縮(豪華本)	1997-06-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7810/9784091247810.gif?_ex=200x200	11	OK	11/11
kenta-yarimasu	健太やります!	満田拓也	wideban	少年サンデーコミックスワイド版	小学館	4	26	0.15	圧縮(豪華本)	1998-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7819/9784091257819.gif?_ex=200x200	4	OK	2/4
koujirou	光路郎	村枝賢一	wideban	少年サンデーコミックスワイド版	小学館	4	7	0.57	圧縮(豪華本)	1999-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7116/9784091257116.gif?_ex=200x200	4	OK	4/4
kyuukyoku-choujin-aaru	究極超人あ～る	ゆうきまさみ	wideban	少年サンデーコミックスワイド版	小学館	4	10	0.40	圧縮(豪華本)	1991-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7317/9784091227317.gif?_ex=200x200	4	OK	4/4
lettuce-burger-please-ok-ok	レタスバーガープリーズ.OK,OK!	松田奈緒子	wideban	ヤングユーコミックス ワイド版	集英社	1	10	0.10	圧縮(豪華本)	2001-02-19	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5421/9784088645421.jpg?_ex=200x200	1	OK	1/1
lolli-no-seishun	ロリィの青春	上原きみ子	wideban	フラワーコミックスワイド版	小学館	5	10	0.50	圧縮(豪華本)	1990-08-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5765/2000000255765.jpg?_ex=300x300	5	OK	5/5
megumi-no-daigo	め組の大吾	曽田正人	wideban	少年サンデーコミックスワイド版	小学館	10	20	0.50	圧縮(豪華本)	2001-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09126761.jpg?_ex=200x200	10	OK	10/10
miyuki	みゆき	あだち充	wideban	少年サンデーコミックスワイド版	小学館	5	12	0.42	圧縮(豪華本)	1990-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8215/9784091228215.gif?_ex=200x200	5	OK	5/5
mobile-keisatsu-patlabor	機動警察パトレイバー	ゆうきまさみ	wideban	少年サンデーコミックスワイド版	小学館	11	22	0.50	圧縮(豪華本)	1995-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7216/9784091247216.gif?_ex=200x200	11	OK	11/11
musashi-no-ken	六三四の剣	村上もとか	wideban	少年サンデーコミックスワイド版	小学館	11	24	0.46	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7613/9784091237613.jpg?_ex=200x200	11	OK	11/11
nanka-youkai	なんか妖かい!?	里見桂	wideban	少年サンデーコミックスワイド版	小学館	5	11	0.45	圧縮(豪華本)	2000-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8519/9784091258519.gif?_ex=200x200	5	OK	5/5
nijiiro-tougarashi	虹色とうがらし	あだち充	wideban	少年サンデーコミックスワイド版	小学館	6	11	0.55	圧縮(豪華本)	1996-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7414/9784091247414.gif?_ex=200x200	6	OK	6/6
nine	ナイン	あだち充	wideban	少年サンデーコミックスワイド版	小学館	2	5	0.40	圧縮(豪華本)	1990-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8314/9784091228314.gif?_ex=200x200	2	OK	2/2
obi-o-gyutto-ne	帯をギュッとね!	河合克敏	wideban	少年サンデーコミックスワイド版	小学館	15	30	0.50	圧縮(豪華本)	1998-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7215/9784091257215.gif?_ex=200x200	15	OK	14/15
oda-nobunaga-2016	織田信長	ケン月影	wideban	SPコミックス ポケットワイド	リイド社	2	3	0.67	圧縮(豪華本)	2023-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2672/9784845862672_1_3.jpg?_ex=300x300	2	OK	0/2
oda-nobunaga-2016	織田信長	ケン月影	wideban	SPコミックス ポケットワイド	リイド社	2	3	0.67	圧縮(豪華本)	2023-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2672/9784845862672_1_3.jpg?_ex=300x300	2	OK	2/2
onihei-hankachou	鬼平犯科帳	さいとう・たかを・村田青・大原久澄	wideban	ワイド版(SPコミックス)	リイド社	65	128	0.51	圧縮(豪華本)	1999-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9317/9784845819317.jpg?_ex=300x300	65	OK	65/65
onna-no-ko-monogatari	おんなのこ物語	森脇真末味	wideban	フラワーコミックスワイド版	小学館	3	5	0.60	圧縮(豪華本)	1990-12-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2956/2000007612956.jpg?_ex=300x300	3	OK	2/3
oretachi-no-field	俺たちのフィールド	村枝賢一	wideban	少年サンデーコミックスワイド版	小学館	18	34	0.53	圧縮(豪華本)	2000-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7214/9784091267214.gif?_ex=200x200	18	OK	18/18
peppermint-age	ぺぱーみんと・エイジ	前田恵津子	wideban	フラワーコミックスワイド版	小学館	8	17	0.47	圧縮(豪華本)	1992-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8058/2000002108058.jpg?_ex=300x300	8	OK	8/8
phantom-burai	ファントム無頼	新谷かおる	wideban	少年サンデーコミックスワイド版	小学館	5	12	0.42	圧縮(豪華本)	1991-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7119/9784091227119.gif?_ex=200x200	5	OK	5/5
rekka-no-honoo	烈火の炎	安西信行	wideban	少年サンデーコミックスワイド版	小学館	17	33	0.52	圧縮(豪華本)	2006-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2345/9784091202345.gif?_ex=200x200	17	OK	17/17
rising	ライジング!	藤田和子	wideban	フラワーコミックスワイド版	小学館	7	15	0.47	圧縮(豪華本)	1991-09	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8207/2000002108207.jpg?_ex=300x300	7	OK	7/7
rough	ラフ	あだち充	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1994-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8115/9784091238115.gif?_ex=200x200	6	OK	6/6
sakamichi-nobore	坂道のぼれ!	高橋亮子	wideban	フラワー・コミックスワイド版	小学館	2	4	0.50	圧縮(豪華本)	1990-09-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6986/2000000216986.jpg?_ex=300x300	2	OK	2/2
sengoku-jieitai	戦国自衛隊	田辺節雄	wideban	SP pocket wide	リイド社	2	4	0.50	圧縮(豪華本)	2018-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3601/9784845853601.jpg?_ex=300x300	2	OK	2/2
survival	サバイバル	さいとう・たかを	wideban	SPコミックス ワイド版	リイド社	7	22	0.32	圧縮(豪華本)	1994-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2982/9784845802982.jpg?_ex=300x300	7	OK	7/7
tatoeba-konna-ravu-song	たとえばこんなラヴ・ソング	北崎拓	wideban	少年サンデーコミックスワイド版	小学館	4	6	0.67	圧縮(豪華本)	1999-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8113/9784091258113.gif?_ex=200x200	4	OK	3/4
touch	タッチ	あだち充	wideban	少年サンデーコミックスワイド版	小学館	11	26	0.42	圧縮(豪華本)	1992-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09123741.jpg?_ex=200x200	11	OK	11/11
tsuraize-boku-chan	つらいぜ!ボクちゃん	高橋亮子	wideban	フラワーコミックスワイド版	小学館	3	6	0.50	圧縮(豪華本)	1990-06	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/0575/2000000250575.jpg?_ex=300x300	3	OK	3/3
urusei-yatsura	うる星やつら	高橋留美子	wideban	少年サンデーコミックスワイド版	小学館	15	34	0.44	圧縮(豪華本)	1989-08-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8017/9784091228017.gif?_ex=300x300	15	OK	15/15
ushio-to-tora	うしおととら	藤田和日郎	wideban	少年サンデーコミックスワイド版	小学館	18	33	0.55	圧縮(豪華本)	2000-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8618/9784091258618.gif?_ex=200x200	18	OK	18/18
utchare-goshogawara	うっちゃれ五所瓦	なかいま強	wideban	少年サンデーコミックスワイド版	小学館	6	12	0.50	圧縮(豪華本)	1995-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8511/9784091238511.gif?_ex=200x200	6	OK	6/6
yaiba	YAIBA	青山剛昌	wideban	少年サンデーコミックスワイド版	小学館	12	24	0.50	圧縮(豪華本)	1995-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7018/9784091247018.gif?_ex=300x300	12	OK	12/12
yuke-nangoku-ice-hokkeebu	行け!!南国アイスホッケー部	久米田康治	wideban	少年サンデーコミックスワイド版	小学館	11	23	0.48	圧縮(豪華本)	2001-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09126711.jpg?_ex=200x200	11	OK	11/11
yuu-shiina-hyakkaten	㈲椎名百貨店	椎名高志	wideban	少年サンデーコミックスワイド版	小学館	1	3	0.33	圧縮(豪華本)	2000-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8410/9784091258410.gif?_ex=200x200	1	OK	1/1
chrome-kidoutai	攻殻機動隊	士郎正宗	deluxe	KCデラックス	講談社	1	2	0.50	圧縮(豪華本)	2008-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4537/9784063754537_1_3.jpg?_ex=300x300	2	穴あり	1/1
puramo-kiyoushirou-shin	新・プラモ狂四郎	やまと虹一	deluxe	講談社コミックスボンボンデラックス	講談社	1	3	0.33	圧縮(豪華本)	1999-11-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334258.jpg?_ex=300x300	2	穴あり	0/1
shippo-ga-tomodachi	シッポがともだち	桜沢エリカ	deluxe	Youコミックスデラックス	集英社	2	7	0.29	圧縮(豪華本)	1989-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1302/9784088621302.jpg?_ex=200x200	3	穴あり	2/2
iga-no-kagemaru	伊賀の影丸	横山光輝	other	限定版BOX(小学館クリエイティブ)	小学館クリエイティブ	4	15	0.27	圧縮(豪華本)	2010-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1404/9784778031404_1_4.jpg?_ex=300x300	5	穴あり	0/4
umeboshi-denka	ウメ星デンカ	篠田ひでお・藤子・F・不二雄・藤子不二雄	other	ぴっかぴかコミックス カラー版	小学館	1	3	0.33	圧縮(豪華本)	2006-01-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2310/9784091482310.gif?_ex=300x300	2	穴あり	1/1
arinko-no-uta	アリンコの歌	ちばてつや	shinsoban	母と娘でみる漫画名作館	草の根出版会	2	3	0.67	圧縮(豪華本)	1988-10-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8669/2000012998669.jpg?_ex=300x300	3	穴あり	0/2
black-jack	ブラック・ジャック	手塚治虫	shinsoban	1987年版	秋田書店	16	25	0.64	圧縮(豪華本)	1987-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9691/9784253099691.jpg?_ex=300x300	17	穴あり	16/16
burunga1sei	ブルンガ1世	手塚治虫	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8810/9784063738810_1_5.jpg?_ex=300x300	2	穴あり	0/1
burunga1sei	ブルンガ1世	手塚治虫	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8810/9784063738810_1_5.jpg?_ex=300x300	0	穴あり	1/1
dennou-nao-san	電脳なをさん	唐沢なをき	shinsoban	Dengeki Comics EX	不明	2	5	0.40	圧縮(豪華本)	2010-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0486/04868785.jpg?_ex=300x300	1	穴あり	2/2
fire	ファイヤー!	水野英子	shinsoban	復刻版(文藝春秋)	文藝春秋	3	4	0.75	圧縮(豪華本)	2023-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6514/9784163916514_1_8.jpg?_ex=300x300	2	穴あり	2/3
gunnm-last-order	銃夢last order	木城ゆきと	shinsoban	Evening KCDX	講談社	12	15	0.80	圧縮(豪華本)	2011-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1085/9784063761085.jpg?_ex=300x300	17	穴あり	12/12
hikaru-kaze	光る風	山上たつひこ	shinsoban	復刻版(小学館クリエイティブ)	小学館クリエイティブ	1	3	0.33	圧縮(豪華本)	2008-07-29	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0803/9784778030803_1_5.jpg?_ex=300x300	0	穴あり	0/1
kaibutsu-kun-1988	怪物くん	藤子不二雄Ⓐ	shinsoban	藤子不二雄Aランド	ブッキング	19	21	0.90	圧縮(豪華本)	2002-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8354/83543000.gif?_ex=300x300	21	穴あり	19/19
kaibutsu-kun-1988	怪物くん	藤子不二雄Ⓐ	shinsoban	ぴっかぴかコミックス カラー版	小学館	5	21	0.24	圧縮(豪華本)	2005-06-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0914/09148171.jpg?_ex=300x300	4	穴あり	5/5
kyoufu-shinbun	恐怖新聞	つのだじろう	shinsoban	KCDX	講談社	1	9	0.11	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7968/9784063347968.jpg?_ex=300x300	0	穴あり	1/1
maou-dante	魔王ダンテ	永井豪・ダイナミックプロ	shinsoban	KCフェニックス	講談社	2	4	0.50	圧縮(豪華本)	1999-07-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0632/06329025.jpg?_ex=300x300	3	穴あり	2/2
nanairo-inko	七色いんこ	手塚治虫	shinsoban	SHONEN CHAMPION COMICS	秋田書店	5	7	0.71	圧縮(豪華本)	1981-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8096/9784253038096.jpg?_ex=300x300	6	穴あり	5/5
nesshou-hanazawa-koukou	熱笑!!花沢高校	どおくまん	shinsoban	トクマコミックス	徳間書店	9	29	0.31	圧縮(豪華本)	1992-01	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8057/2000002548057.jpg?_ex=300x300	18	穴あり	9/9
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	0	穴あり	0/1
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	0	穴あり	0/1
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	0	穴あり	0/1
ningen-konchuuki	人間昆虫記	手塚治虫	shinsoban	サンエイムック	不明	1	2	0.50	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7255/9784779627255.jpg?_ex=300x300	0	穴あり	0/1
orenosora	俺の空	高橋よしひろ・本宮ひろ志・チューリップ組	shinsoban	SCオールマン	集英社	3	8	0.38	圧縮(豪華本)	2001-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3307/9784088783307.jpg?_ex=300x300	4	穴あり	0/3
orenosora	俺の空	高橋よしひろ・本宮ひろ志・チューリップ組	shinsoban	ヤングジャンプ・コミックスGJ	集英社	2	8	0.25	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2651/9784088792651.jpg?_ex=300x300	3	穴あり	2/2
sanada-juuyuushi	真田十勇士	本宮ひろ志	shinsoban	SP pocket wide	リイド社	1	7	0.14	圧縮(豪華本)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8454/9784845848454.jpg?_ex=300x300	2	穴あり	0/1
sd-gundam-musha-maruden-3	SD頑駄無 武者○伝3	一式まさと・サンライズ	shinsoban	KCDX	講談社	1	2	0.50	圧縮(豪華本)	2016-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4801/9784063774801.jpg?_ex=300x300	2	穴あり	1/1
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	0	穴あり	0/1
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	0	穴あり	0/1
shinsengumi	新選組	金井たつお	shinsoban	PHP研究所版(1996)	PHP研究所	1	4	0.25	圧縮(豪華本)	1996-12-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4600/9784569554600.jpg?_ex=300x300	0	穴あり	0/1
vampire	バンパイヤ	手塚治虫	shinsoban	手塚治虫・傑作選集	秋田書店	2	4	0.50	圧縮(豪華本)	1992-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3398/9784253103398.jpg?_ex=300x300	3	穴あり	1/2
