slug	title	ours	isbn_implies	madb_candidates	vols	isbn
shiawase-wa-konna-katachi-de-yattekuru	幸せはこんなカタチでやってくる	幻冬舎	冬水社	幻冬舎 / 幻冬舎コミックス	5	9784344828025
shibotte-ubatte-risarisa-chan	しぼってうばってリサリサちゃん!	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	3	9784864681315
shibuya-hachikoumae-another-side	渋谷ハチ公前 another side	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048910927
shikeishuu-mahou-gakkou-nite-kyouben-o-furuu	死刑囚、魔法学校にて教鞭を振るう	Amazia	一二三書房	Amazia / 一二三書房 (発売)	2	9784891999445
shikkaku-ouji-no-koukyuu-seifukuki	失格王子の後宮征服記	Amazia	一二三書房	Amazia / 一二三書房 (発売)	2	9784824200655
shikushiku-shikushi	しくしくしくし	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041202999
shimainou	死舞能	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041201336
shimekiri-sama-ni-oyurushi-o	〆切様におゆるしを	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	3	9784047126954
shin-ashita-tenki-ni-naare	新あした天気になあれ	主婦の友社	メディアワークス	主婦の友社 / はちどり	4	9784073402565
shin-koihime-musou-otome-tairan	真・恋姫・無双 乙女大乱	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048703321
shin-onna-kudouden-rei	新女苦道伝れい	主婦の友社	メディアワークス	主婦の友社 / はちどり	3	9784074304912
shin-petshop-of-horrors	新Petshop of Horrors	朝日新聞出版	朝日新聞社	朝日新聞社	8	9784022670847
shin-slayers-falces-no-sunadokei	新スレイヤーズ ファルシェスの砂時計	角川グループパブリッシング（発売）	角川書店	角川グループパブリッシング（発売） / 富士見書房	1	9784047125780
shin-yuushuntachi-no-teiseki	新優駿たちの蹄跡	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047285309
shinai-mijikashi-koiseyo-otome	竹刀短し恋せよ乙女	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041200704
shinhensei-ron-sensei-no-mushimegane	新編成ロン先生の虫眼鏡	講談社	コミックス	講談社	3	9784063133554
shinigami-doggy	死神DOGGY	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048703444
shinigami-hime-no-saikon	死神姫の再婚	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	3	9784047275782
shinigami-karen	死神可憐	主婦と生活社	宙出版	主婦と生活社	2	9784872871760
shinigami-to-chocolate-parfait	死神とチョコレート・パフェ	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047125070
shinigami-trilogy	シニガミトリロジー	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047126589
shinigamimusume-wa-peropero-shitai	死神娘はぺろぺろしたい	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	4	9784864687799
shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	2	9784868050377
shinken-de-watashi-ni-koishinasai	真剣で私に恋しなさい!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	6	9784047155534
shinpen-o-kiyometekara-denaoshitekudasaimase	身辺を清めてから出直してくださいませ	秋水社	青泉社		1	9784867782651
shinran-shounin	しんらん聖人	探究社	竹書房	探究社	2	9784884835965
shinrei-tantei-yakumo	心霊探偵八雲	角川書店	KADOKAWA	角川グループパブリッシング / 角川書店	14	9784048543866
shinsei-rome-teikoku-sanjuunen-sensou	神聖ローマ帝国三十年戦争	ワン・パブリッシング	立風書房	ワン・パブリッシング	1	9784651204017
shippuu-karen-jinrai-komusume	疾風可憐迅雷狐娘!	スタジオDNA	一迅社	スタジオDNA / 一賽舎	2	9784758050098
shirayuki-seven	白雪セブン	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	6	9784047126381
shiro-no-necromancer	白のネクロマンサー	Amazia	一二三書房	Amazia / 一二三書房 (発売)	4	9784891997069
shirou-kun-no-ichibanme	史郎くんのいちばんめ。	三交社 (発売)	三交社	三交社 (発売) / 英和出版社	2	9784815550547
shisen-no-mukou-ni-itsumo-kimi-ga-ita	視線のむこうにいつも君がいた	シュフトセイカツシャ	主婦と生活社	シュフトセイカツシャ / 宙出版	1	9784391914665
shishunki-to-danshikou-to-nakano-kun	思春期と男子校!?と中野くん	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	2	9784048994897
shitou-iejimasen	死闘伊江島戦	琉球プロジェクト	ラポート	琉球プロジェクト / 琉球新報社	2	9784897422664
shitsukete-tokashite-abaite-medete	躾けてとかして暴いて愛でて	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	2	9784815502027
shitsuren-etchi-no-aite-wa-joushi	失恋エッチの相手は…上司!?	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス / モバイルメディアリサーチ	5	9784909699077
shiyoko-to-isshokenmei	しよ子といっしょ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041201626
sho-to-manga-no-duo	書とマンガのデュオ	光村推古書院	マガジンハウス	光村推古書院	1	9784838101559
shojo-ga-yakuza-ni-dekiai-dekiaisaretemasu	処女がヤクザに溺愛されてます!	大都社 (発売)	大都社	大都社 (発売) / 秋水社	2	9784864954136
shosen-toppa	書戦突破!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048861458
shoudou-kaijou-shikkounin	昇道解錠執行人	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047282285
shoujiki-ebisu	正直エビス	新宿書房	JICC出版局	新宿書房	1	9784880082295
shoujo-ijou-shounen-miman	少女以上少年未満	コミックス	講談社	コミックス	1	9784062603256
shoujo-kidan-makora	少女奇談まこら	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048860536
shoujo-hatsunetsu	少女発熱	ワニマガジン	ワニマガジン社	ワニマガジン	1	9784898291931
shounen-keniya	少年ケニヤ	角川書店	KADOKAWA	角川書店	6	9784041547052
shounen-keniya	少年ケニヤ	角川書店	KADOKAWA	パンローリング / パンローリング / マンガショップ / マンガショップ	8	9784775910528
shounen-rocket	少年ロケット	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048709125
shounenou-to-koi-no-kokuin	少年王と恋の刻印	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	5	9784867150672
shouta	庄太	さんこう社	ジャイブ	さんこう社	2	9784902386165
shoutoku-taishi	聖徳太子	創隆社	新声社	創隆社	7	9784881760802
shoutotsu-futatsuboshi-sakusen	衝突!★★作戦	リブレ出版	リブレ	リブレ出版	2	9784799729595
shugaaroofu-no-tatakai	シュガーローフの戦い	琉球プロジェクト	ラポート	琉球プロジェクト / 琉球新報社	3	9784897421872
shunki-hatsudouki	春機発動期	駒草出版	駒草出版株式会社ダンク出版事業部	駒草出版	1	9784905447733
shurabara	しゅらばら!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 富士見書房	2	9784047128651
shurayukihime	修羅雪姫	主婦の友社	メディアワークス	主婦の友社 / はちどり	2	9784073401094
six	シックス	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	3	9784866971193
sleeper	Sleeper	集英社	新書館	集英社	2	9784403660016
sleeping-dead	スリーピングデッド	フランス書院 (発売)	フランス書院	フランス書院 (発売) / プランタン出版	2	9784829686553
small-world	スモールワールド	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784047250055
smile-kudasai	スマイルください	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041205464
smile-shooter	スマイル☆シューター	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041206249
sofii-no-sekai	ソフィーの世界	NHK出版	日本放送出版協会	NHK出版	2	9784140819616
sonic-the-hedgehog	ソニック・ザ・ヘッジホッグ	フェーズシックス (発売)	フェーズシックス	フェーズシックス / ワイズ・インフィニティ (発売)	8	9784909434715
sono-egao-suki-ja-nai	その笑顔好きじゃない	日販アイ・ピー・エス (発売)	トゥーヴァージンズ	日販アイ・ピー・エス (発売) / アイエムエー	8	9784910340005
sono-kodomo-densetsu-no-kensei-ni-tsuki	その子供、伝説の剣聖につき	ブシロードワークス	角川書店	KADOKAWA / ブシロードワークス	1	9784049211627
sono-koi-jihanki-de-kaemasuka	その恋、自販機で買えますか?	三交社 (発売)	三交社	三交社 / メディアソフト	3	9784815500498
soodowaarudo-peraperaazu	ソード・ワールド ぺらぺらーず	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047125254
sora-kara-mai-nanii	空から!マイ★NANNY	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	5	9784048703420
sore-wa-kimi-ga-mita-ao-datta	それは、君が見た青だった	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970691
soredemo-pen-wa-tomaranai	それでもペンは止まらない	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ / ヒーローズ	5	9784864687393
soreyuke-kahoumono	それゆけ!果報者	竹花由紀子	東京漫画社	竹花由紀子	2	9784902644036
soukai-kessen	蒼海訣戰	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	10	9784048861496
soukou-akki-muramasa	装甲悪鬼村正 英雄編	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784047157057
soushiki-tantei-mozu	葬式探偵モズ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041205518
speace-ship-ee	Speace ship EE	カイカイキキ	フリースタイル	カイカイキキ	1	9784939148064
speak	SPEAK	クラーケンラボ	トゥーヴァージンズ	クラーケンラボ / ケンエレブックス	2	9784910315515
spec-ten	SPEC ～天～	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041204030
spinoza	スピノザ	作品社	青心社	作品社	1	9784878931253
star-ocean-2-sekando-evoryuushon	スターオーシャン2セカンドエヴォリューション	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048673839
star-wars-hanranshatachi	STAR WARS反乱者たち	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970080
star-wars-leia-joou-no-shiren	STAR WARSレイア-王女の試練-	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	2	9784866970073
starry-sky	Starry☆Sky	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	4	9784047272798
strike-uitchiizu-chiisaanya	ストライクウィッチーズ小ぃサーニャ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041201725
sub-sama-shitsuke-no-jikan-desu	Sub様、躾の時間です	CLAPコミックス	三交社	CLAPコミックス / 三交社 (発売)	3	9784815530471
sugar-appeal	シュガーアピール	コアマガジン	ワニマガジン社		1	9784868640011
sugar-girl-sugar-doll	シュガーガール,シュガードール	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048914437
sugiura-yukio-no-manga-jinsei-dokuhon	杉浦幸雄の漫画人生読本	日本教文社	日本文芸社	日本教文社 / 日本教文社	1	9784531061662
suidou-koujiten-monogatari	水道工事店物語	TOTO出版	冬水社	TOTO出版	2	9784887060227
suirikei-joshi-no-tantei-shiken	推理系女子の探偵試験	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	2	9784866970745
sumaho-o-otoshita-dake-nanoni	スマホを落としただけなのに	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	7	9784866970103
summer-wars	サマーウォーズ	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 角川書店	2	9784041009062
supakura	すぱクラ!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041204627
super-kaiki-fairu	スーパー怪奇ファイル	コミックス	講談社	コミックス / 講談社	3	9784063197488
super-nova-wa-kisu-no-mae-ni	スーパーノヴァはキスの前に	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970776
susanoo-1985	スサノオ	山陰中央新報社	三学出版	山陰中央新報社	1	9784879030030
suugaku-girl	数学ガール	KADOKAWA	メディアファクトリー	KADOKAWA	2	9784840122924
suujii-kan-kin-nuri-comix	スージー甘金塗comix	音楽出版社	ジャイブ	音楽出版社	1	9784861710476
sweet-revenge	スイートリベンジ	主婦の友社	メディアワークス	主婦の友社 / はちどり	3	9784073403746
tab-ret	tab*ret	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048913454
tabetaku-nacchatta	食べたくなっちゃった	集英社 (発売)	ホーム社	集英社 (発売) / ホーム社	2	9784834265323
tabi-no-uneune	旅のうねうね	TOKIMEKIパブリッシング	KADOKAWA	TOKIMEKIパブリッシング / 角川グループパブリッシング	1	9784048990875
taichou-san-to-akutoresu-ssu	隊長さんとアクトレスっす	メディアパル (発売)	イカロス出版	メディアパル (発売) / フィールドワイ	2	9784802132879
taiyouken-zero	太陽犬ゼロ	メディアパル (発売)	イカロス出版	メディアパル (発売) / 久志本出版	1	9784802132343
takada-kouin-magokoro-seppou	高田好胤まごころ説法	講談社	コミックス	講談社	1	9784063133486
takahashi-kun-daimondai	タカハシくん大問題	講談社	徳間書店	講談社	2	9784197890705
takane-no-hanao-kun	高嶺の花男くん	日販アイ・ピー・エス (発売)	トゥーヴァージンズ	日販アイ・ピー・エス (発売) / アイエムエー	6	9784910340050
takouyama	多幸山	琉球新報出版部	ラポート	琉球新報出版部	1	9784897420127
tales-of-destiny-director-cut-cut-toki-no-rion	テイルズオブデスティニーディレクターズカット 儚き刻のリオン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	5	9784048671989
tales-of-gureisesu-f	テイルズオブグレイセスエフ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048709033
tales-of-hearts	テイルズオブハーツ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048676281
tales-of-vesperia-kokuu-no-kamen	テイルズオブヴェスペリア虚空の仮面	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048910507
tales-of-xillia-side-jude	テイルズオブエクシリア SIDE;JUDE	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	4	9784048862936
tamahime-uruteima	魂☆姫ULTIMA	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	5	9784047283985
tamasanchi-no-hogoinu	たまさんちのホゴイヌ	Begin	世界文化社	Begin / 世界文化社 (発売)	2	9784418225064
tamasanchi-no-hogoneko	たまさんちのホゴネコ	Begin	世界文化社	Begin / 世界文化社 (発売)	2	9784418234301
tamuramaro-san	たむらまろさん	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047280519
tange-sazen-ozawa2011	丹下左膳 乾雲坤竜	マンガショップ	パンローリング		1	9784775914267
tansansui-no-soko	炭酸水の底	洋泉社	フェアベル	洋泉社	1	9784862487711
tantei-opera-milky-holmes-2	探偵オペラミルキィホームズ2	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041201831
tantei-opera-milky-holmes-on-stage	探偵オペラミルキィホームズon stage!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048862851
taoreta-fujin-o-sukutta-go-houbi-wa-musume-no-bijin-futago-to-no-o-tsu	倒れた婦人を救ったご褒美は、娘の美人双子とのお付き合いでした。	ブシロードワークス	角川書店	KADOKAWA / ブシロードワークス	1	9784049211580
taro-jiro-wa-ikite-ita	タロ・ジロは生きていた	学研	学習研究社	学研	1	9784051002992
tatta-ka-ta-ka-maru-kun	たったかたか丸くん	北方新社	星の環会	北方新社 / デザインアクト	2	9784892972492
teal-blue-no-hairo	#ティールブルーの羽色	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784866970363
teinsagu-no-hana	てぃんさぐの花	琉球新報出版部	ラポート	琉球新報出版部	1	9784897420134
ten-kuzure-otsuru-hi	天崩れ落つる日	創美社	集英社	創美社	1	9784420137683
tengen-toppa-gurenragan	天元突破グレンラガン	角川グループパブリッシング	メディアワークス	角川グループパブリッシング / メディアワークス	5	9784840240574
tennen-na-koroshiya-san-to-fuun-na-oyome-san	天然な殺し屋さんと不運なお嫁さん〈仮〉	フランス書院 (発売)	フランス書院	フランス書院 (発売) / プランタン出版	2	9784829650868
ten-no-otoko	天の男	集英社	ホーム社	集英社 / 集英社 / ホーム社 / ホーム社	1	9784834271171
tenshi-janainoyo	天使じゃないのよ	桐書房	草の根出版会	桐書房	2	9784876472734
tenshoku-eno-champion	天職へのチャンピオン	集英社	講談社	集英社	1	9784063256703
tensui-no-sakunahime	天穂のサクナヒメ	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	2	9784864688932
tentai-suit-sanreddo-enu	天体戦士サンレッドN	静岡新聞社	思索社	静岡新聞社 / くぼたまこと	1	9784783899938
tenten-tsure-no-komatta-ikuji	てんてんツレの「コマった!」育児	朝日新聞出版	朝日新聞社	朝日新聞出版	1	9784022617521
teppentsu	てっぺんっ!!!	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	3	9784048994903
teramen	テラ麺	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	3	9784864681186
tetsu-no-hosomichi	鉄のほそ道	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250277
tetsudou-musume	鉄道むすめ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048677219
tetsuota-shoujo-500-bandai	鉄ヲタ少女500番台	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047282902
tetsuwan-atom-puroroogu-shuusei	鉄腕アトム プロローグ集成	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845634422
tezuka-osamu-no-sarani-kimyouna-hanashi	手塚治虫のさらに奇妙な話	主婦の友社	メディアワークス	主婦の友社 / はちどり	4	9784074308934
thaini	タイニー	文芸春秋	文藝春秋	文芸春秋 / 文芸春秋	2	9784160900042
tiger-ando-banii-chan	タイガー＆バニーちゃん	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041204108
timeslip	タイムスリップ	文藝春秋	文芸春秋	文藝春秋 / 文藝春秋	1	9784168110498
to-heart	To Heart	角川書店	メディアワークス	角川書店 / メディアワークス / 主婦の友社	3	9784840209786
toilet-hakase	トイレット博士	大田出版	太田出版	太田出版	3	9784872334883
toki-no-kizuna	十鬼の絆	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048912938
tokidokisou	時ドキ荘!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048707558
tokiwa-no-mori-to-tsuginohito	ときわの森とツギノヒト	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	3	9784868050438
tokiwasou-seishun-monogatari	トキワ荘青春物語	蝸牛社	笠倉出版社	蝸牛社	1	9784905579908
tokuni-aru-hibi	とくにある日々	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	7	9784864688642
tokyo-blue	Tokyo blue	ソフトバンクパブリッシング	ソフトバンククリエイティブ	ソフトバンクパブリッシング	1	9784797330397
tokyo-burarabu	東京ブララブ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047280656
tokyo-kaijin-rhapsody	東京怪人ラプソディ	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	1	9784864681902
tokyo-onna-hitorimeshi	東京おんな一人飯	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041104217
tokyo-tribe	Tokyo tribe	ビー・エス・ピー	美術出版社	ビー・エス・ピー	1	9784568730012
tomoyo-after	智代アフター	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047125230
tonari-no-dairinin	となりの代理人	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	4	9784864687812
tonari-no-danna-sama	となりのだんな様	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048673938
tonari-no-kopanda	となりのこぱんだ	アーティストハウスパブリッシャーズ	カプコン	アーティストハウスパブリッシャーズ	1	9784862340443
tonari-no-otoko-wa-yoku-taberu	隣の男はよく食べる	集英社 (発売)	集英社	集英社 / 集英社クリエイティブ	6	9784420154048
tonari-no-troll	となりのトロル	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	4	9784864687874
toppu-o-nerae-2	トップをねらえ2!	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047124851
toppu-o-nerae	トップをねらえ!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	5	9784047157514
tori-miki-no-kinekomika	とり・みきのキネコミカ	ソニー・マガジンズ	CBS・ソニー出版	ソニー・マガジンズ	1	9784789707749
torikago-no-freiheit	鳥かごのFreiheit	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047126633
torikago-syndrome	鳥籠シンドローム	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041205129
torikagosou-no-kyou-mo-nemutai-juunintachi	鳥籠荘の今日も眠たい住人たち	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048674478
toriniku-club	鶏肉倶楽部	大田出版	太田出版	大田出版	1	9784872336726
torippontoou-sama	トリッポンと王様	教育画劇	コスミック出版	教育画劇	1	9784774607344
toshi-densetsu-seisouin	都市伝説清掃員	ブシロードワークス	角川書店		1	9784049211719
toshokansensou-spitfire	図書館戦争 SPITFIRE!	アスキー・メディアワークス	KADOKAWA	アスキー・メディアワークス	1	9784048670777
toto-no-sekai	トトの世界	講談社	双葉社	講談社	4	9784575824698
totsugeki-heppoko-boukentai-dekitate	突撃!へっぽこ冒険隊できたて	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047124882
tottemo-shiawasesou	とってもしあわせそう	本の泉社	JICC出版局	本の泉社	2	9784880233604
touken-ranbu-online-kizuna	刀剣乱舞-ONLINE-絆	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	1	9784864687942
toushi-adviser-yuuriko	投資アドバイザー有利子	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250345
toushin-toshi-3	闘神都市 Ⅲ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	6	9784048685139
toushu-sama-wa-itazura-ga-osuki	当主様は悪戯がお好き	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 角川書店	1	9784041206607
touzokuou-no-oshinobi-hanayome	盗賊王のおしのび花嫁	ジャイブ (発売)	マイクロマガジン社	ジャイブ (発売) / ネクストF	7	9784867150245
towa-no-quon	トワノクオン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041200896
toyotomi-hideyoshi	豊臣秀吉	学習研究社	学研	学習研究社	1	9784050036172
trauma-kuontamu	トラウマ量子結晶	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	7	9784047156944
trick-hunter-jou	トリックハンタージョウ	アスキー出版局	アスキー	アスキー出版局	1	9784756111241
trikon	トリコン!!!	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048670722
trouble-quartet	トラブル・カルテット	ワニマガジン	ワニマガジン社	ワニマガジン	1	9784898293379
tsudoe-animal-banashi-kakumeidan	集え!アニマル昔話革命団	講談社 (発売)	講談社	講談社 (発売) / 星海社	2	9784065247167
tsuge-yoshiharu-no-onsen	つげ義春の温泉	カタログハウス	光彩書房	カタログハウス	1	9784905943518
tsuisekisha-kenjuu-yarou	追跡者×拳銃野郎	リットーミュージック	リイド社	リットーミュージック / 立東舎	1	9784845633456
tsuishin	追伸	バジリコ	カンゼン	バジリコ	1	9784901784375
tsuki-no-shizumu-made	月の沈むまで	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041205105
tsure-ha-papa-1nensei	ツレはパパ1年生	朝日新聞出版	朝日新聞社	朝日新聞出版	1	9784022617088
tsure-wa-papa-2-nensei	ツレはパパ2年生	朝日新聞出版	朝日新聞社	朝日新聞出版	1	9784022617224
tsure-wa-papa-3-nensei	ツレはパパ3年生	朝日新聞出版	朝日新聞社	朝日新聞出版	1	9784022617439
tsuyayaka-na-onna	艶やかな女	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047281981
u-lovers-urushihara-satoshi-magazine	U-LOVERSうるし原智志マガジン	学研マーケティング	学習研究社	学研マーケティング / 学研パブリッシング	1	9784056060973
uchi-no-neko-ga-uttaeraremashita	うちのネコが訴えられました!?	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250086
uchuu-kenetsukan	宇宙検閲官	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	3	9784866971377
ufo-mystery-osorubeki-purazunaa-no-zenbou	UFOミステリー恐るべきプラズナーの全貌	雷韻出版	旅行人	雷韻出版	1	9784947737090
uisupaa-ando-merou	whisper & mellow-ウィスパーアンドメロウ-	CLAPコミックス	三交社	CLAPコミックス / 三交社 (発売)	2	9784815530280
ukkari-haitchatta-itoko-to-mitchaku-geemuchuu	うっかり入っちゃった!従姉妹と密着ゲーム中	トライアングル・フォース	ジーウォーク	トライアングル・フォース	2	9784862976338
umi-no-kirakira	うみのきらきら	青林工藝社	青林工藝舎	青林工藝社 / ピット	1	9784883790852
umibe-no-cain	海辺のカイン	ヘルスワーク協会	ハイランド	ヘルスワーク協会	1	9784938844080
umineko-no-naku-koro-ni-murasaki	うみねこのなく頃に紫	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041205532
unkei	運慶	光輪社	光文社	光輪社 / 佼成出版社	1	9784333013661
unlimited	アンリミテッド	あずき堂	サイドランチ	あずき堂	2	9784991144417
urumatsu-san	ウル松さん	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	1	9784866970943
usa	USA	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / メディアワークス	3	9784840239493
usagi-no-tsuno	兎の角	角川グループパブリッシング	エンターブレイン	角川グループパブリッシング / エンターブレイン	3	9784047267602
usagi-rurikarakusa	ウサギルリカラクサ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エモーション	2	9784048992114
