slug	title	authors	canonical済	worst	page_shape	cluster_shape
orenosora	俺の空	高橋よしひろ・本宮ひろ志・チューリップ組		15年 standard 7巻(1994-04-19)→9巻(1979-04-20)	standard[通常版]/- 9冊 1979-04-20〜1994-05-19 ; bunkobon[文庫版]/集英社文庫 コミック版 11冊 1996-11-20〜1997-04	sid41298/ed49788 standard[-] 15冊 1977-02〜2005-06 ISBN0 || sid41298/ed49789 standard[スーパー・プレイボーイ・コミックス] 3冊 1989-12〜1990-01 ISBN3 || sid41298/ed49790 standard[プレイボーイ COMICS] 6冊 1977-11-05〜1979-04-20 ISBN0 || sid41298/ed49791 standard[SUPERPLAYBOY COMICS] 1冊 1990-02-25〜1990-02-25 ISBN1 || sid41298/ed49792 bunkobon[集英社文庫 コミック版] 11冊 1996-11-20〜1997-04 ISBN11 || sid41298/ed49793 standard[SCオールマン] 3冊 2001-03〜2001-12 ISBN3 || sid41299/ed49794 standard[ヤングジャンプ・コミックスGJ] 2冊 2012-01〜2012-05 ISBN2 || sid41299/ed49795 standard[ヤングジャンプ・コミックス・スペシャル] 5冊 1993-06〜1993-11 ISBN5 || sid41299/ed49796 standard[ヤングジャンプ・コミックスSPECIAL] 1冊 1993-10-24〜1993-10-24 ISBN1 || sid41299/ed49797 standard[ヤングジャンプ・コミックス] 7冊 1980-10-25〜1981-12-21 ISBN0 || sid41299/ed49798 standard[Shueisha jump remix] 3冊 2001-05〜2001-07 ISBN2 || sid41299/ed49799 standard[ヤングジャンプ特別編集] 1冊 1980-07〜1980-07 ISBN0 || sid90082/ed105314 standard[プレイボーイ COMICS] 3冊 1977-06-30〜1977-08 ISBN0 || sid90083/ed105315 standard[-] 5冊 1976-11〜1979-02 ISBN0 || sid127383/ed144473 standard[ヤングジャンプ・コミックス・スペシャル] 3冊 1993-10〜1994-05 ISBN3 || sid148082/ed165834 standard[ヤングジャンプ・コミックス・スペシャル] 2冊 1993-02〜1993-04 ISBN2
orochi	おろち	楳図かずお		19年 bunkobon 3巻(1996-02-10)→5巻(1977-12)	bunkobon[文庫版]/小学館文庫 6冊 1977-12〜1996-02-10 ; standard[通常版]/サンデー・コミックス 6冊 1991-10-10〜2006-02	sid12124/ed14164 bunkobon[秋田文庫] 4冊 1995-12-10〜1996-02-10 ISBN4 || sid12128/ed14170 bunkobon[小学館文庫] 6冊 1977-07-20〜1978-01 ISBN1 || sid12128/ed14171 standard[サンデー・コミックス] 6冊 1971-05-10〜1971-06-10 ISBN0 || sid12128/ed14172 standard[秋田コミックス・セレクト] 3冊 1984-07-10〜1984-09-20 ISBN3 || sid12128/ed14173 standard[小学館叢書] 3冊 1991-10-10〜1991-12-10 ISBN3 || sid12128/ed14174 standard[BIG COMICS SPECIAL] 4冊 2006-01〜2006-02 ISBN4 || sid12128/ed14175 standard[My first big special] 3冊 2019-09〜2019-11 ISBN3 || sid12129/ed14176 standard[My first big special] 1冊 2019-08〜2019-08 ISBN1
orpheus-no-mado	オルフェウスの窓	池田理代子		12年 standard 1巻(1988-01-01)→5巻(1976-11-20)	standard[通常版]/マーガレット・コミックス 18冊 1976-11-20〜1988-04-20 ; bunkobon[文庫版]/集英社文庫コミック版 9冊 1995-07-23〜1995-11-22	sid37770/ed45093 standard[-] 3冊 1988-02〜1988-04-20 ISBN3 || sid37770/ed45094 bunkobon[集英社文庫コミック版] 9冊 1995-07-23〜1995-11-22 ISBN9 || sid37770/ed45095 standard[マーガレット・コミックス] 18冊 1976-03-20〜1981-10-30 ISBN0 || sid37770/ed45096 standard[KCスペシャル] 1冊 1988-01〜1988-01 ISBN1
otoko-ippiki-gaki-daishou	男一匹ガキ大将	本宮ひろ志		19年 bunkobon 1巻(1995-07)→8巻(1976-12-31)	standard[通常版]/ジャンプコミックス 20冊 1969-11-30〜1973-07-31 ; bunkobon[文庫版]/集英社漫画文庫 20冊 1976-12-31〜1995-10-23 ; deluxe[デラックス版]/ジャンプ・コミックス デラックス 12冊 1985-04-15〜1986-03-10	sid41340/ed49874 bunkobon[集英社漫画文庫] 20冊 1976-11〜1977-09-30 ISBN0 || sid41340/ed49875 standard[ジャンプコミックス] 20冊 1969-11-30〜1973-07-31 ISBN0 || sid41340/ed49876 deluxe[ジャンプ・コミックス デラックス] 12冊 1985-04-15〜1986-03 ISBN12 || sid41340/ed49877 bunkobon[集英社文庫コミック版] 7冊 1995-07〜1995-10-23 ISBN7 || sid41340/ed49878 standard[Shueisha jump remix] 4冊 2004-09〜2004-11 ISBN4
otoko-oidon	男おいどん	松本零士		19年 bunkobon 1巻(1996-09-12)→7巻(1977-06-30) / 12年 standard 4巻(1987-01-07)→7巻(1975-05-20)	standard[通常版]/講談社コミックス 9冊 1975-05-20〜1987-04-06 ; bunkobon[文庫版]/講談社漫画文庫 9冊 1977-06-30〜1996-12-12	sid43559/ed52951 standard[-] 5冊 2025-06-14〜2025-12-08 ISBN5 || sid43559/ed52952 bunkobon[講談社漫画文庫] 15冊 1976-12〜1996-12-12 ISBN6 || sid43559/ed52953 standard[KCスペシャル] 6冊 1986-10〜1987-04-06 ISBN6 || sid43559/ed52954 standard[講談社コミックス] 9冊 1972-06-10〜1975-05-20 ISBN0
ougon-no-suit	黄金の戦士	聖悠紀		14年 standard 1巻(1994-11)→2巻(1980-09)	standard[通常版]/アニメージュコミックス 4冊 1980-09〜1994-11	sid46726/ed57430 standard[ANIMACE COMICS] 1冊 1980-09-10〜1980-09-10 ISBN0 || sid46726/ed57431 standard[St comics] 1冊 1994-11〜1994-11 ISBN1 || sid46726/ed57432 standard[アニメージュコミックス] 4冊 1980-09〜1980-09 ISBN0
patman-x	パットマンX	ジョージ秋山		18年 bunkobon 1巻(1995-07-27)→5巻(1977-08)	bunkobon[文庫版]/講談社漫画文庫 5冊 1977-08〜1995-09-10 ; standard[通常版]/COMIC MATE 5冊 1999-06〜1999-08	sid42582/ed51680 standard[COMIC MATE] 5冊 1968-12-25〜1968-12-25 ISBN0 || sid42582/ed51681 bunkobon[エニックスコミック文庫] 4冊 1995-07-27〜1995-09-10 ISBN4 || sid42582/ed51682 bunkobon[講談社漫画文庫] 5冊 1977-04〜1977-08 ISBN0 || sid42582/ed51683 standard[さくらコミックス] 3冊 1999-06〜1999-08 ISBN3
peace-mashuko	PEACE	摩周子		10年 standard 1巻(2002-09)→2巻(1992-05-06)	standard[通常版]/Laqia comics 3冊 1992-05-06〜2002-09	sid60342/ed74217 standard[-] 2冊 -〜- ISBN2 || sid132172/ed149529 standard[Laqia comics] 1冊 2002-09〜2002-09 ISBN1
plamo-kyoushirou	プラモ狂四郎	やまと虹一		18年 deluxe 9巻(2008-11)→11巻(1990-11-06)	standard[通常版]/講談社コミックスボンボン 15冊 1982-08-10〜1986-12-17 ; deluxe[デラックス版]/KCデラックス 11冊 1990-07-17〜2008-11 ; bunkobon[文庫版]/講談社漫画文庫 10冊 2008-07〜2008-11	sid6173/ed7279 standard[講談社コミックスボンボン] 17冊 1982-08〜1990-09-17 ISBN12 || sid6173/ed7280 deluxe[講談社コミックスボンボンデラックス] 6冊 1999-04-02〜1999-07-06 ISBN6 || sid6173/ed7281 standard[コミックボンボン] 1冊 1982-10-20〜1982-10-20 ISBN1 || sid6173/ed7282 deluxe[KCデラックス] 3冊 1990-02-17〜1990-05-17 ISBN0 || sid6173/ed7283 bunkobon[講談社漫画文庫] 10冊 2008-07〜2008-11 ISBN10 || sid6173/ed7284 standard[KPC] 10冊 2002-12〜2004-07 ISBN10 || sid6173/ed7285 deluxe[コミックボンボンデラックス] 1冊 -〜- ISBN1 || sid83652/ed98586 standard[KPC] 3冊 2004-02〜2004-03 ISBN3 || sid83652/ed98587 deluxe[コミックボンボンデラックス] 3冊 -〜- ISBN3
purantsu-doll	観用少女	川原由美子		10年 standard 3巻(2009-10)→4巻(1999-03)	standard[通常版]/眠れぬ夜の奇妙な話コミックス 4冊 1999-03〜2009-10 ; bunkobon[文庫版]/ソノラマコミック文庫 2冊 2007-10-01〜2007-10-01	sid48383/ed59544 standard[眠れぬ夜の奇妙な話コミックス] 7冊 1995-01-30〜2009-10 ISBN7 || sid48383/ed59545 bunkobon[ソノラマコミック文庫] 4冊 2001-03〜2007-10 ISBN4 || sid48383/ed59546 standard[Nemuki+コミックス] 3冊 2013-06〜2014-07 ISBN3 || sid48383/ed59547 standard[-] 4冊 2006-12〜2007-10 ISBN4
pureibooru	プレイボール	ちばあきお		13年 standard 8巻(1990-01-01)→12巻(1977-12)	standard[通常版]/ジャンプ・コミックス 22冊 1977-12〜1990-04-18 ; bunkobon[文庫版]/集英社文庫 コミック版 11冊 1996-05-22〜1996-10-23	sid43401/ed52702 standard[-] 11冊 1989-06〜1990-04 ISBN11 || sid43401/ed52703 bunkobon[集英社文庫 コミック版] 11冊 1996-05-22〜1996-10-23 ISBN11 || sid43401/ed52704 standard[ジャンプ・コミックス] 6冊 1977-12〜1979-05 ISBN0 || sid144570/ed162254 standard[ジャンプ・コミックス] 22冊 1976-03-31〜1979-05 ISBN0
ricky-typhoon	リッキー台風	平松伸二		10年 standard 1巻(1991-10-18)→4巻(1981-09)	standard[通常版]/ジャンプ・コミックス 9冊 1981-09〜1992-02-19	sid16378/ed19223 standard[ジャンプ・コミックス] 7冊 1981-03〜1982-11-15 ISBN0 || sid16378/ed19224 standard[ジャンプコミックスセレクション] 5冊 1991-10〜1992-02 ISBN4 || sid16378/ed19225 standard[Gコミックス] 1冊 2014-12〜2014-12 ISBN1 || sid146091/ed163807 standard[ジャンプ・コミックス] 2冊 1981-01〜1982-08-15 ISBN0
rikon-todoke	離婚届	バディ堀井・たむろ未知		11年 standard 2巻(2003-04)→3巻(1992-05)	standard[通常版]/SPコミックス 3冊 1991-12〜2003-04	sid118012/ed134591 standard[SPコミックス] 1冊 1991-12〜1991-12 ISBN1 || sid165221/ed183402 standard[SPコミックス] 2冊 1992-05〜2003-04 ISBN2
robotto-keiji	ロボット刑事	石ノ森章太郎		12年 standard 1巻(1985-05-25)→3巻(1973-10-20)	(本番yml無し)	
ruriko-joou-no-kareinaru-hibi	瑠璃子女王の華麗なる日々	巻来功士		19年 standard 1巻(2016-07)→2巻(1997-03-09)	deluxe[デラックス版]/ジャンプ・コミックスデラックス 5冊 1996-08-02〜1998-07-03 ; standard[通常版]/SJ 2冊 1997-03-09〜2016-07	sid16186/ed18992 deluxe[ジャンプ・コミックスデラックス] 4冊 1996-08〜1998-07 ISBN4 || sid16186/ed18993 standard[SJ] 1冊 1997-03-09〜1997-03-09 ISBN1 || sid16186/ed18994 standard[SP pocket wide] 1冊 2016-07〜2016-07 ISBN1
ryuu-no-michi	リュウの道	石ノ森章太郎		14年 standard 1巻(1985-02-06)→6巻(1971-02-10)	standard[通常版]/講談社コミックス 8冊 1971-02-10〜1985-05-04 ; bunkobon[文庫版]/竹書房文庫 5冊 1995-06-07〜1995-07-07	sid45279/ed55371 standard[講談社コミックス] 8冊 1970-10-10〜1971-05-10 ISBN0 || sid45279/ed55372 standard[講談社コミックススペシアル] 1冊 1985-05-04〜1985-05-04 ISBN1 || sid45279/ed55373 bunkobon[竹書房文庫] 5冊 1995-06-07〜1995-07-07 ISBN5 || sid45279/ed55374 standard[講談社コミックススペシャル] 1冊 1985-04-06〜1985-04-06 ISBN1 || sid45279/ed55375 bunkobon[秋田文庫] 4冊 2011-07〜2011-10 ISBN4 || sid45279/ed55376 standard[石ノ森章太郎萬画大全集] 8冊 -〜- ISBN0 || sid146141/ed163858 standard[KCスペシャル] 3冊 1985-02〜1985-02 ISBN3
sabu-to-ichi-torimonohikae	佐武と市捕物控	石ノ森章太郎・滝瀬源一		16年 standard 1巻(1988-07-01)→5巻(1972)	standard[通常版]/ゴールデン・コミックス 18冊 1972〜1988-10-10 ; bunkobon[文庫版]/小学館文庫 13冊 1976-12-20〜1978-06	sid45316/ed55460 standard[サンコミックス] 17冊 1980-12〜1981-09 ISBN0 || sid45316/ed55461 bunkobon[小学館文庫] 10冊 1996-05〜1997-01 ISBN10 || sid45316/ed55462 standard[-] 5冊 1971〜1972 ISBN0 || sid45316/ed55463 standard[小学館叢書] 4冊 1988-07-01〜1988-10-10 ISBN4 || sid45316/ed55464 standard[Shotaro world] 4冊 2000-01-01〜2000-02-01 ISBN4 || sid45316/ed55465 standard[ゴールデン・コミックス] 3冊 1968-07-10〜1969-10-10 ISBN0 || sid45316/ed55466 standard[Big comics special selection] 4冊 2009-10〜2009-12 ISBN4 || sid45316/ed55467 standard[TOPコミックスシリーズ] 5冊 1973-07〜1973-09-20 ISBN0 || sid45316/ed55468 standard[TOPコミックシリーズ] 1冊 1973-08〜1973-08 ISBN0 || sid45316/ed55469 standard[Leed cafe comics] 3冊 2021-08〜2022-03 ISBN3 || sid45316/ed55470 standard[このマンガがすごい!comics] 4冊 2017-05〜2017-06 ISBN4 || sid45316/ed55471 standard[石ノ森章太郎萬画大全集] 18冊 -〜- ISBN0 || sid45317/ed55472 standard[Leed cafe comics] 1冊 2021-09〜2021-09 ISBN1 || sid147781/ed165529 bunkobon[小学館文庫] 13冊 1976-12-20〜1978-06 ISBN10 || sid147782/ed165530 standard[ゴールデン・コミックス] 1冊 1969-08〜1969-08 ISBN0 || sid147783/ed165531 bunkobon[ちくま文庫] 3冊 2019-06〜2019-08 ISBN3
samurider	サムライダー	すぎむらしんいち		14年 standard 1巻(2003-09)→2巻(1989-01-17)	standard[通常版]/ヤンマガKCスペシャル 5冊 1989-01-17〜2004-11 ; deluxe[デラックス版]/KCデラックス 3冊 1999-06-23〜1999-06-23	sid4140/ed4882 standard[アッパーズKC] 5冊 2003-09〜2004-11 ISBN5 || sid4140/ed4883 deluxe[KCデラックス] 3冊 1999-06〜1999-06 ISBN3 || sid4140/ed4884 standard[ヤンマガKCスペシャル] 2冊 1989-01〜1989-04 ISBN2 || sid4140/ed4885 standard[-] 1冊 -〜- ISBN1
sanada-juuyuushi	真田十勇士	本宮ひろ志		12年 standard 1巻(1988-09-15)→5巻(1976-09)	standard[通常版]/ジャンプ・テレビ・コミックス 5冊 1976-09〜1988-12-11 ; bunkobon[文庫版]/集英社文庫 4冊 2010-05-18〜2010-08-18	sid12959/ed15206 standard[ナンバーワンブックス] 2冊 -〜- ISBN0 || sid15603/ed18282 standard[SP pocket wide] 3冊 2016-01〜2016-03 ISBN3 || sid45413/ed55656 standard[-] 6冊 1975〜1976-10 ISBN0 || sid110830/ed127029 standard[ジャンプ・テレビ・コミックス] 4冊 1975〜1976-09 ISBN0 || sid110830/ed127030 standard[ジャンプ スーパー エース] 3冊 1988-09-15〜1988-12-11 ISBN3 || sid110830/ed127031 standard[Jump super ace] 1冊 1988-10〜1988-10 ISBN1 || sid110830/ed127032 bunkobon[集英社文庫] 4冊 2010-05〜2010-08 ISBN4 || sid110831/ed127033 bunkobon[おもしろ漫画文庫] 1冊 -〜- ISBN0 || sid123262/ed140109 standard[-] 1冊 1975-12-30〜1975-12-30 ISBN0 || sid128870/ed146040 standard[テレビまんが] 1冊 1975-05-10〜1975-05-10 ISBN0 || sid128870/ed146041 standard[-] 1冊 1975〜1975 ISBN0
sasori	さそり	篠原とおる		18年 standard 1巻(1991-10-16)→4巻(1973-12-01)	standard[通常版]/- 8冊 1973-12-01〜1991-12-12 ; bunkobon[文庫版]/小学館文庫 11冊 1977-10〜1978-11	sid52094/ed64447 bunkobon[小学館文庫] 11冊 1977-10〜1978-11 ISBN0 || sid52094/ed64448 standard[ビッグコミックス] 8冊 1973-09〜1975-07 ISBN0 || sid52094/ed64449 standard[スーパービジュアル・コミックス] 3冊 1991-11〜1992-01-15 ISBN3 || sid52094/ed64450 standard[King series] 6冊 2014-04〜2014-09 ISBN6 || sid52094/ed64451 standard[-] 2冊 1972-08-15〜1972-10-15 ISBN0
sasuke	サスケ	白土三平		19年 bunkobon 3巻(1996-01-10)→11巻(1977-10-20)	standard[通常版]/- 20冊 1963-11〜1990-12-10 ; bunkobon[文庫版]/小学館文庫 15冊 1977-10-20〜1996-04-10	sid31667/ed37221 standard[講談社コミックス] 15冊 1974-01-30〜1974-08-05 ISBN0 || sid31667/ed37222 standard[-] 8冊 1964-11〜1965-11 ISBN1 || sid31667/ed37223 standard[コンパクトコミックス] 15冊 1966-10-31〜1967-03-31 ISBN0 || sid31667/ed37224 bunkobon[小学館文庫] 24冊 1977-02〜1996-04-10 ISBN9 || sid31667/ed37225 standard[小学館叢書] 8冊 1990-05-10〜1990-12-10 ISBN8 || sid31668/ed37226 standard[-] 14冊 1962-07-01〜1964-10 ISBN0 || sid77120/ed91701 standard[ヤングジャンプ・コミックス] 2冊 2002-09〜2003-04 ISBN2 || sid141055/ed158649 standard[-] 5冊 1969-12〜1970-08 ISBN0 || sid141056/ed158650 bunkobon[小学館文庫] 1冊 1995-12-10〜1995-12-10 ISBN1 || sid141057/ed158651 bunkobon[小学館文庫] 1冊 1977-03〜1977-03 ISBN0
satoshi	聖	山本おさむ		15年 standard 3巻(2016-11)→4巻(2001-04)	standard[通常版]/ビッグコミックス 9冊 2000-05〜2016-11	sid15108/ed17685 standard[ビッグコミックススペシャル] 3冊 2016-11〜2016-11 ISBN3 || sid162183/ed180296 standard[ビッグコミックス] 8冊 2000-05〜2002-11 ISBN8
sd-gundam-musha-maruden-3	SD頑駄無 武者○伝3	一式まさと・サンライズ (1987年)		14年 standard 1巻(2016-06-23)→2巻(2002-05-02)	standard[通常版]/講談社コミックスボンボン 3冊 2002-05-02〜2016-12-22	sid120779/ed137546 standard[KCDX] 1冊 2016-06〜2016-06 ISBN1 || sid120780/ed137547 standard[講談社コミックスボンボン] 1冊 2002-05-02〜2002-05-02 ISBN1 || sid132432/ed149795 standard[KCDX] 2冊 2016-10〜2016-12 ISBN2
seibonjinden	聖凡人伝	松本零士		19年 bunkobon 1巻(1996-06)→8巻(1977-10)	bunkobon[文庫版]/奇想天外文庫 8冊 1977-10〜1996-10 ; standard[通常版]/奇想天外コミックス 7冊 1984-08〜1984-11-30	sid43564/ed52960 standard[サンコミックス] 3冊 1984-08〜1984-10 ISBN3 || sid43564/ed52961 bunkobon[奇想天外文庫] 7冊 1977-04〜1977-10-10 ISBN0 || sid43564/ed52962 bunkobon[小学館文庫] 6冊 1996-06〜1996-10 ISBN6 || sid43564/ed52963 standard[奇想天外コミックス] 1冊 1978-11-25〜1978-11-25 ISBN0 || sid43564/ed52964 standard[-] 8冊 -〜- ISBN0 || sid162195/ed180308 standard[サンコミックス] 1冊 1984-11-30〜1984-11-30 ISBN1
seishoujo	聖少女	富田茂		17年 standard 1巻(2000-02)→2巻(1983-11)	standard[通常版]/Worldコミックス 3冊 1983-09〜2000-02	sid113534/ed129868 standard[Worldコミックス] 2冊 1983-09〜1983-11 ISBN2 || sid113534/ed129869 standard[ワールドコミックスmax] 1冊 2000-02〜2000-02 ISBN1
seishun-no-shippo	青春の尻尾	平野仁		13年 bunkobon 1巻(1995-06)→6巻(1982-10) / 11年 standard 1巻(1989-06)→5巻(1978-01)	standard[通常版]/- 6冊 1978-01〜1989-09-10 ; bunkobon[文庫版]/小学館文庫 6冊 1982-10〜1995-07	sid56409/ed69995 standard[ビッグコミックス] 6冊 1977-11〜1978-11 ISBN0 || sid56409/ed69996 bunkobon[道草文庫] 5冊 1995-06〜1995-07 ISBN5 || sid56409/ed69997 standard[小学館叢書] 1冊 1989-06〜1989-06 ISBN1 || sid56409/ed69998 standard[-] 4冊 1976-07〜1978-08 ISBN0 || sid123012/ed139842 standard[小学館叢書] 3冊 1989-07〜1989-09 ISBN3 || sid123012/ed139843 bunkobon[小学館文庫] 6冊 1981-10〜1982-10 ISBN0
sengoku-youko	戦国妖狐	水上悟志		13年 standard 5巻(2024-01-10)→7巻(2011-08)	standard[通常版]/Blade comics 17冊 2011-08〜2024-01-10	sid21021/ed24709 standard[Blade comics] 19冊 2008-09〜2023-11 ISBN19 || sid123683/ed140573 standard[Blade comics] 4冊 2023-12〜2024-01 ISBN4
shiawase-no-jikan	幸せの時間	国友やすゆき		14年 standard 3巻(2012-11)→4巻(1998-07-10)	(本番yml無し)	
shiawase-wa-konna-katachi-de-yattekuru	幸せはこんなカタチでやってくる	葉芝真己		17年 standard 1巻(2013-04-24)→4巻(1996-04)	standard[通常版]/ラキッシュ・コミックス no.9 7冊 1996-03〜2013-07 ; bunkobon[文庫版]/冬水社文庫 4冊 2010-05〜2010-08	sid98505/ed114120 standard[ラキッシュ・コミックス no.2] 1冊 1996-04〜1996-04 ISBN0 || sid98505/ed114121 standard[ラキッシュ・コミックス no.9] 1冊 1994-02〜1994-02 ISBN0 || sid98505/ed114122 standard[ラキッシュ・コミックス] 14冊 1996-01〜1997-01 ISBN2 || sid98505/ed114123 standard[ラキッシュ・コミックス no.35] 1冊 1996-04〜1996-04 ISBN0 || sid98505/ed114124 bunkobon[冬水社文庫] 4冊 2010-05〜2010-08 ISBN4 || sid98505/ed114125 standard[バーズコミックス] 3冊 2013-04〜2013-07 ISBN3
shidenkai-no-taka	紫電改のタカ	ちばてつや		19年 standard 2巻(1990-09-17)→5巻(1971-10)	standard[通常版]/虫コミックス 6冊 1971-10〜1990-11-17 ; bunkobon[文庫版]/講談社漫画文庫 6冊 1976-10-28〜2000-09	sid37121/ed44285 bunkobon[ちばてつや漫画文庫] 6冊 1978-07〜1978-11 ISBN0 || sid37121/ed44286 bunkobon[講談社漫画文庫] 10冊 1976-06-01〜2000-09 ISBN4 || sid37121/ed44287 standard[虫コミックス] 5冊 1971-06〜1971-10 ISBN0 || sid37121/ed44288 bunkobon[中公文庫] 4冊 2006-04〜2006-07 ISBN4 || sid37121/ed44289 standard[ちばてつや全集] 4冊 1995-05〜1995-07 ISBN4 || sid37121/ed44290 standard[KCスペシャル] 1冊 1987-10-06〜1987-10-06 ISBN1 || sid37121/ed44291 standard[My first big special] 1冊 2015-06〜2015-06 ISBN1 || sid37121/ed44292 standard[講談社コミックス] 8冊 1990-08-17〜1990-10-17 ISBN2 || sid161610/ed179709 standard[-] 2冊 1990-09-17〜1990-11-17 ISBN2
shimakko	島っ子	ちばてつや		19年 standard 1巻(1987-07-25)→4巻(1968-02)	standard[通常版]/講談社コミックス 4冊 1968-02〜1987-07-25 ; bunkobon[文庫版]/ちばてつや漫画文庫 4冊 1977-12〜1978-02	sid37117/ed44273 standard[ホームコミックス・現代マンガ作家選集] 4冊 1975-09〜1975-09 ISBN0 || sid37117/ed44274 standard[虫コミックス] 16冊 1971-11〜1972-03-15 ISBN0 || sid37117/ed44275 bunkobon[ちばてつや漫画文庫] 4冊 1977-12〜1978-02 ISBN0 || sid37117/ed44276 standard[講談社コミックスフレンド] 4冊 1981-07〜1981-07-20 ISBN0 || sid37117/ed44277 standard[母と娘でみる漫画名作選] 2冊 1987-07-25〜1987-07-25 ISBN2 || sid37117/ed44278 standard[ちばてつや全集] 3冊 1998-04〜1998-05 ISBN3 || sid37117/ed44279 standard[講談社コミックス] 6冊 1968-02〜1981-07 ISBN0 || sid37117/ed44280 standard[母と娘でみる漫画名作館] 1冊 1987-07-25〜1987-07-25 ISBN1
shin-ishu-kakutou-taisen	真・異種格闘大戦	相原コージ		10年 standard 1巻(2015-03)→2巻(2005-12)	(本番yml無し)	
shin-kyojin-no-hoshi	新巨人の星	川崎のぼる		11年 standard 1巻(1990-04-06)→7巻(1979-05-15)	standard[通常版]/- 11冊 1979-05-15〜1990-06-06 ; bunkobon[文庫版]/講談社漫画文庫 6冊 1995-12-12〜1996-01-12	sid16042/ed18813 standard[講談社コミックス] 8冊 1978-08〜1980-08 ISBN0 || sid16042/ed18814 standard[-] 24冊 1977-07-15〜1980-04 ISBN0 || sid16042/ed18815 bunkobon[講談社漫画文庫] 6冊 1995-12-12〜1996-01-12 ISBN6 || sid16042/ed18816 standard[週刊読売増刊] 2冊 1977-04-01〜1978-05-01 ISBN0 || sid16042/ed18817 standard[少年マガジンコミックス] 1冊 1978-08-20〜1978-08-20 ISBN0 || sid16042/ed18818 standard[KPC] 10冊 2004-02〜2010-04 ISBN10 || sid16042/ed18819 standard[KCSP] 6冊 -〜- ISBN6 || sid125319/ed142315 standard[サンケイコミックス] 9冊 1987-01〜1987-06 ISBN0 || sid125319/ed142316 standard[講談社コミックス] 2冊 1979-08-25〜1979-08-25 ISBN0
shinsengumi	新選組	金井たつお		11年 standard 1巻(2003-11-22)→3巻(1992-05-16)	standard[通常版]/バーガーSC 5冊 1992-05-16〜2004-03-23 ; bunkobon[文庫版]/MF文庫 3冊 2007-12〜2007-12	sid28219/ed33079 bunkobon[MF文庫] 3冊 2007-12〜2007-12 ISBN3 || sid28219/ed33080 standard[-] 4冊 -〜- ISBN4 || sid30689/ed35964 bunkobon[PHP文庫] 1冊 2000-01〜2000-01 ISBN1 || sid30689/ed35965 standard[-] 1冊 1996-12〜1996-12 ISBN1 || sid35272/ed41924 standard[Com名作コミックス増刊] 1冊 1972-11-10〜1972-11-10 ISBN0 || sid35272/ed41925 bunkobon[手塚治虫文庫全集] 1冊 2009-12〜2009-12 ISBN1 || sid35272/ed41926 standard[手塚治虫漫画全集] 1冊 1977-06〜1977-06 ISBN1 || sid35272/ed41927 standard[ダイヤモンドコミックス] 1冊 1967-02-10〜1967-02-10 ISBN0 || sid35272/ed41928 standard[KODAMA DIAMOND COMICS] 1冊 -〜- ISBN0 || sid40686/ed48994 standard[バーガーSC] 3冊 1991-07〜1992-05 ISBN3 || sid103213/ed119029 standard[-] 1冊 2004-01〜2004-01 ISBN1
shinshi-kyoutei-o-musubou	紳士協定を結ぼう!	こうじま奈月		12年 standard 1巻(2022-03-01)→2巻(2010-03)	standard[通常版]/あすかコミックスCL-DX 3冊 2010-03〜2022-03-01	sid112653/ed128944 standard[あすかコミックスCL-DX] 4冊 2010-03〜2022-03 ISBN4
shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	叶精作		13年 standard 1巻(2010-10)→18巻(1997-01)	standard[通常版]/キングシリーズ 6冊 1997-01〜2010-10-15	sid11651/ed13583 standard[キングシリーズ] 6冊 2010-10〜2010-12 ISBN6 || sid56369/ed69934 standard[キングシリーズ] 2冊 2009-04〜2009-12-28 ISBN2
shiritsu-araiso-koutou-gakkou-seitokai-shikkoubu	私立荒磯高等学校生徒会執行部	峰倉かずや		13年 standard 1巻(2013-05)→2巻(2000-03)	(本番yml無し)	
shumari	シュマリ	手塚治虫	済	19年 bunkobon 1巻(1995-04)→4巻(1976-07) / 17年 standard 1巻(1995-11)→2巻(1978-11)	standard[角川書店(1987)]/角川書店(1987) 3冊 1987-10〜1987-12 ; standard[手塚治虫漫画全集(1978–1995)]/手塚治虫漫画全集(1978–1995) 4冊 1978-11〜1995-11 ; bunkobon[文庫版]/小学館文庫 4冊 1976-07〜1995-04 ; bunkobon[手塚治虫文庫全集(2009)]/手塚治虫文庫全集 2冊 2009-12〜2009-12	sid34979/ed41317 standard[-] 6冊 1987-10-30〜2025-11-01 ISBN6 || sid34979/ed41318 bunkobon[角川文庫] 5冊 1995-04〜2019-12 ISBN5 || sid34979/ed41319 standard[サンエイムック] 2冊 2015-04〜2015-04 ISBN2 || sid34979/ed41320 standard[Kadokawa絶品コミック] 2冊 2006-07〜2006-07 ISBN2 || sid34979/ed41321 standard[Hard comics] 3冊 1996-04〜1996-05 ISBN3 || sid34979/ed41322 standard[手塚治虫漫画全集] 4冊 1978-10-10〜1979-01-20 ISBN4 || sid34979/ed41323 bunkobon[手塚治虫文庫全集] 2冊 2009-12〜2009-12 ISBN2 || sid34979/ed41324 bunkobon[小学館文庫] 4冊 1976-04〜1976-07 ISBN0 || sid34979/ed41325 standard[My first big] 5冊 2017-06〜2017-11 ISBN5
