slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover
nanto-ouji-sama	なんと王子さま!?	大和和紀	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1999-02-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334035.jpg?_ex=200x200
nemuranai-machi-kara	眠らない街から	大和和紀	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1999-01-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334019.jpg?_ex=200x200
nintama-rantarou	忍たま乱太郎	小倉あん子	deluxe	プリンセスコミックスデラックス	秋田書店	2	2	1.00	同数(普通の再版)	2025-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6702/9784253106702_1_39.jpg?_ex=200x200
nishin-to-shishamo	にしんとシシャモ	もりたじゅん	deluxe	ユーコミックスデラックス	集英社	1	1	1.00	同数(普通の再版)	1987-06-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0770/9784088620770.jpg?_ex=200x200
oba-san-again	おばさんアゲイン	志賀公江	deluxe	ユーコミックスデラックス	集英社	1	1	1.00	同数(普通の再版)	1987-11-25	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/3993/2000004913993.jpg?_ex=300x300
oboro-tanteichou	おぼろ探偵帖	山田章博	deluxe	マイコミックスデラックス	東京三世社	1	1	1.00	同数(普通の再版)	1991-03	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/4382/2000004354382.jpg?_ex=300x300
ohayou-spunk	おはよう!スパンク	たかなししずえ	deluxe	KCデラックス	講談社	7	7	1.00	同数(普通の再版)	2015-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2425/9784063772425.jpg?_ex=200x200
operaza-de-mattete	オペラ座で待ってて	さいとうちほ・越智静香	deluxe	Flower comics deluxe	小学館	1	1	1.00	同数(普通の再版)	2004-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0913/09130070.jpg?_ex=200x200
owaranai-fukou-ni-tsuite-no-hanashi	終わらない不幸についての話	緒川千世	deluxe	ビーボーイコミックスデラックス	リブレ	1	1	1.00	同数(普通の再版)	2020-11-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9951/9784799749951.jpg?_ex=200x200
persian-blue	ペルシャン=ブルー	原ちえこ	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1999-02-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334034.jpg?_ex=200x200
radical-cc	ラディカルCC	中垣慶	deluxe	KCデラックス	講談社	2	2	1.00	同数(普通の再版)	2002-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6473/9784063346473.jpg?_ex=200x200
randies	ランディーズ	永田晃一	deluxe	YKコミックス・デラックス	少年画報社	1	1	1.00	同数(普通の再版)	2005-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7859/78592555.jpg?_ex=200x200
ruriiro-genka	瑠璃色幻花	津雲むつみ	deluxe	ユーコミックスデラックス	集英社	1	1	1.00	同数(普通の再版)	1988-07-27	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8401/2000002048401.jpg?_ex=300x300
saitou-chiho-kessakushuu-1	目を閉じて愛	さいとうちほ・飯田雪子	deluxe	Flower comics deluxe	小学館	1	1	1.00	同数(普通の再版)	2004-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0913/09130048.jpg?_ex=200x200
seishun-no-youna	青春のような	萩森千聖	deluxe	ユーコミックスデラックス	集英社	1	1	1.00	同数(普通の再版)	1995-09-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3269/9784088623269.jpg?_ex=200x200
sekai-wa-kimi-de-mawatteru	世界は君で廻ってる	緒川千世	deluxe	ビーボーイコミックスデラックス	リブレ	1	1	1.00	同数(普通の再版)	2020-12-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0247/9784799750247.jpg?_ex=200x200
seru-nanbaa-8	セルナンバー8	石原理	deluxe	ZERO COMICS DELUXE	リブレ出版	1	1	1.00	同数(普通の再版)	2007-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8626/86263106.jpg?_ex=200x200
shin-devilman	新デビルマン	永井豪	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1993-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4654/9784063194654.jpg?_ex=200x200
shin-mobile-senki-gundam-w-blind-target	新機動戦記ガンダムW BLIND TARGET	あさぎ桜	deluxe	ノーラコミックスdeluxe	学習研究社	1	1	1.00	同数(普通の再版)	2007-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0560/05607003.jpg?_ex=200x200
shin-mobile-senki-gundam-wing-episode-zero	新機動戦記ガンダムW EPISODE ZERO	かんべあきら	deluxe	ノーラコミックスdeluxe	学習研究社	1	1	1.00	同数(普通の再版)	2007-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0560/05607004.jpg?_ex=200x200
shiryou-no-okurimono	死霊の贈りもの	渡千枝	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1997-04-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7938/9784063197938.jpg?_ex=200x200
shiseikatsu	私生活	里中満智子	deluxe	ヤングレディKCデラックス	講談社	1	1	1.00	同数(普通の再版)	1978-08-20	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7922/2000020977922.jpg?_ex=300x300
shishunki-miman-okotowari	思春期未満お断り	渡瀬悠宇	deluxe	フラワーコミックスデラックス	小学館	3	3	1.00	同数(普通の再版)	2000-02-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8817/9784091318817.gif?_ex=200x200
sneaker-age	スニーカーAge!!	北川みゆき	deluxe	Flower comics deluxe	小学館	1	1	1.00	同数(普通の再版)	2002-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7073/9784091387073.gif?_ex=200x200
stardust-memories	スターダストメモリーズ	星野之宣	deluxe	スコラDELUXEバーガー	スコラ	1	1	1.00	同数(普通の再版)	1995-09-29	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/5415/2000000165415.jpg?_ex=300x300
sugar-milk	シュガーミルク	蛇龍どくろ	deluxe	Be×boy comics deluxe	リブレ出版	1	1	1.00	同数(普通の再版)	2016-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7195/9784799727195.jpg?_ex=200x200
sukuuru-days	すくうるでいず	美村あきの	deluxe	KCデラックス	講談社	4	4	1.00	同数(普通の再版)	1998-03-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0631/06319908.jpg?_ex=200x200
suna-no-shita-no-yume	砂の下の夢	TONO	deluxe	プリンセスコミックスデラックス	秋田書店	2	2	1.00	同数(普通の再版)	2005-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25315307.jpg?_ex=200x200
taboo-ni-daite	TABOOに抱いて	新條まゆ	deluxe	Flower comics deluxe	小学館	1	1	1.00	同数(普通の再版)	2001-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7219/9784091387219.gif?_ex=200x200
take-it-easy	テイクイットイージー	岡崎京子	deluxe	バーズコミックスデラックス	幻冬舎	1	1	1.00	同数(普通の再版)	2015-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5931/9784344835931.jpg?_ex=200x200
takeru	武	寺沢武一	deluxe	Jump comics deluxe	集英社	2	2	1.00	同数(普通の再版)	2002-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2756/9784088592756.jpg?_ex=200x200
te-o-tsunaide-sora-o	手をつないで、空を	宮本佳野	deluxe	Be-boy comics deluxe	リブレ出版	1	1	1.00	同数(普通の再版)	2008-05-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8626/86263401.jpg?_ex=200x200
tensai-yanagisawa-kyouju-tama-tono-seikatsu	天才柳沢教授タマとの生活	山下和美	deluxe	モーニングKCデラックス	講談社	1	1	1.00	同数(普通の再版)	2000-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334339.jpg?_ex=200x200
tiger-mask	タイガー・マスク	辻なおき	deluxe	KCデラックス	講談社	14	14	1.00	同数(普通の再版)	1994-06-23	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4739/9784063194739.jpg?_ex=200x200
tim-burton-s-the-nightmare-before-christmas	TIM BURTON'S THE NIGHTMARE BEFORE CHRISTMAS	明日賀じゅん	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	2004-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334936.jpg?_ex=200x200
tokyo-tribe	Tokyo tribe	井上三太	deluxe	Takarajima comics deluxe	JICC出版局	1	1	1.00	同数(普通の再版)	1993-04	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9562/2000005669562.jpg?_ex=300x300
tsubasa-aru-mono	翼ある者	大和和紀	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1997-12-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0631/06319886.jpg?_ex=200x200
uaruna-collection	ヴァルナ・コレクション	有吉京子	deluxe	PRINCESS COMICS DELUXE	秋田書店	1	1	1.00	同数(普通の再版)	1994-05-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2531/25315303.jpg?_ex=200x200
unico	ユニコ	手塚治虫・手塚プロダクション	deluxe	スコラSCデラックス	スコラ	3	3	1.00	同数(普通の再版)	1995-11-16	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8343/2000002958343.jpg?_ex=300x300
unperfect-teacher	アンパーフェクト・ティーチャー	小夏うみれ	deluxe	ビーボーイコミックスデラックス	リブレ	1	1	1.00	同数(普通の再版)	2019-11-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5533/9784799745533.jpg?_ex=200x200
xxxholic	xxxHOLiC	CLAMP	deluxe	KCデラックス	講談社	19	19	1.00	同数(普通の再版)	2021-08-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3510/9784065243510_1_2.jpg?_ex=200x200
yawarakana-tokei	やわらかな時計	深見じゅん	deluxe	ユーコミックスデラックス	集英社	1	1	1.00	同数(普通の再版)	1994-07-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2897/9784088622897.jpg?_ex=200x200
yori-nuki-pii-tan	よりぬきピータン!!	伊藤理佐	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	2007-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2482/9784063722482.jpg?_ex=200x200
youkai-ningen-bem	妖怪人間ベム	田中憲	deluxe	KC deluxe	講談社	1	1	1.00	同数(普通の再版)	2002-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5919/9784063345919.jpg?_ex=200x200
youkoso-hohoemiryou-e	ようこそ!微笑寮へ	あゆみゆい	deluxe	KCデラックス	講談社	5	5	1.00	同数(普通の再版)	2015-08-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2548/9784063772548.jpg?_ex=200x200
yume-miru-youni-nemuritai	夢見るように眠りたい	宮脇明子	deluxe	KCデラックス	講談社	1	1	1.00	同数(普通の再版)	1999-06-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0633/06334081.jpg?_ex=200x200
yuuwaku-shitene	UワクCテネ	すぎ恵美子	deluxe	Flower comics deluxe	小学館	1	1	1.00	同数(普通の再版)	2004-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0913/09130007.jpg?_ex=200x200
z	Z	青池保子	deluxe	プリンセスコミックスデラックス	秋田書店	2	2	1.00	同数(普通の再版)	2000-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3713/9784253153713.jpg?_ex=200x200
big-x	ビッグX	手塚治虫	kanzenban	手塚治虫漫画全集	講談社	4	4	1.00	同数(普通の再版)	1981-07-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0617/06173243.jpg?_ex=300x300
esper-mami	エスパー魔美	藤子不二雄	kanzenban	てんとう虫コミックス(2017年新装)	小学館	9	9	1.00	同数(普通の再版)	2017-02-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3153/9784091423153_1_13.jpg?_ex=300x300
kamen-no-boukenji	假面の冒險兒	手塚治虫	kanzenban	初期名作完全復刻版BOX	小学館クリエイティブ	1	1	1.00	同数(普通の再版)	2011-12-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1909/9784778031909_1_5.jpg?_ex=200x200
mikio-to-mikio	みきおとミキオ	藤子・F・不二雄・佐々木多利尓	kanzenban	藤子・F・不二雄大全集	小学館	1	1	1.00	同数(普通の再版)	2011-03-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4562/9784091434562_1_5.jpg?_ex=200x200
shiroi-pilot	白いパイロット	手塚治虫	kanzenban	手塚治虫漫画全集	講談社	2	2	1.00	同数(普通の再版)	1978-10-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0610/06108627.jpg?_ex=300x300
akabee	赤兵衛	黒鉄ヒロシ	shinsoban	小学館版	小学館	1	1	1.00	同数(普通の再版)	2003-06-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0937/09371401.jpg?_ex=300x300
akira	AKIRA	大友克洋	shinsoban	KCデラックス	講談社	6	6	1.00	同数(普通の再版)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5002/9784063645002.jpg?_ex=300x300
bocchan-no-jidai	『坊っちゃん』の時代	谷口ジロー	shinsoban		双葉社	5	5	1.00	同数(普通の再版)	2014-06-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6873/9784575306873.jpg?_ex=300x300
botsu-chan	坊っちゃん	一峰大二・江川達也・謝花凡太郎・本宮ひろ志・Teamバンミカス・高梨鉄平・大倉かおり	shinsoban	文芸まんがシリーズ新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0091/9784324090091.jpg?_ex=200x200
burunga1sei	ブルンガ1世	手塚治虫	shinsoban	手塚治虫漫画全集	講談社	2	2	1.00	同数(普通の再版)	1983-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0610/06108769.jpg?_ex=300x300
card-kyaputaa-sakura	カードキャプターさくら	CLAMP	shinsoban	講談社コミックス	講談社	12	12	1.00	同数(普通の再版)	2004-03	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/1583/2000000121583.jpg?_ex=300x300
cleopatra-d-c	クレオパトラD.C.	新谷かおる	shinsoban	バーガーSCスペシャル	スコラ	5	5	1.00	同数(普通の再版)	1994-12-13	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2890/2000010332890.jpg?_ex=300x300
don-dracula	ドン・ドラキュラ	手塚治虫	shinsoban	手塚治虫漫画全集	講談社	3	3	1.00	同数(普通の再版)	1982-04-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0617/06173248.jpg?_ex=300x300
dounikanaru-hibi	どうにかなる日々	志村貴子	shinsoban	太田出版版	太田出版	1	1	1.00	同数(普通の再版)	2015-04-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2496/9784778322496.jpg?_ex=300x300
esper-mami	エスパー魔美	藤子不二雄	shinsoban	藤子不二雄ランド	中央公論社	9	9	1.00	同数(普通の再版)	1984-11-16	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6771/2000010206771.jpg?_ex=300x300
fuufu-tantei-funsenki	夫婦探偵奮戦記	井上恵美子	shinsoban		小学館	10	10	1.00	同数(普通の再版)	1991-07-26	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2114/9784091392114.gif?_ex=200x200
garouden-boy	餓狼伝BOY	板垣恵介	shinsoban	少年チャンピオン・コミックス	秋田書店	2	2	1.00	同数(普通の再版)	2012-09-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7095/9784253217095.jpg?_ex=300x300
genma-taisen	幻魔大戦	石ノ森章太郎	shinsoban	復刻版(復刊ドットコム)	復刊ドットコム	2	2	1.00	同数(普通の再版)	2019-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6560/9784835456560_1_3.jpg?_ex=300x300
gorilla-man	ゴリラーマン	ハロルド作石	shinsoban	ヤンマガKC	講談社	19	19	1.00	同数(普通の再版)	2010-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9362/9784063619362.jpg?_ex=300x300
haikara-san-ga-tooru	はいからさんが通る	大和和紀	shinsoban	KCデラックス	講談社	8	8	1.00	同数(普通の再版)	2016-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1235/9784063931235.jpg?_ex=300x300
haruchin	ハルチン	魚喃キリコ	shinsoban	講談社版(2020)	講談社	2	2	1.00	同数(普通の再版)	2020-03-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6779/9784065196779_1_12.jpg?_ex=300x300
hinomaru-agete	日の丸あげて	新谷かおる	shinsoban	バーズコミックス	幻冬舎	2	2	1.00	同数(普通の再版)		https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3448/34480190.gif?_ex=300x300
hyakuoku-no-hiru-to-senoku-no-yoru	百億の昼と千億の夜	萩尾望都	shinsoban	少年チャンピオンコミックス	秋田書店	2	2	1.00	同数(普通の再版)	1977-11-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5019/9784253035019.jpg?_ex=300x300
izu-no-odoriko	伊豆の踊子	井出智香恵	shinsoban	文芸まんがシリーズ 新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0220/9784324090220.jpg?_ex=200x200
jigokuhen-2010	地獄変 奉教人の死	古城武司	shinsoban	文芸まんがシリーズ 新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0169/9784324090169.jpg?_ex=200x200
jinsei-wa-barairo-da	人生はバラ色だ。	はしだ由花里	shinsoban	Gush comic bunko	海王社	1	1	1.00	同数(普通の再版)	2008-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8772/87724948.jpg?_ex=300x300
kaidan-koizumi	怪談	古城武司	shinsoban	文芸まんがシリーズ 新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0138/9784324090138.jpg?_ex=200x200
kouya-hijiri	高野聖	田辺節雄	shinsoban	文芸まんがシリーズ 新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0145/9784324090145.jpg?_ex=200x200
kouyahijiri	高野聖	杲栄順	shinsoban	文芸まんがシリーズ 新装版	ぎょうせい	1	1	1.00	同数(普通の再版)	2010-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0145/9784324090145.jpg?_ex=200x200
kozame-kaikyou	虎鮫海峡	新谷かおる	shinsoban		秋田書店	1	1	1.00	同数(普通の再版)	1996-08-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1922/9784253171922.jpg?_ex=300x300
kurobee-2002	黒ベエ	藤子不二雄Ⓐ	shinsoban	藤子不二雄Aランド	復刊ドットコム	3	3	1.00	同数(普通の再版)	2011-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6806/9784835446806.gif?_ex=300x300
marason-1nensei	マラソン1年生	たかぎなおこ	shinsoban	新装版たかぎなおこライブラリー	KADOKAWA	1	1	1.00	同数(普通の再版)	2025-06-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1230/9784046841230_1_12.jpg?_ex=200x200
