slug	title	ours	rakuten	year	isbn
33-sai-kiyoraka-fujoshi-ga-toshishita-otoko-to-asagaeri	33歳清らか腐女子が年下男子と朝帰り!?	大嶋まなぶ	蜂谷ナナオ	2019	9784434253997
a3-summer	A3! summer	井上佐藤	ムネヤマヨシミ / リベル・エンタテインメント	2019	9784758034142
aa-toka-uu-shika-ienai	あーとかうーしか言えない	藤沢里菜	近藤 笑真	2019	9784091291035
adam-no-rokkotsu	アダムの肋骨	佐藤千鳥	みちのくアタミ	2019	9784813032281
ai-like-haiku	あいらいく俳句	みなりふうりん	骨抜きチキン	2019	9784832271425
ai-o-katarunara-hisoyakani	愛を語るなら密やかに	オトクニ	おむ・ザ・ライス	2019	9784799743201
aka-no-gurimoa	赫のグリモア	不破大輔	A-10	2019	9784065138816
akinashi-san-ni-norowarerutsu	春夏冬さんに呪われるっ!?	白梅ナズナ	三ノ咲 コノリ	2019	9784065142127
anata-de-fukuramu-watashi-no-peshanko	あなたでふくらむ、私のぺしゃんこ。	金森ケイタ	滝沢リネン	2019	9784434261770
anata-no-tame-nara-nannidemo	あなたのためなら女(なん)にでも	辻恵	つごもり	2019	9784040642017
aniizu-pantsuaa	アニーズ・ぱんつぁー	片山誠	かたやま まこと	2019	9784537139112
arafoo-kenja-no-isekai-seikatsu-nikki	アラフォー賢者の異世界生活日記	西野リュウ	寿安清 / 招来	2019	9784757560420
arima-kun-wa-mahoutsukai	蟻魔君は魔法使い	的場りょう	伝子れんぢ	2019	9784040654713
art-gangsta	アートギャングスタ	時田	齊藤 真聖	2019	9784785963675
asaha-furu	朝羽振る	佐藤カケル	泡沫	2019	9784909767943
ashigei-shoujo-komura-san	足芸少女こむらさん	藤野晴海	灰刃ねむみ	2019	9784253207881
asu-watashi-wa-dareka-no-kanojo	明日、私は誰かのカノジョ	高成利季	をの ひなお	2019	9784091294944
baiyakuzumi-no-megami-sama	売約済みの女神さま	昼間行燈	蛇足せんたろう	2019	9784801966741
banken-honey	番犬ハニー	八街潤	如月 ゆきの	2019	9784098704958
bengoshi-to-17-sai	弁護士と17歳	茨芽ヒサ	小野 アンビ	2019	9784065179772
black-clover-esudii-asuta-kun-mahoutei-e-no-michi	ブラッククローバーSDアスタくん魔法帝への道	関井シモン / 田畠裕基	小林 拙太	2019	9784088817057
black-clover-gaiden-quartet-knights	ブラッククローバー外伝カルテットナイツ	田代弓矢 / 田畠裕基	田代 弓也	2019	9784088817095
black-kigyou-no-shine-ga-neko-ni-natte-jinsei-ga-kawatta-hanashi-mofuta-kun-no-baai	ブラック企業の社員が猫になって人生が変わった話〈モフ田くんの場合〉	おおがきなこ	清水　めりぃ	2019	9784040654461
blaze-soo-edge	ブレイズ・ソー・エッジ	芋畑サリー	吐兎 モノロブ	2019	9784785964276
boisura	ボイスラ!!	金子彰史	Octo	2019	9784065155424
bokura-no-issen	ぼくらの一線	紺野なをこ	鴈方ひのの	2019	9784865895735
bougyoryoku-zero-no-yome	防御力ゼロの嫁	沢田竜治	矢野トシノリ	2019	9784758068017
cinnamon	シナモン	吉岡榊	嵩乃朔 / 香川悠作 / 川井マコト / 結うき。 / 寝路 / 天乃　咲哉	2019	9784049124446
cole-de-platon	エコール・ド・プラトーン	三原しらゆき	永美太郎	2019	9784845860111
cosplay-jimiko-to-kameko-kachou	コスプレ地味子とカメコ課長	久川はる	橙夏りり	2019	9784832257719
crows-kaizokuban	クローズ海賊版	秋田書店	高橋ヒロシ	2019	9784253132053
crows-zero-reboot	クローズZEROリブート	髙橋ヒロシ	高橋ヒロシ / 平良ケンジ	2019	9784253253512
darkartsmaster	DarkArtsMaster	星河蟹	神原　絵理華	2019	9784049128277
dekisokonai-no-himegimi-tachi	できそこないの姫君たち	柴もなか	アジイチ	2019	9784801964709
deokure-tamer-no-sonohigurashi	出遅れテイマーのその日暮らし	空飛ぶひよこ / 城宮えす	タチバナ / 棚架　ユウ / Nardack	2019	9784040655239
doutei-zetsumetsu-rettou	童貞絶滅列島	川﨑順平	川崎 順平	2019	9784065171448
edo-jou-saiken	江戸城再建	猿渡かざみ	黒川 清作 / 三浦 正幸	2019	9784098604562
eegekai-o-wataru-hanatachi	エーゲ海を渡る花たち	三原しらゆき	日之下あかめ	2019	9784866750477
eishashitsu-no-wakaba-san	映写室のわかばさん	風越洞	青山克己 / 神田川あゆ	2019	9784800008589
ekusupurooraazu-6	エクスプローラーズ6	丸本チンタ	田丸 鴇彦	2019	9784785964450
fudanshi-bartender-no-tashinami	腐男子バーテンダーの嗜み	閏月戈	なる粉	2019	9784758034234
futsugyou	払暁	鈴ノ助	明野たわ / 戌島百花	2019	9784575410570
gashi-tensei	餓死転生	上機しほ / 池崎数也	麻日隆	2019	9784864728782
gei-fuuzoku-no-mochigi-san	ゲイ風俗のもちぎさん	ごじょうふみえ	もちぎ	2019	9784047357426
gekkousha-boorei-ki-tan	月光社ボーレイ奇譚	めぇ田のん	川端新	2019	9784253264419
genji-monogatari-ai-to-tsumi-to	源氏物語～愛と罪と～	朝吹まり	森猫 まりり	2019	9784098704767
girls-und-panzer-saishuushou-keizoku-koukou-harapeko-shokujidou	ガールズ&パンツァー最終章継続高校はらぺこ食事道	あしもと・よいか	あしもと☆よいか	2019	9784049124972
gyakuhaa-mousou-konfuyuujon	逆ハー妄想コンフュージョン	ヨコイエミ	司馬かなん	2019	9784861237928
hadakaikkan-tsuzui-san	裸一貫!つづ井さん	内野こめこ	つづ井	2019	9784163910932
hai-spec-dayo-iona-chan	ハイスペックだよ!イオナちゃん	九品そういん	星野 蒼一朗 / 新木 伸 / 森沢 晴行	2019	9784088911502
haikyo-no-meshi	廃墟のメシ	北大路みみ	ムジハ	2019	9784434259418
haikyuubu	ハイキュー部!!	京橋こより	宮島 京平	2019	9784088821573
hametsu-no-oukoku	はめつのおうこく	和泉カズマ	yoruhashi	2019	9784800009012
hanikami-o-toke	はにかみを解け	藤本桜	桂馬びんぞこ	2019	9784799742563
haraguro-ouji-ni-himitsu-o-nigiraremashita	腹黒王子に秘密を握られました	本橋雄一	北見明子 / きたみまゆ	2019	9784813760146
hasegawa-kunnoga-ookiku-te-iri-masen	長谷川くんのが大きくて入りません!?	花岡美莉	さんかく	2019	9784864952668
hate-no-shoutsuushin	果ての星通信	楢島さち	メノタ	2019	9784391153330
hatsukoi-gossip	初恋ゴシップ	金森ケイタ	モト	2019	9784434261794
hatsukoi-ni-tokeru-yukimoyou	初恋に溶ける雪模様	美和	いもはた	2019	9784866252124
hayami-shachou-sono-kiss-no-wake-o-oshiete	速水社長、そのキスの理由(わけ)を教えて	勝川ユミ / 藤本正二	シラカワイチ / 紅カオル	2019	9784813760269
heisha-no-joushi-wa-motoyuusha	弊社の上司は元勇者	小手万里	次見やをら	2019	9784040642284
herscherik-tensei-ouji-no-eiyuu-tan	ハーシェリク転生王子の英雄譚	鈴紀オズク	北国良人 / 楠のびる	2019	9784575410532
hi-izuru-tokoro-no-sunakku	日出処のスナック	みずの雪見	山元玲奈	2019	9784396791384
hirasaka-hinako-ga-ero-kawaii-koto-o-ore-dake-ga-shitte-iru	比羅坂日菜子がエロかわいいことを俺だけが知っている。	白松	紺矢　ユキオ	2019	9784049128680
hizamazukinayo-joou-sama	ひざまずきなよ、女王様	honeybee+	千葉　たゆり	2019	9784047357006
hokenshitsu-no-wotaku-onee-san-wa-suki-desuka	保健室のおたくおねえさんは好きですか?	めぇ田のん	川端 新	2019	9784098603411
honya-no-kotoha-hanbunko	本屋のコトハ半分こ	よつばますみ	よつば◎ますみ。	2019	9784537139808
hoshigaru-anata-ni-nuretewa-ikenai	欲しがるあなたに、濡れてはいけない	やまち	吉田にん	2019	9784801965782
hoshino-doubutsuen-koi-monogatari	ほしの動物園恋物語	澄谷ゼニコ	小山	2019	9784796412476
houkago-strip	放課後すとりっぷ	電柱棒	若鶏にこみ	2019	9784832270558
housekishou-no-shinjin	宝石省の新人	赤澤正之	まりむぅ	2019	9784049128635
hush-hush	Hush Hush	マッハダイ	ROJER	2019	9784040658742
hypnosis-mic-before-the-battle-the-dirty-dawg	ヒプノシスマイク-before the battle-the dirty dawg	百瀬祐一郎	EVIL LINE RECORDS / 鴉月 ルイ	2019	9784065161234
ichijouma-mankitsu-gurashi	一畳間まんきつ暮らし!	街こまち	ひさまくまこ	2019	9784832271395
idol-no-ane-ga-shinimashita	アイドルの姉が死にました	永遠幸	エトオミユキ	2019	9784757559547
ihou-no-oswald	異邦のオズワルド	黒崎なおき	おかざきさと乃	2019	9784801964914
ijime-no-jikan	イジメの時間	松尾あき	くにろう	2019	9784575853636
inaka-ni-kaeru-to-yakeni-natsuita-kasshoku-ponytail-shota-ga-iru	田舎に帰るとやけになついた褐色ポニテショタがいる	由葵るゆ	びみ太	2019	9784040655963
isekai-ni-tensei-shitara-zenra-ni-sareta	異世界に転生したら全裸にされた	あしもと・よいか	狐谷まどか / あしもと☆よいか	2019	9784801964761
isekai-shuukyou-e-youkoso	異世界宗教へようこそ!	saku漫画家	咲竹　ちひろ	2019	9784040641430
isekai-tensei-no-boukensha	異世界転生の冒険者	三日月シズカ	ケンイチ / しばの番茶	2019	9784800008312
ishuzoku-joshi-ni-marumaru-suru-hanashi	異種族女子に○○する話	小林こー	すいみん	2019	9784040640181
itsumo-tsukiyo-ni-kome-no-meshi	いつも月夜に米の飯	HEAD研究会 / 須王あや	小森 江莉	2019	9784065141427
izumisanchi-nofukufuku-kazoku	泉さんちの福福家族	岡エリ	泉福朗	2019	9784757563995
jaa-kimi-no-kawari-ni-korosouka	じゃあ、君の代わりに殺そうか?	月並甲介 / 蔵人健吾	蔵人幸明 / 榊原宗々	2019	9784253149389
jadou-sniper	蛇道スナイパー	春名ひろ	梶井祐	2019	9784592164111
jidou-hanbaiki-no-mae-de	自動販売機の前で、	桂タマミ	斉藤ヒュウ	2019	9784757562585
jiko-bukken-no-yuurei-chan	事故物件の幽霊ちゃん	神林イチトラ	三倉　ゆめ	2019	9784047357099
jitsuroku-hoikushi-deko-sensei	実録保育士でこ先生	ネコクロ	でこぽん吾郎	2019	9784046043146
juujin-san-to-ohana-chan	獣人さんとお花ちゃん	冬坂ころも	柚樹ちひろ	2019	9784773072112
kaibutsu-shoujo-wa-hatsukoi-no-yume-o-miruka	怪物少女は初恋の夢を見るか?	坂本遊也	在間 りしん	2019	9784088821344
kaijuu-rettou-shoujotai	怪獣列島少女隊	春日晃	優輝 光太朗	2019	9784107722041
kaikou-ichiban	開口一番!	東ぺちこ	町田 翠	2019	9784098603572
kainis-no-kin-no-tori	カイニスの金の鳥	ヨシサト	秦和生	2019	9784781618180
karesen-joshikousei-to-tokikake-oji-san	枯れ専女子高生と時かけおじさん	オカカ	ももたん	2019	9784047358492
karoojiero-no-enogu	カロージェロの絵の具	尾方富生	雪アサラ	2019	9784434266263
kawahara-kachou-to-gal-buka-chan	河原課長とギャル部下ちゃん	折紙ちよこ	おりがみちよこ	2019	9784832257641
kawaii-boku-no-mia	可愛い僕のミア	夏木美香	tsugumi	2019	9784821138326
kihei-senki	キヘイ戰記	金城宗幸	原田 ケンタロー	2019	9784065142271
killing-stalking	キリング・ストーキング	村田天	クギ	2019	9784866572802
kimi-no-nadekata-shitsukekata	キミの撫で方躾け方	長岡太一	かさいちあき	2019	9784796413404
kinirobachi-ni-mitsu	金色蜂に蜜	こん炉	キタハラリイ	2019	9784813032465
kinjo-no-nanako-san	近所のななこさん	佐々木陽子	米白粕	2019	9784040656458
kireppuru-no-nichijou	キレップルの日常	陽村空葉	くろたま	2019	9784040640419
kirinji-gate	キリンジゲート	ウヒョ助	塚脇永久	2019	9784801966000
koko-hore-boketsu-chan	ここほれ墓穴ちゃん	みきぽん	きたむら　ましゅう	2019	9784049123777
kokuhaku-wa-yume-no-naka-de	告白は夢の中で…	出樹	梅子	2019	9784776749356
komatta-jii-san	困ったじいさん	大江慎一郎	大江　しんいちろう	2019	9784047358249
konbini-de-kimi-to-no-5funkan	コンビニで君との5分間。	流悦子	一永のぞみ	2019	9784757563582
konya-mo-damasare-honey	今夜も騙されハニー	堀江要戸	たむら 紗知	2019	9784098706099
kore-dakara-geemuzukuri-wa-yamerarenai	これだからゲーム作りはやめられない!	芋畑サリー	たかし♂	2019	9784757561298
koroshiya-datte-mimamoritai	殺し屋だって見守りたい	遊痴庵	隈浪さえ	2019	9784757562738
kouryuu-hengen	虹龍変現!!	厦門潤	あもい　潤	2019	9784041087985
kouya-ni-kemuru-wa-shi-no-kaori	荒野に煙るは死の香り	閏月戈	ザキコ / 牧野圭祐	2019	9784758034319
kurasugoto-shuudan-teni-shimashita-ga-ichiban-tsuyoi-ore-wa-saijaku-no-shounin-ni-gisouchuu-desu	クラスごと集団転移しましたが、一番強い俺は最弱の商人に偽装中です。	ヨシモト	荒井空真 / かわち乃梵天丸	2019	9784575410518
kuzu-inou-saamo-opereetaa-no-ore-ga-musou-suru-made	クズ異能温度を変える者(サーモオペレーター)の俺が無双するまで	中原都 / 熊坂出	彩藤 なお / 鍋敷 / 荻pote	2019	9784391153903
kyokutou-jihen	極東事変	杷木あもね	大上明久利	2019	9784047356283
kyomu-no-higan	キョムノヒガン	お文具	オズノ らいおん	2019	9784065147726
kyoto-sasupensu-meitantei-kyasarin-no-file-ando-mystery-best-comic	京都サスペンス名探偵キャサリンの事件簿&ミステリーベストコミック	浦川まさる / 内村月子 / 森山玉枝 / 瀬畑純 / 桜井まり子 / 浦川佳弥 / 時友美如 / 山村美紗	山村美沙	2019	9784253248969
kyou-wa-ochawan-futaribun	今日はお茶碗ふたりぶん	あまね水咲	ともち	2019	9784344844919
kyuu-nana-hachi-yon	キューナナハチヨン	田川ミ	ヤマモト マナブ	2019	9784785965303
kyuuketsuki-to-bara-shoujo	吸血鬼と薔薇少女	卓美涼	朝香 のりこ	2019	9784088675503
late-bloomer	レイトブルーマー	冨月一乃	玉屋一心	2019	9784434257612
lost-stars	STAR WARS/ロスト・スターズ	白梅ナズナ	小宮山優作 / Claudia Gray / ルーカスフィルム	2019	9784909767486
maboroshi-matane	まぼろしまたね	秋山シノ	糸なつみ	2019	9784575853537
maid-san-no-shitagi-wa-tokubetsu-desu	メイドさんの下着は特別です。	電柱棒	みらくるる	2019	9784832270657
manga-men	マンガ麺	石黒正数 / 板垣巴留 / 上機しほ	峰なゆか / シモダアサミ / 北駒生	2019	9784199805899
mari-wa-happy-end-de-onegai-shimasu	マリはハッピーエンドでお願いします	夢木みつる	晴海ひつじ	2019	9784592220411
maria-no-sumu-ie	マリアの棲む家	鮪オーケストラ	ハセガワM	2019	9784047355729
midara-na-ao-chan-wa-benkyou-ga-dekinai-otonahen	淫らな青ちゃんは勉強ができないオトナ編	神田はるか	カワハラ 恋	2019	9784065157558
mitsuru-botsu-chan-wa-bocchi	光流坊ちゃんはぼっち	うみハル	綾瀬れつ	2019	9784757563247
mizumaho	みずまほ	生方めぐみ	むうりあん	2019	9784091288271
momo-oni	モモオニ!	真敷ひさめ	嘉島ちあき	2019	9784799741771
mononoke-soul-food	モノノケソウルフード	草水敏	神崎 タタミ	2019	9784065143612
mori-girl	銛ガール	塩胡蝶	岩国　ひろひと	2019	9784049124910
moshimo-ano-hi-ni-modoretara	もしもあの日に戻れたら	山本美希	本崎月子	2019	9784799744932
moto-kouzou-kaiseki-kenkyuusha-no-isekai-bouken-tan	元構造解析研究者の異世界冒険譚	ナッツ	犬社護 / 桐沢十三	2019	9784434258497
moto-yan-papa-to-hitsuji-sensei-yotsuba	元ヤンパパとヒツジ先生よつば	比村奇石	水稀たま	2019	9784040656151
moujuu-yakuza-to-doukyo-seikatsu	猛獣ヤクザと同居生活!?	鹿島こたる	庭鳥ヒナコ	2019	9784909699107
my-little-inferno	マイリトルインフェルノ	小林嵩人	朝田ねむい	2019	9784396784683
neko-manga	猫まんが	槇村さとる	マガジンハウス	2019	9784838753659
nekopan-nikki	猫パン日記	ヒゲの筆	ぬら次郎	2019	9784041090275
nido-tensei-shounen-wa-s-rank-boukensha-to-shite-heion-ni-sugosu	二度転生した少年はSランク冒険者として平穏に過ごす	舞嶋大 / がおう / GarneyRon	十一屋　翠 / イケシタ	2019	9784757563056
nise-kioku-soushitsu-no-hachiya-san	ニセ記憶喪失の蜂夜さん	園太デイ	植杉光	2019	9784758067980
nomu-nara-omaera-to-konna-toki	呑むならお前らとこんな時	小坂つん	ため	2019	9784049128741
nui-dara-zetsurin	脱いだら絶倫!?	加奈	嶋永のの	2019	9784864952699
ojou-sama-wa-oshioki-ga-suki	お嬢様はお仕置きが好き	酒井敦朗	もりなか もなか	2019	9784098703869
ojou-sama-wa-rabukome-no-shujinkou-ni-naritai	お嬢様はラブコメの主人公になりたい!	連城寺のあ	わたりさえ	2019	9784801967519
omoi-ga-omoi-omoi-san	おもいがおもいおもいさん	矢野稔貴	矢野としたか	2019	9784592163312
onii-chan-to-otona-no-omamagoto	お兄ちゃんと、大人のおままごと	園田俊樹	クロサワ / 立花もぐら	2019	9784821137732
ooyankii	オオヤンキー!!	千月さかき	蒼井 ひな太	2019	9784091294968
ore-ni-sosogareru-nante-arigataku-omoeyo	俺に注がれるなんてありがたく思えよ?	見田竜介	はながたみあや	2019	9784434266591
