class	isbn13	n_pages	group_shared_n	group_ratio	author_rel	isolated_side	num_mismatch	version_side	pages	group_id
PAGE_DUP	9784091340542	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=7 ed_vols=8 page_vols=8 date=2011-10-01 | blue-sakisaka-2006[BLUE] ed=shinsoban/フラワーコミックス vol=7 ed_vols=2 page_vols=11 date=2011-10-01	blue+blue-sakisaka-2006
PAGE_DUP	9784091341563	2	8	100%	共通著者あり				blue[BLUE] ed=standard/光文社コミックス vol=8 ed_vols=8 page_vols=8 date=2011-12-31 | blue-sakisaka-2006[BLUE] ed=standard/Sho-Comiフラワーコミックス vol=8 ed_vols=6 page_vols=11 date=2011-12-31	blue+blue-sakisaka-2006
PAGE_DUP	9784040700496	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=3 ed_vols=11 page_vols=11 date=- | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=3 ed_vols=8 page_vols=8 date=2014-03	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784040703541	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=4 ed_vols=11 page_vols=11 date=2014-10-09 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=4 ed_vols=8 page_vols=8 date=2014-10-09	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784040705071	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=5 ed_vols=11 page_vols=11 date=2015-03-06 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=5 ed_vols=8 page_vols=8 date=2015-03-06	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784040707235	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=6 ed_vols=11 page_vols=11 date=2015-10-07 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=6 ed_vols=8 page_vols=8 date=2015-10-07	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784040708591	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=7 ed_vols=11 page_vols=11 date=2016-04-07 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=7 ed_vols=8 page_vols=8 date=2016-04-07	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784040720548	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=8 ed_vols=11 page_vols=11 date=2016-10-08 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=8 ed_vols=8 page_vols=8 date=2016-10-08	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784047128965	2	7	88%	共通著者あり				log-horizon[ログ・ホライズン] ed=standard/ファミ通クリアコミックス vol=2 ed_vols=11 page_vols=11 date=2013-09-09 | log-horizon-nishikaze-no-ryodan[ログ・ホライズン 西風の旅団] ed=standard/ドラゴンコミックスエイジ vol=2 ed_vols=8 page_vols=8 date=2013-09-09	log-horizon+log-horizon-nishikaze-no-ryodan
PAGE_DUP	9784803016970	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=1 ed_vols=9 page_vols=9 date=2022-10-12 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=1 ed_vols=8 page_vols=8 date=2022-10-12	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803017519	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=2 ed_vols=9 page_vols=9 date=2023-03-10 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=2 ed_vols=8 page_vols=8 date=2023-03-10	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803018325	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=3 ed_vols=9 page_vols=9 date=2023-09-13 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=3 ed_vols=8 page_vols=8 date=2023-09-13	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803019162	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=4 ed_vols=9 page_vols=9 date=2024-03-13 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=4 ed_vols=8 page_vols=8 date=2024-03-13	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803020045	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=5 ed_vols=9 page_vols=9 date=2024-09-12 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=5 ed_vols=8 page_vols=8 date=2024-09-06	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803021936	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=7 ed_vols=9 page_vols=9 date=2025-10-10 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=7 ed_vols=8 page_vols=8 date=2025-10-03	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784803023350	2	7	88%	共通著者あり				mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/アース・スター　コミックス vol=8 ed_vols=9 page_vols=9 date=2026-07-10 | mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu[無自覚聖女は今日も無意識に力を垂れ流す] ed=standard/EARTH STAR COMICS vol=8 ed_vols=8 page_vols=8 date=2026-07-20	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu+mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu
PAGE_DUP	9784062145695	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=1 ed_vols=6 page_vols=6 date=2008-03-15 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=1 ed_vols=6 page_vols=11 date=2008-03	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784062146340	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=2 ed_vols=6 page_vols=6 date=2008-05-30 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=2 ed_vols=6 page_vols=11 date=2008-05	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784062148276	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=3 ed_vols=6 page_vols=6 date=2008-07-15 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=3 ed_vols=6 page_vols=11 date=2008-07	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784062151573	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=4 ed_vols=6 page_vols=6 date=2008-12-05 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=4 ed_vols=6 page_vols=11 date=2008-12	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784062153294	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=5 ed_vols=6 page_vols=6 date=2009-03-18 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=5 ed_vols=6 page_vols=11 date=2009-03	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784062156028	2	6	100%	共通著者あり				darwin-ga-kita[ダーウィンが来た!] ed=standard/発見!マンガ図鑑 vol=6 ed_vols=6 page_vols=6 date=2009-07-15 | enueichikee-darwin-ga-kita[NHKダーウィンが来た!] ed=standard/通常版 vol=6 ed_vols=6 page_vols=11 date=2009-07	darwin-ga-kita+enueichikee-darwin-ga-kita
PAGE_DUP	9784120017933	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=standard/中公漫画叢書 vol=1 ed_vols=3 page_vols=6 date=1989-04-25 | kasuga-no-tsubone-1988[春日局] ed=shinsoban/中公漫画叢書 vol=1 ed_vols=3 page_vols=22 date=1989-04-25	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784120017988	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=standard/中公漫画叢書 vol=2 ed_vols=3 page_vols=6 date=1989-07-25 | kasuga-no-tsubone-1988[春日局] ed=shinsoban/中公漫画叢書 vol=2 ed_vols=3 page_vols=22 date=1989-07-25	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784120017995	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=standard/中公漫画叢書 vol=3 ed_vols=3 page_vols=6 date=1989-11-25 | kasuga-no-tsubone-1988[春日局] ed=shinsoban/中公漫画叢書 vol=3 ed_vols=3 page_vols=22 date=1989-11-25	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784122036420	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=bunkobon/中公文庫コミック版 vol=1 ed_vols=3 page_vols=6 date=2000-04 | kasuga-no-tsubone-1988[春日局] ed=bunkobon/中公文庫コミック版 vol=1 ed_vols=3 page_vols=22 date=2000-04	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784122036598	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=bunkobon/中公文庫コミック版 vol=2 ed_vols=3 page_vols=6 date=2000-05 | kasuga-no-tsubone-1988[春日局] ed=bunkobon/中公文庫コミック版 vol=2 ed_vols=3 page_vols=22 date=2000-05	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784122036758	2	6	100%	著者不一致				kasuga-no-tsubone[春日局] ed=bunkobon/中公文庫コミック版 vol=3 ed_vols=3 page_vols=6 date=2000-06 | kasuga-no-tsubone-1988[春日局] ed=bunkobon/中公文庫コミック版 vol=3 ed_vols=3 page_vols=22 date=2000-06	kasuga-no-tsubone+kasuga-no-tsubone-1988
PAGE_DUP	9784594017996	2	5	100%	著者不一致				iyahaya-nantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=1 ed_vols=5 page_vols=5 date=1995-08-30 | iyahayanantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=1 ed_vols=5 page_vols=23 date=1995-08-30	iyahaya-nantomo+iyahayanantomo
PAGE_DUP	9784594018252	2	5	100%	著者不一致				iyahaya-nantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=2 ed_vols=5 page_vols=5 date=1995-09 | iyahayanantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=2 ed_vols=5 page_vols=23 date=1995-09	iyahaya-nantomo+iyahayanantomo
PAGE_DUP	9784594018429	2	5	100%	著者不一致				iyahaya-nantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=3 ed_vols=5 page_vols=5 date=1995-10 | iyahayanantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=3 ed_vols=5 page_vols=23 date=1995-10	iyahaya-nantomo+iyahayanantomo
PAGE_DUP	9784594018634	2	5	100%	著者不一致				iyahaya-nantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=4 ed_vols=5 page_vols=5 date=1995-11 | iyahayanantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=4 ed_vols=5 page_vols=23 date=1995-11	iyahaya-nantomo+iyahayanantomo
PAGE_DUP	9784594018788	2	5	100%	著者不一致				iyahaya-nantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=5 ed_vols=5 page_vols=5 date=1995-12 | iyahayanantomo[イヤハヤ南友] ed=bunkobon/扶桑社文庫 vol=5 ed_vols=5 page_vols=23 date=1995-12	iyahaya-nantomo+iyahayanantomo
PAGE_DUP	9784537126235	2	5	50%	共通著者あり				jinnairyuu-juujutsu-butouden-majima-kun-suttobasu[陣内流柔術武闘伝 真島クンすっとばす!!] ed=shinsoban/Nichibun comics vol=1 ed_vols=5 page_vols=36 date=2010-08 | majima-kun-suttobasu[真島クンすっとばす!!] ed=standard/ニチブンコミックス(2010-11) vol=1 ed_vols=10 page_vols=10 date=2010-08	jinnairyuu-juujutsu-butouden-majima-kun-suttobasu+majima-kun-suttobasu
PAGE_DUP	9784537126303	2	5	50%	共通著者あり				jinnairyuu-juujutsu-butouden-majima-kun-suttobasu[陣内流柔術武闘伝 真島クンすっとばす!!] ed=shinsoban/Nichibun comics vol=2 ed_vols=5 page_vols=36 date=2010-09 | majima-kun-suttobasu[真島クンすっとばす!!] ed=standard/ニチブンコミックス(2010-11) vol=2 ed_vols=10 page_vols=10 date=2010-09	jinnairyuu-juujutsu-butouden-majima-kun-suttobasu+majima-kun-suttobasu
PAGE_DUP	9784537126426	2	5	50%	共通著者あり				jinnairyuu-juujutsu-butouden-majima-kun-suttobasu[陣内流柔術武闘伝 真島クンすっとばす!!] ed=shinsoban/Nichibun comics vol=3 ed_vols=5 page_vols=36 date=2010-10 | majima-kun-suttobasu[真島クンすっとばす!!] ed=standard/ニチブンコミックス(2010-11) vol=3 ed_vols=10 page_vols=10 date=2010-10	jinnairyuu-juujutsu-butouden-majima-kun-suttobasu+majima-kun-suttobasu
PAGE_DUP	9784537126556	2	5	50%	共通著者あり				jinnairyuu-juujutsu-butouden-majima-kun-suttobasu[陣内流柔術武闘伝 真島クンすっとばす!!] ed=shinsoban/Nichibun comics vol=4 ed_vols=5 page_vols=36 date=2010-11 | majima-kun-suttobasu[真島クンすっとばす!!] ed=standard/ニチブンコミックス(2010-11) vol=4 ed_vols=10 page_vols=10 date=2010-11	jinnairyuu-juujutsu-butouden-majima-kun-suttobasu+majima-kun-suttobasu
PAGE_DUP	9784537126716	2	5	50%	共通著者あり				jinnairyuu-juujutsu-butouden-majima-kun-suttobasu[陣内流柔術武闘伝 真島クンすっとばす!!] ed=shinsoban/Nichibun comics vol=5 ed_vols=5 page_vols=36 date=2010-12 | majima-kun-suttobasu[真島クンすっとばす!!] ed=standard/ニチブンコミックス(2010-11) vol=5 ed_vols=10 page_vols=10 date=2010-12	jinnairyuu-juujutsu-butouden-majima-kun-suttobasu+majima-kun-suttobasu
PAGE_DUP	9784091490018	2	4	100%	共通著者あり				god-mazinger[ゴッドマジンガー] ed=standard/通常版 vol=1 ed_vols=4 page_vols=4 date=1984-05-15 | majindensetsu[魔神伝説] ed=standard/通常版 vol=1 ed_vols=4 page_vols=4 date=1984-05-15	god-mazinger+majindensetsu
PAGE_DUP	9784091490025	2	4	100%	共通著者あり				god-mazinger[ゴッドマジンガー] ed=standard/通常版 vol=2 ed_vols=4 page_vols=4 date=1984-06-15 | majindensetsu[魔神伝説] ed=standard/通常版 vol=2 ed_vols=4 page_vols=4 date=1984-06-15	god-mazinger+majindensetsu
PAGE_DUP	9784091490032	2	4	100%	共通著者あり				god-mazinger[ゴッドマジンガー] ed=standard/通常版 vol=3 ed_vols=4 page_vols=4 date=1984-08-15 | majindensetsu[魔神伝説] ed=standard/通常版 vol=3 ed_vols=4 page_vols=4 date=1984-08-15	god-mazinger+majindensetsu
PAGE_DUP	9784091490049	2	4	100%	共通著者あり				god-mazinger[ゴッドマジンガー] ed=standard/通常版 vol=4 ed_vols=4 page_vols=4 date=1984-09-15 | majindensetsu[魔神伝説] ed=standard/通常版 vol=4 ed_vols=4 page_vols=4 date=1984-09-15	god-mazinger+majindensetsu
PAGE_DUP	9784845846689	2	4	100%	著者不一致				sengoku-jieitai[戦国自衛隊] ed=standard/SPコミックス vol=1 ed_vols=4 page_vols=19 date=2014-11 | sengoku-jieitai-2014[戦国自衛隊] ed=standard/SPコミックス vol=1 ed_vols=4 page_vols=4 date=2014-11	sengoku-jieitai+sengoku-jieitai-2014
PAGE_DUP	9784845846696	2	4	100%	著者不一致				sengoku-jieitai[戦国自衛隊] ed=standard/SPコミックス vol=2 ed_vols=4 page_vols=19 date=2015-10 | sengoku-jieitai-2014[戦国自衛隊] ed=standard/SPコミックス vol=2 ed_vols=4 page_vols=4 date=2015-10	sengoku-jieitai+sengoku-jieitai-2014
PAGE_DUP	9784845846702	2	4	100%	著者不一致				sengoku-jieitai[戦国自衛隊] ed=standard/SPコミックス vol=3 ed_vols=4 page_vols=19 date=2016-07 | sengoku-jieitai-2014[戦国自衛隊] ed=standard/SPコミックス vol=3 ed_vols=4 page_vols=4 date=2016-07	sengoku-jieitai+sengoku-jieitai-2014
PAGE_DUP	9784845846719	2	4	100%	著者不一致				sengoku-jieitai[戦国自衛隊] ed=standard/SPコミックス vol=4 ed_vols=4 page_vols=19 date=2017-05 | sengoku-jieitai-2014[戦国自衛隊] ed=standard/SPコミックス vol=4 ed_vols=4 page_vols=4 date=2017-05	sengoku-jieitai+sengoku-jieitai-2014
PAGE_DUP	9784063350050	2	3	100%	共通著者あり				blue-dragon[青竜] ed=standard/ヤンマガKCエグザクタ vol=1 ed_vols=3 page_vols=3 date=1996-04-05 | seiryuu[青龍] ed=standard/ヤンマガKC vol=1 ed_vols=17 page_vols=17 date=1996-04-05	blue-dragon+seiryuu
PAGE_DUP	9784063350111	2	3	100%	共通著者あり				blue-dragon[青竜] ed=standard/ヤンマガKCエグザクタ vol=2 ed_vols=3 page_vols=3 date=1996-10-04 | seiryuu[青龍] ed=standard/ヤンマガKC vol=2 ed_vols=17 page_vols=17 date=1996-10-04	blue-dragon+seiryuu
PAGE_DUP	9784063350197	2	3	100%	共通著者あり				blue-dragon[青竜] ed=standard/ヤンマガKCエグザクタ vol=3 ed_vols=3 page_vols=3 date=1997-05-06 | seiryuu[青龍] ed=standard/ヤンマガKC vol=3 ed_vols=17 page_vols=17 date=1997-05-06	blue-dragon+seiryuu
PAGE_DUP	9784041028667	2	3	60%	共通著者あり				code-geass[コードギアス] ed=standard/角川コミックス・エース vol=1 ed_vols=5 page_vols=5 date=2015-04-25 | code-geass-soubou-no-ozu-o2[コードギアス双貌のオズO2] ed=standard/角川コミックス・エース vol=1 ed_vols=5 page_vols=5 date=2015-04-25	code-geass+code-geass-soubou-no-ozu-o2
PAGE_DUP	9784041028674	2	3	60%	共通著者あり				code-geass[コードギアス] ed=standard/角川コミックス・エース vol=2 ed_vols=5 page_vols=5 date=2015-04-25 | code-geass-soubou-no-ozu-o2[コードギアス双貌のオズO2] ed=standard/角川コミックス・エース vol=2 ed_vols=5 page_vols=5 date=2015-04-25	code-geass+code-geass-soubou-no-ozu-o2
PAGE_DUP	9784041037720	2	3	60%	共通著者あり				code-geass[コードギアス] ed=standard/角川コミックス・エース vol=3 ed_vols=5 page_vols=5 date=2016-01-23 | code-geass-soubou-no-ozu-o2[コードギアス双貌のオズO2] ed=standard/角川コミックス・エース vol=3 ed_vols=5 page_vols=5 date=2016-01-26	code-geass+code-geass-soubou-no-ozu-o2
PAGE_DUP	9784088450155	2	3	75%	共通著者あり				hayou-no-ken[破妖の剣] ed=standard/集英社 vol=4 ed_vols=4 page_vols=6 date=2013-03-30 | hayou-no-tsurugi[破妖の剣] ed=standard/マーガレットコミックス vol=4 ed_vols=4 page_vols=4 date=2013-03-30	hayou-no-ken+hayou-no-tsurugi
PAGE_DUP	9784088466927	2	3	75%	共通著者あり				hayou-no-ken[破妖の剣] ed=standard/集英社 vol=2 ed_vols=4 page_vols=6 date=2011-08 | hayou-no-tsurugi[破妖の剣] ed=standard/マーガレットコミックス vol=2 ed_vols=4 page_vols=4 date=2011-08	hayou-no-ken+hayou-no-tsurugi
PAGE_DUP	9784088467719	2	3	75%	共通著者あり				hayou-no-ken[破妖の剣] ed=standard/集英社 vol=3 ed_vols=4 page_vols=6 date=2012-04-30 | hayou-no-tsurugi[破妖の剣] ed=standard/マーガレットコミックス vol=3 ed_vols=4 page_vols=4 date=2012-04-30	hayou-no-ken+hayou-no-tsurugi
PAGE_DUP	9784785912833	2	3	100%	著者不一致				hime[姫] ed=standard/YKコミックス vol=1 ed_vols=3 page_vols=3 date=1991-07-15 | hime-2006[姫] ed=shinsoban/YKコミックス vol=1 ed_vols=3 page_vols=16 date=1991-07-15	hime+hime-2006
PAGE_DUP	9784785913038	2	3	100%	著者不一致				hime[姫] ed=standard/YKコミックス vol=2 ed_vols=3 page_vols=3 date=1992-01-15 | hime-2006[姫] ed=shinsoban/YKコミックス vol=2 ed_vols=3 page_vols=16 date=1992-01-15	hime+hime-2006
PAGE_DUP	9784785913168	2	3	100%	著者不一致				hime[姫] ed=standard/YKコミックス vol=3 ed_vols=3 page_vols=3 date=1992-04-27 | hime-2006[姫] ed=shinsoban/YKコミックス vol=3 ed_vols=3 page_vols=16 date=1992-04-27	hime+hime-2006
PAGE_DUP	9784140051399	2	3	100%	著者不一致				kasuga-no-tsubone-1988[春日局] ed=shinsoban/NHK大河ドラマ・コミック vol=1 ed_vols=3 page_vols=22 date=1989-01-01 | kasuga-no-tsubone-watanabe-1989[春日局] ed=standard/日本放送出版協会 vol=1 ed_vols=3 page_vols=4 date=1989-01-01	kasuga-no-tsubone-1988+kasuga-no-tsubone-watanabe-1989
PAGE_DUP	9784140051405	2	3	100%	著者不一致				kasuga-no-tsubone-1988[春日局] ed=shinsoban/NHK大河ドラマ・コミック vol=2 ed_vols=3 page_vols=22 date=1989-05-01 | kasuga-no-tsubone-watanabe-1989[春日局] ed=standard/日本放送出版協会 vol=2 ed_vols=3 page_vols=4 date=1989-05-01	kasuga-no-tsubone-1988+kasuga-no-tsubone-watanabe-1989
PAGE_DUP	9784140051412	2	3	100%	著者不一致				kasuga-no-tsubone-1988[春日局] ed=shinsoban/NHK大河ドラマ・コミック vol=3 ed_vols=3 page_vols=22 date=1989-10-01 | kasuga-no-tsubone-watanabe-1989[春日局] ed=standard/日本放送出版協会 vol=3 ed_vols=3 page_vols=4 date=1989-10-01	kasuga-no-tsubone-1988+kasuga-no-tsubone-watanabe-1989
PAGE_DUP	9784088907154	2	3	100%	共通著者あり				kouun-ryuusui[こううんりゅうすい] ed=standard/ヤングジャンプ・コミックスGJ vol=1 ed_vols=8 page_vols=8 date=2017-11-17 | kouun-ryuusui-jo-fuku[こううんりゅうすい＜徐福＞] ed=standard/ヤングジャンプ・コミックスGJ vol=1 ed_vols=3 page_vols=3 date=2017-11-17	kouun-ryuusui+kouun-ryuusui-jo-fuku
PAGE_DUP	9784088907901	2	3	100%	共通著者あり				kouun-ryuusui[こううんりゅうすい] ed=standard/ヤングジャンプ・コミックスGJ vol=2 ed_vols=8 page_vols=8 date=2017-11-17 | kouun-ryuusui-jo-fuku[こううんりゅうすい＜徐福＞] ed=standard/ヤングジャンプ・コミックスGJ vol=2 ed_vols=3 page_vols=3 date=2017-11-17	kouun-ryuusui+kouun-ryuusui-jo-fuku
PAGE_DUP	9784088910048	2	3	100%	共通著者あり				kouun-ryuusui[こううんりゅうすい] ed=standard/ヤングジャンプ・コミックスGJ vol=3 ed_vols=8 page_vols=8 date=2018-04-19 | kouun-ryuusui-jo-fuku[こううんりゅうすい＜徐福＞] ed=standard/ヤングジャンプ・コミックスGJ vol=3 ed_vols=3 page_vols=3 date=2018-04-19	kouun-ryuusui+kouun-ryuusui-jo-fuku
PAGE_DUP	9784091897183	2	3	100%	共通著者あり				ningen-shikkaku[人間失格] ed=standard/Bunch comics vol=1 ed_vols=3 page_vols=3 date=2017-11 | ningen-shikkaku-ito-2010[人間失格] ed=shinsoban/ビッグコミックス vol=1 ed_vols=3 page_vols=14 date=2017-11	ningen-shikkaku+ningen-shikkaku-ito-2010
PAGE_DUP	9784091898265	2	3	100%	共通著者あり				ningen-shikkaku[人間失格] ed=standard/Bunch comics vol=2 ed_vols=3 page_vols=3 date=2018-04 | ningen-shikkaku-ito-2010[人間失格] ed=shinsoban/ビッグコミックス vol=2 ed_vols=3 page_vols=14 date=2018-04	ningen-shikkaku+ningen-shikkaku-ito-2010
PAGE_DUP	9784098600564	2	3	100%	共通著者あり				ningen-shikkaku[人間失格] ed=standard/Bunch comics vol=3 ed_vols=3 page_vols=3 date=2018-08 | ningen-shikkaku-ito-2010[人間失格] ed=shinsoban/ビッグコミックス vol=3 ed_vols=3 page_vols=14 date=2018-08	ningen-shikkaku+ningen-shikkaku-ito-2010
PAGE_DUP	9784835455716	2	3	100%	共通著者あり		1		wild-7[ワイルド7] ed=kanzenban/復刊ドットコム vol=5 ed_vols=16 page_vols=168 date=2018-03-17 | wild-7-1973-74[ワイルド7 1973-74] ed=standard/復刊ドットコム vol=1 ed_vols=3 page_vols=3 date=2018-03-17	wild-7+wild-7-1973-74
PAGE_DUP	9784835455723	2	3	100%	共通著者あり		1		wild-7[ワイルド7] ed=kanzenban/復刊ドットコム vol=6 ed_vols=16 page_vols=168 date=2018-05-24 | wild-7-1973-74[ワイルド7 1973-74] ed=standard/復刊ドットコム vol=2 ed_vols=3 page_vols=3 date=2018-05-24	wild-7+wild-7-1973-74
