分類	slug	題	版type	imprint	publisher	版の巻数	多数派	少数派	少数派ISBN
SERIES低(表記/サブレーベル差)	oshiete-kudasai-fujishima-san	教えてください、藤縞さん!	None	LOVE COFFRE COMICS	ブライト出版	7	ラブコフレコミックスx6	ラブコフレ	9784861237393
SERIES低(表記/サブレーベル差)	oshikake-gal-no-nakamura-san	押しかけギャルの中村さん	None	None	双葉社	8	アクションコミックスx7	アクションコミックス　（月刊アクション）	9784575859348
SERIES低(表記/サブレーベル差)	otome-no-teikoku	オトメの帝国	None	ヤングジャンプコミックス	集英社	20	ヤングジャンプコミックスx19	ヤングジャンプコミックス・GJ	9784088792293
SERIES低(表記/サブレーベル差)	otome-sensou-diivuchii-vaaruka	乙女戦争ディーヴチー・ヴァールカ	None	ACTION COMICS	双葉社	12	アクションコミックスx4	アクションコミックス　（月刊アクション）	9784575853209
SERIES低(表記/サブレーベル差)	otona-no-jikan	おとなの時間	None	Cheese!フラワーコミックス	小学館	7	フラワーコミックス　チーズ！x6	フラワーコミックス	9784091302328
SERIES低(表記/サブレーベル差)	otona-no-kobayashi-kun	オトナの小林くん	None	花とゆめCOMICS	白泉社	6	花とゆめコミックスx4	花とゆめコミックス　LaLa	9784592210962
SERIES低(表記/サブレーベル差)	ottori-sousa	おっとり捜査	None	ヤングジャンプ・コミックス・スペシャル	集英社	10	ヤングジャンプコミックスx8	ヤングジャンプコミックススペシャル	9784088754826,9784088754840
SERIES低(表記/サブレーベル差)	oukoku-no-ko	王国の子	None	KCx	講談社	9	KCxx7	KCxITAN / KCxITANKC	9784063805840,9784063806212
SERIES低(表記/サブレーベル差)	out-bride-ikei-konin	アウトブライド-異系婚姻-	None	花とゆめCOMICS SPECIAL	白泉社	9	花とゆめコミックススペシャルx7	花とゆめコミックス	9784592227533,9784592227540
SERIES低(表記/サブレーベル差)	papa-ga-moichido-koi-o-shita	パパがも一度恋をした	None	Big spirits comics	小学館	7	ビッグ コミックスx5	ビッグ コミックス〔スピリッツ〕 / ビッグコミックススピリッツ	9784091841759,9784091845009
SERIES低(表記/サブレーベル差)	papa-to-oyaji-no-uchi-gohan	パパと親父のウチご飯	None	Bunch comics	新潮社	13	バンチコミックスx12	バンチコミックス　バンチコミックス	9784107717887
SERIES低(表記/サブレーベル差)	papa-told-me-cocohana-ver	Papa told me Cocohana ver	None	マーガレットコミックス	集英社	5	マーガレットコミックス　ココハナx4	マーガレットコミックス	9784088457246
SERIES低(表記/サブレーベル差)	peace-maker	PEACE MAKER	None	ヤングジャンプ・コミックス・ウルトラ	集英社	17	ヤングジャンプ・コミックス・ウルトラx16	ヤングジャンプコミックス	9784088793801
SERIES低(表記/サブレーベル差)	perman	パーマン	None	中公コミックス	小学館	8	てんとう虫コミックスx7	てんとう虫コミックス（少年）	9784091434319
SERIES低(表記/サブレーベル差)	piece	Piece	None	フラワーコミックス	小学館	10	フラワーコミックスx9	フラワーコミックス・ベツコミ	9784091338006
SERIES低(表記/サブレーベル差)	ping-pong	ピンポン	None	Big spirits comics special	小学館	6	ビッグ コミックスx5	ビッグコミックススピリッツ	9784091857378
SERIES低(表記/サブレーベル差)	pintokona	ぴんとこな	None	Cheese!フラワーコミックス	小学館	16	フラワーコミックスx11	フラワーコミックス　Cheese！iフラワーコミックス / フラワーコミックス〔チーズ！〕 / フラワーコミックスチーズ！ / フラワーコミックス・チーズ！	9784091337139,9784091338600,9784091336323,9784091341976,9784091344472
SERIES低(表記/サブレーベル差)	plinivs	プリニウス	None	BUNCH COMICS 45 PREMIUM	新潮社	12	バンチコミックスx11	バンチコミックス　バンチコミックス	9784107717573
SERIES低(表記/サブレーベル差)	ponkotsu-outaishi-no-mobu-ane-joou-rashiikedo-akuyaku-reijou-ga-kawaisou-nanode-tasukeyou-to	ポンコツ王太子のモブ姉王女らしいけど、悪役令嬢が可哀想なので助けようと思います～王女ルートがない!?なら作ればいいのよ!～@COMIC	None	コロナ・コミックス	TOブックス	4	コロナ・コミックスx3	コロナ・コミックス　コロナコミックス	9784867941935
SERIES低(表記/サブレーベル差)	pride	プライド	None	集英社文庫	集英社	7	集英社文庫x6	集英社文庫(コミック版)	9784086193658
SERIES低(表記/サブレーベル差)	private-prince	プライベート・プリンス	None	フラワーコミックス	小学館	5	フラワーコミックス αx4	フラワーコミックス	9784091385956
SERIES低(表記/サブレーベル差)	pureibooru	プレイボール	None	集英社文庫 コミック版	集英社	11	集英社文庫(コミック版)x10	集英社文庫	9784086170772
SERIES低(表記/サブレーベル差)	puzzle-game-treasure	パズルゲーム・トレジャー	None	HLC Silky presents	白泉社	4	白泉社レディースコミックス　シルキープレゼンツx3	白泉社レディースコミックス	9784592156345
SERIES低(表記/サブレーベル差)	raitei-to-yobareta-saikyou-boukensha-majutsu-gakuin-ni-nyuugaku-shite-issai-no-enryo-naku-musou-suru	雷帝と呼ばれた最強冒険者、魔術学院に入学して一切の遠慮なく無双する	None	NOVA COMICS	一二三書房	8	ノヴァコミックスx7	ノヴァコミックス　8	9784824207579
SERIES低(表記/サブレーベル差)	relife	リライフ	None	EARTH STAR COMICS	アース・スターエンターテイメント	15	アース・スターコミックスx14	アーススターコミック	9784803009965
SERIES低(表記/サブレーベル差)	rengokujima	恋獄島	None	ヴァルキリーコミックス	キルタイムコミュニケーション	7	ヴァルキリーコミックスx5	ヴァルキリーコミックス　389 / ヴァルキリーコミックス　433	9784799220207,9784799221679
SERIES低(表記/サブレーベル差)	rikei-ga-koi-ni-ochita-node-shoumei-shite-mita	理系が恋に落ちたので証明してみた。	None	メテオCOMICS	フレックスコミックス	20	メテオCOMICSx17	メテオCOMICS　フレックスコミックス	9784593858460,9784593858613,9784593858736
SERIES低(表記/サブレーベル差)	ring-ni-kakero	リングにかけろ	None	ジャンプ・コミックス	集英社	14	ジャンプコミックスセレクションx10	ジャンプコミックス	9784088526638,9784088526652,9784088526751,9784088526768
SERIES低(表記/サブレーベル差)	road-of-the-wedding	ロード・オブ・ザ・ウェディング	None	MeDu COMICS	ジーオーティー	5	MeDu COMICSx4	MeDu COMICS　MeDu COMICS	9784823603372
SERIES低(表記/サブレーベル差)	robomusume-no-aakitekucha	ロボ娘のアーキテクチャ	None	Bamboo comics	竹書房	4	バンブーコミックス　MOMO　SELECTIONx3	バンブーコミックス	9784812480472
SERIES低(表記/サブレーベル差)	rokku-rii-no-seishun-furu-power-ninden	ロック・リーの青春フルパワー忍伝	None	ジャンプ・コミックス	集英社	7	ジャンプコミックス　最強ジャンプx6	ジャンプコミックス	9784088704425
SERIES低(表記/サブレーベル差)	rumi-chan-no-jishou	るみちゃんの事象	None	ビッグコミックス	小学館	7	ビッグ コミックスx6	ビッグコミックススピリッツ	9784091841940
SERIES低(表記/サブレーベル差)	ryojou-mystery-special	旅情ミステリースペシャル	None	マンサンコミックス	実業之日本社	10	マンサンコミックスx9	マンサンコミックス　8	9784408176338
SERIES低(表記/サブレーベル差)	ryuujin-to-iinazuke-no-akai-hana-jirushi	龍神と許嫁の赤い花印	None	noicomi COMICS	スターツ出版	4	noicomi COMICSx3	noicomi COMICS　4	9784813765592
SERIES低(表記/サブレーベル差)	s	S	None	ビッグコミックス	小学館	20	ビッグ コミックスx19	ビッグ コミックス〔ビッグ〕	9784091846761
SERIES低(表記/サブレーベル差)	s-kare-x-kindan	S彼×禁断	None	Daito comics TL (teens love) シリーズ	大都社	8	ダイトコミックス・TLシリーズx7	ダイトコミックス TLシリーズ 328	9784864950053
SERIES低(表記/サブレーベル差)	s-to-m-ecstasy	SとM エクスタシー	None	Nichibun comics	日本文芸社	7	ニチブンコミックスx6	ニチブンコミックス　ニチブンコミックス	9784537134759
SERIES低(表記/サブレーベル差)	sabaku-no-harem	砂漠のハレム	None	花とゆめCOMICS	白泉社	10	花とゆめコミックスx8	花とゆめコミックス　LaLa	9784592195917,9784592195924
SERIES低(表記/サブレーベル差)	sai	菜	None	モーニングKCDX	講談社	12	KCデラックスx9	KCデラックス　モーニング	9784063198560,9784063199222,9784063339789
SERIES低(表記/サブレーベル差)	saibai-megami	栽培女神!	None	Bamboo comics	竹書房	4	バンブーコミックスx3	バンブーコミックス 異世界BC	9784801986893
SERIES低(表記/サブレーベル差)	saikin-kono-sekai-wa-watashi-dake-no-mono-ni-narimashita	最近この世界は私だけのモノになりました……	None	ヤングジャンプ・コミックスGJ	集英社	4	ヤングジャンプコミックスGJx3	ヤングジャンプコミックス	9784088906676
SERIES低(表記/サブレーベル差)	saikyou-gift-de-ryouchi-keiei-surooraifu	最強ギフトで領地経営スローライフ	None	NOVA COMICS	一二三書房	6	ノヴァコミックスx5	ノヴァコミックス　6	9784824206763
SERIES低(表記/サブレーベル差)	saikyou-majutsushi-no-ijou-naru-toubou-seikatsu	最凶魔術師の異常なる逃亡生活	None	ヴァルキリーコミックス	キルタイムコミュニケーション	4	ヴァルキリーコミックスx3	ヴァルキリーコミックス　404	9784799220825
SERIES低(表記/サブレーベル差)	saint-seiya	聖闘士星矢	None	集英社文庫 コミック版	集英社	15	集英社文庫(コミック版)x14	集英社文庫	9784086176507
SERIES低(表記/サブレーベル差)	sakigake-otokojuku	魁!!男塾	None	集英社文庫コミック版	集英社	20	集英社文庫(コミック版)x19	集英社文庫	9784086175302
SERIES低(表記/サブレーベル差)	sakura-no-hana-no-koucha-ouji	桜の花の紅茶王子	None	花とゆめCOMICS	白泉社	13	花とゆめコミックスx11	花とゆめコミックス　別冊花とゆめ	9784592196082,9784592196099
SERIES低(表記/サブレーベル差)	sakura-taisen-kanadegumi	サクラ大戦奏組	None	花とゆめCOMICSスペシャル	白泉社	4	花とゆめコミックススペシャルx3	花とゆめコミックス	9784592196013
SERIES低(表記/サブレーベル差)	sand-storm-slugger	SAND STORM SLUGGER	None	SHŌNEN SHŌNEN  CHAMPION COMICS	秋田書店	9	少年チャンピオンコミックスx8	少年チャンピオンコミックス　BESSATSU	9784253227490
SERIES低(表記/サブレーベル差)	saruyamatsu	サルヤマっ!	None	Betsucomiフラワーコミックス	小学館	8	フラワーコミックス　ベツコミx7	フラワーコミックス	9784091316233
SERIES低(表記/サブレーベル差)	sasameki-koto	ささめきこと	None	MFコミックス	メディアファクトリー	9	MFコミックス アライブシリーズx8	MFコミックス	9784840119788
SERIES低(表記/サブレーベル差)	satsujinki-tensei	殺人鬼×転生	None	SDC YLシリーズ	青泉社	7	秋水デジタルコミックス　YLシリーズx6	秋水デジタルコミックス	9784867781371
SERIES低(表記/サブレーベル差)	sayabito	サヤビト	None	Good!afternoon KC	講談社	8	アフタヌーンKC　good！AFTERNOONx6	アフタヌーンKC	9784063878080,9784063878387
SERIES低(表記/サブレーベル差)	sayonara-koibito-mata-kite-tomodachi	さよなら恋人、またきて友だち	None	Poe backs	ふゅーじょんぷろだくと	6	POE　BACKS　THE　OMEGAVERSE　PROJEx5	POE　BACKS　THE　OMEGA　VERSE　PROJ	9784865895551
SERIES低(表記/サブレーベル差)	sei-kishi-desu-takane-no-san-seijo-no-dare-ka-o-yotta-ikioi-de-daite-shimatta-ken-ni-tsuite	聖騎士ですが、高嶺の三聖女の誰かを酔った勢いで抱いてしまった件について	None	Bamboo comics	竹書房	4	バンブーコミックス 異世界BCx3	バンブーコミックス	9784801985032
SERIES低(表記/サブレーベル差)	seihantai-na-watashitachi	正反対なわたしたち	None	None	一迅社	5	comic POOLx4	comic POOL　comic POOL	9784758088947
SERIES低(表記/サブレーベル差)	seikimatsu-darling-2006	世紀末☆ダーリン	None	Karen comics	日本文芸社	7	ニチブンコミックス　ＫＡＲＥＮコミックスx6	ニチブンコミックス	9784537129656
