優先度	分類	位置	slug	題	版idx	版type	imprint	出版社	ISBN帯	版の巻数	逸脱巻	逸脱ISBN	発売日	前の正常ISBN	次の正常ISBN	逸脱幅	日付整合	帯era	帯era差	帯当年数	楽天題	楽天叢書	楽天発売日	楽天判型	特装signal	題不一致
B	SPIKE_1	先頭	sonata-wa-ittai-dare-nanda	ソナタはいったい誰なんだ	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	1	9784253280389	2025-08-06		9784253004930	27545	整合	2024	1	163	ソナタはいったい誰なんだ　1	少年チャンピオン・コミックス	2025年08月07日	コミック		
B	SPIKE_1	末尾	mokuyoubi-no-furutto	木曜日のフルット	0	standard	少年チャンピオン・コミックス	秋田書店	9784253	12	12	9784253012614	2026-03-27	9784253285810		27320	整合	2026	0	431	木曜日のフルット　12	少年チャンピオン・コミックス	2026年03月06日	コミック		
B	SPIKE_1	末尾	ari-no-ou	蟻の王	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	21	21	9784253012713	2026-04-22	9784253285704		27299	整合	2026	0	431	蟻の王　21	少年チャンピオン・コミックス	2026年04月08日	コミック		
B	SPIKE_1	末尾	rikan-koukoku-hikikomori-zuichouhi-den	璃寛皇国ひきこもり瑞兆妃伝	0	standard	PRINCESS COMICS	秋田書店	9784253	3	3	9784253004572	2025-10-01	9784253276627		27205	整合	2025	0	256	璃寛皇国ひきこもり瑞兆妃伝　日々後宮を抜け出し、有能官吏やってます。　3	プリンセス・コミックス	2025年10月16日	コミック		
B	SPIKE_1	末尾	matsurika-kanriden	茉莉花官吏伝	0	standard	PRINCESS COMICS	秋田書店	9784253	12	12	9784253004589	2025-10-01	9784253274661		27008	整合	2025	0	256	茉莉花官吏伝　〜後宮女官、気まぐれ皇帝に見初められ〜　12	プリンセス・コミックス	2025年10月16日	コミック		
B	SPIKE_1	先頭	wakuwaku-rokko-mooshon	わくわくろっこモーション	0	standard	Dengeki Comics EX	KADOKAWA	978404	3	1	9784048915649	2013-04		9784048650861	26478	整合	2017	4	231	わくわくろっこモーション（1）	DCEX	2013年04月	コミック		
B	SPIKE_1	末尾	shirayuki-yume-to-enu-nin-no-yume-kareshi	白雪友芽とn人の夢彼氏	0	standard	PRINCESS COMICS	秋田書店	9784253	3	3	9784253012270	2026-03-27	9784253276313		26404	整合	2026	0	431	白雪友芽とn人の夢彼氏　3	プリンセス・コミックス	2026年03月16日	コミック		
B	SPIKE_1	先頭	saint-mariya	聖闘士真理矢	0	standard	PRINCESS COMICS	秋田書店	9784253	3	1	9784253272650	2025-06-04		9784253009409	26325	整合	2019	6	46	聖闘士真理矢　1	プリンセス・コミックス	2025年06月16日	コミック		
B	SPIKE_1	末尾	shunka-torikaeshou	春華とりかえ抄	0	standard	PRINCESS COMICS	秋田書店	9784253	3	3	9784253012256	2026-03-27	9784253274876		26262	整合	2026	0	431	榮国物語　春華とりかえ抄　3	プリンセス・コミックス	2026年03月16日	コミック		
B	SPIKE_1	末尾	maou-heika-no-osoujigakari	魔王陛下のお掃除係	0	standard	PRINCESS COMICS	秋田書店	9784253	13	13	9784253012874	2026-04-22	9784253275095		26222	整合	2026	0	431	魔王陛下のお掃除係　13	プリンセス・コミックス	2026年04月16日	コミック		
B	SPIKE_1	先頭	elf-to-hitotsu-yane-no-shita	エルフとひとつ屋根の下	0	standard	BONITA COMICS	秋田書店	9784253	3	1	9784253266215	2025-04-02		9784253004596	26162	整合	2018	7	53	エルフとひとつ屋根の下　1	ボニータ・コミックス	2025年04月16日	コミック		
B	SPIKE_1	末尾	sakikaeri-hime-no-souka	咲き還り姫の葬歌	0	standard	PRINCESS COMICS	秋田書店	9784253	4	4	9784253009904	2026-01-23	9784253271387		26148	整合	2025	1	256	咲き還り姫の葬歌　〜捨てられた花は復讐に舞う〜　4	プリンセス・コミックス	2026年01月16日	コミック		
B	SPIKE_1	先頭	houkago-play-haihiiruzu	放課後プレイHigh Heels	0	standard	Dengeki Comics EX	KADOKAWA	978404	3	1	9784048914482	2013-03		9784048653305	26118	整合	2017	4	231	電撃4コマ　コレクション 放課後プレイ　High　Heels	電撃コミックスEX	2013年03月	コミック		
B	SPIKE_1	末尾	isekai-kobayashi-sachiko	異世界小林幸子	0	standard	BONITA COMICS	秋田書店	9784253	3	3	9784253004602	2025-10-01	9784253265539		26093	整合	2025	0	256	異世界小林幸子　〜ラスボス降臨！〜　3	ボニータ・コミックス	2025年10月16日	コミック		
B	SPIKE_1	末尾	ouke-no-monshou	王家の紋章	0	standard	プリンセスコミックス	秋田書店	9784253	71	71	9784253013833	2026-06-03	9784253273602		25977	整合	2026	0	431	王家の紋章　71	プリンセス・コミックス	2026年06月16日	コミック		
B	SPIKE_1	先頭	tonari-no-kyuutei-ryourinin	となりの宮廷料理人	0	standard	BONITA COMICS	秋田書店	9784253	4	1	9784253266024	2025-06-04		9784253006873	25915	整合	2018	7	53	となりの宮廷料理人　1	ボニータ・コミックス	2025年06月16日	コミック		
B	SPIKE_1	末尾	kimi-ga-loafer-o-haitara	きみがローファーをはいたら	0	standard	PRINCESS COMICS	秋田書店	9784253	4	4	9784253011556	2026-04-22	9784253270502		25895	整合	2026	0	431	きみがローファーをはいたら　4	プリンセス・コミックス	2026年04月16日	コミック		
B	SPIKE_1	末尾	kanoyo-no-kemono-ga-miru-yume-wa	彼の世の獣が見る夢は	0	standard	PRINCESS COMICS	秋田書店	9784253	3	3	9784253018142	2026-07-15	9784253276771		25863	整合	2026	0	431	彼の世の獣が見る夢は　3	プリンセス・コミックス	2026年07月15日	コミック		
B	SPIKE_1	先頭	shiomi-kun-no-kyuutoushitsu-gohan	シオミくんの給湯室ごはん	0	standard	BONITA COMICS	秋田書店	9784253	3	1	9784253264969	2025-04-02		9784253006941	25802	整合	2018	7	53	シオミくんの給湯室ごはん　1	ボニータ・コミックス	2025年04月16日	コミック		
B	SPIKE_1	末尾	persona-4-ji-ultimate-in-mayonaka-aleana	ペルソナ4ジ・アルティメットインマヨナカアリーナ	0	standard	電撃コミックスNEXT	KADOKAWA	978404	3	3	9784048663441	2014-02	9784048919951		25651	整合	2014	0	473	ペルソナ4ジ・アルティメットインマヨナカアリーナ（3）	電撃コミックスNEXT	2014年02月	コミック		
B	SPIKE_1	末尾	doubt-amano-2012	Doubt!	0	standard	電撃コミックス	KADOKAWA	978404	4	4	9784048662949	2014-02-27	9784048919401		25646	整合	2014	0	473	Doubt！（4）	電撃コミックス	2014年02月27日	コミック		
B	SPIKE_1	先頭	imawabi-no-dakini	忌火のダキニ	0	standard	電撃コミックスNEXT	KADOKAWA	978404	3	1	9784048917100	2013-06-27		9784048660983	25612	整合	2017	4	231	忌火のダキニ（1）	電撃コミックスNEXT	2013年06月27日頃	コミック		
B	SPIKE_1	末尾	ore-dake-level-appu-na-ken	俺だけレベルアップな件	0	standard	MFC	KADOKAWA	978404	25	25	9784046601421	2026-06-20	9784046857316		25589	整合	2026	0	292	俺だけレベルアップな件 25	MFC	2026年06月23日頃	コミック		
B	SPIKE_1	末尾	koi-to-senkyo-to-chocolate-slc	恋と選挙とチョコレートSLC	0	standard	電撃コミックス	角川グループパブリッシング	978404	6	6	9784048662390	2014-01-27	9784048917681		25529	整合	2014	0	473	恋と選挙とチョコレートSLC6	電撃コミックス	2014年01月27日	コミック		
B	SPIKE_1	先頭	dear-girl-stories-hizuki	Dear Girl～Stories～緋月	0	standard	シルフコミックス	KADOKAWA	978404	4	1	9784048916844	2013-05-22		9784048661881	25496	整合	2017	4	231	Dear　Girl〜Stories〜　緋月I	シルフコミックス	2013年05月22日頃	コミック		
B	SPIKE_1	末尾	akujo-wa-sunadokei-o-hikkuri-kaesu	悪女は砂時計をひっくり返す	0	standard	フロースコミック	KADOKAWA	978404	11	11	9784046602435	2026-07-17	9784046857309		25487	整合	2026	0	292	悪女は砂時計をひっくり返す 11	フロース　コミック	2026年07月03日頃	コミック		
B	SPIKE_1	末尾	little-busters-ecstasy-heartful	リトルバスターズ! エクスタシーはーとふる	0	standard	電撃ジャパンコミックス	角川グループパブリッシング	978404	3	3	9784048662314	2013-12-14	9784048917018		25470	整合	2014	1	256	リトルバスターズ！エクスタシー　はーとふる（3）		2013年12月14日頃	コミック		
B	SPIKE_1	末尾	oukoku-e-tsuzuku-michi-doreikenshinonariagarieiyuutan	王国へ続く道	0	standard	ヒューコミックス	KADOKAWA	978404	20	20	9784046602749	2026-07-17	9784046857279		25453	整合	2026	0	292	王国へ続く道　奴隷剣士の成り上がり英雄譚　20	ヒューコミックス	2026年07月03日頃	コミック		
B	SPIKE_1	先頭	wakuraban	わくらばん	0	standard	Dengeki Comics EX	KADOKAWA	978404	4	1	9784048914703	2013-03		9784048660358	25435	整合	2017	4	231	わくらばん（1）	DCEX　電撃コミックスEX	2013年03月	コミック		
B	SPIKE_1	末尾	smoke-blue-no-ame-nochi-hare	スモークブルーの雨のち晴れ	0	standard	fleur comics	KADOKAWA	978404	9	9	9784046600486	2026-06-13	9784046854827		25434	整合	2026	0	292	スモークブルーの雨のち晴れ 9	フルールコミックス	2026年06月17日頃	コミック		
B	SPIKE_1	末尾	mame-sengoku-basara	まめ戦国BASARA	0	standard	Dengeki Comics EX	角川グループパブリッシング	978404	5	5	9784048664042	2014-03-27	9784048918367		25432	整合	2014	0	473	まめ戦国BASARA　5	電撃コミックスEX	2014年03月27日頃	コミック		
B	SPIKE_1	末尾	konsei-wa-toushu-ni-narimasu	今世は当主になります	0	standard	フロースコミック	KADOKAWA	978404	8	8	9784046601308	2026-07-17	9784046855534		25423	整合	2026	0	292	今世は当主になります　8	フロース　コミック	2026年07月17日頃	コミック		
B	SPIKE_1	末尾	koushaku-fujin-no-50-no-ocha-recipe	公爵夫人の50のお茶レシピ	0	standard	フロースコミック	KADOKAWA	978404	11	11	9784046601452	2026-06-06	9784046855664		25421	整合	2026	0	292	公爵夫人の50のお茶レシピ　11	フロース　コミック	2026年06月05日頃	コミック		
B	SPIKE_1	末尾	yuusen-shoujo	有線少女	0	standard	アスキー・メディアワークス	KADOKAWA	978404	3	3	9784048663922	2014-03-27	9784048918046		25412	整合	2014	0	473	有線少女　〜plug-in　girl〜　03	電撃コミックス	2014年03月27日頃	コミック		
B	SPIKE_1	末尾	d-c-iii	D.C. 〔Ⅲ〕	0	standard	電撃コミックス	KADOKAWA	978404	3	3	9784048665209	2014-04-26	9784048919180		25398	整合	2014	0	473	D．C．III　〜ダ・カーポIII〜　（3）	電撃コミックス	2014年04月26日頃	コミック		
B	SPIKE_1	先頭	ido-lising	アイドライジング!	0	standard	電撃コミックスNEXT	KADOKAWA	978404	3	1	9784048916257	2013-05		9784048662321	25393	整合	2017	4	231	アイドライジング！（01）	電撃コミックスNEXT	2013年05月	コミック		
B	SPIKE_1	先頭	orinraijingu	オリンライジング!	0	standard	電撃コミックスNEXT	KADOKAWA	978404	3	1	9784048916264	2013-05		9784048662338	25393	整合	2017	4	231	オリンライジング！（01）	電撃コミックスNEXT	2013年05月	コミック		
B	SPIKE_1	末尾	kud-wafter	クドわふたー	0	standard	電撃コミックス	角川グループパブリッシング	978404	6	6	9784048663830	2014-03-27	9784048917759		25392	整合	2014	0	473	クドわふたー（6）	電撃コミックス	2014年03月27日頃	コミック		
B	SPIKE_1	末尾	idol-master-2-the-world-is-all-one	アイドルマスター2 the world is all one!!	0	standard	電撃コミックス	KADOKAWA	978404	5	5	9784048665353	2014-04-26	9784048919241		25389	整合	2014	0	473	アイドルマスター2　The　world　is　all　one！！（5）	電撃コミックス	2014年04月26日頃	コミック		
B	SPIKE_1	末尾	danna-sama-kaseide-rikon-sasete-itadakimasu	旦那様、稼いで離婚させていただきます!	0	standard	フロースコミック	KADOKAWA	978404	4	4	9784046600714	2026-07-17	9784046854599		25388	整合	2026	0	292	旦那様、稼いで離婚させていただきます！ 4	フロース　コミック	2026年07月03日頃	コミック		
B	SPIKE_1	先頭	ima-sugu-onii-chan-ni-imouto-datte-iitai	いますぐお兄ちゃんに妹だっていいたい!	0	standard	アスキー・メディアワークス	KADOKAWA	978404	3	1	9784048914697	2013-03-27		9784048660853	25384	整合	2017	4	231	いますぐお兄ちゃんに妹だっていいたい！1	電撃コミックス	2013年03月27日	コミック		
B	SPIKE_1	末尾	yuusha-ni-zenbu-ubawareta-ore-wa-yuusha-no-hahaoya-to-party-o-kumimashita	勇者に全部奪われた俺は勇者の母親とパーティを組みました!	0	standard	MFC	KADOKAWA	978404	8	8	9784046602060	2026-10-23	9784046855862		25380	整合	2026	0	292	勇者に全部奪われた俺は勇者の母親とパーティを組みました！ 8	MFC	2026年10月23日頃	コミック		
B	SPIKE_1	末尾	suekko-koujo-denka	末っ子皇女殿下	0	standard	フロースコミック	KADOKAWA	978404	9	9	9784046600806	2026-05-08	9784046854551		25375	整合	2026	0	292	末っ子皇女殿下　9	フロース　コミック	2026年05月02日頃	コミック		
B	SPIKE_1	先頭	kamigami-no-asobi	神々の悪戯	0	standard	シルフコミックス	KADOKAWA	978404	3	1	9784048919548	2013-10		9784048665841	25370	整合	2017	4	231	神々の悪戯（1）	シルフコミックス	2013年10月	コミック		
B	SPIKE_1	末尾	haikei-mishiranu-danna-sama-rikon-shite-itadakimasu	拝啓見知らぬ旦那様、離婚していただきます	0	standard	フロースコミック	KADOKAWA	978404	6	6	9784046600424	2026-05-08	9784046854100		25368	整合	2026	0	292	拝啓見知らぬ旦那様、離婚していただきます VI	フロース　コミック	2026年05月02日頃	コミック		
B	SPIKE_1	末尾	shitaiyaku-reijou-ni-tensei-shitara-kuromaku-ouji-ni-shuuchaku-sarechaimashita	死体役令嬢に転生したら黒幕王子に執着されちゃいました	0	standard	フロースコミック	KADOKAWA	978404	3	3	9784046604187	2026-09-17	9784046857866		25368	整合	2026	0	292						
B	SPIKE_1	末尾	guilty-crown-dancing-endlaves	ギルティクラウンDANCING ENDLAVES	0	standard	アスキー・メディアワークス	KADOKAWA	978404	3	3	9784048665582	2014-05-27	9784048919197		25361	整合	2014	0	473	ギルティクラウン DANCING ENDLAVES（3）	電撃コミックス	2014年05月27日	コミック		
B	SPIKE_1	末尾	akiba-s-trip	AKIBA'S TRIP	0	standard	電撃コミックス	角川グループパブリッシング	978404	3	3	9784048661829	2013-12-21	9784048915410		25359	整合	2014	1	256	AKIBA’S　TRIP（3）	電撃コミックス	2013年12月21日	コミック		
B	SPIKE_1	末尾	tada-no-tomodachi-ja-nakunaru-shunkan	ただの友達じゃなくなる瞬間	0	standard	fleur comics	KADOKAWA	978404	8	8	9784046602046	2026-06-13	9784046855503		25346	整合	2026	0	292	ただの友達じゃなくなる瞬間 8	フルールコミックス	2026年06月17日頃	コミック		
B	SPIKE_1	末尾	tefuda-ga-oome-no-victoria	手札が多めのビクトリア	0	standard	フロースコミック	KADOKAWA	978404	7	7	9784046604231	2026-07-17	9784046857491		25326	整合	2026	0	292	手札が多めのビクトリア　7	フロース　コミック	2026年07月17日頃	コミック		
B	SPIKE_1	末尾	165185	165185	0	standard	BRIDGE COMICS	KADOKAWA	978404	4	4	9784046600394	2026-03-13	9784046853585		25319	整合	2026	0	292	165185 4	BRIDGE　COMICS	2026年03月06日頃	コミック		
B	SPIKE_1	末尾	inbi-na-doukutsu-no-sono-oku-de	淫靡な洞窟のその奥で	0	standard	ヴァンプコミックス	KADOKAWA	978404	10	10	9784046603487	2026-09-04	9784046856661		25318	整合	2026	0	292						
B	SPIKE_1	末尾	1000-sai-toshishita-no-koutei-ni-shuuchaku-dekiaisaretemasu	1000歳年下の皇帝に執着されてます	0	standard	フロースコミック	KADOKAWA	978404	4	4	9784046602404	2026-06-06	9784046855558		25315	整合	2026	0	292	1000歳年下の皇帝に執着されてます　4	フロース　コミック	2026年06月05日頃	コミック		
