巻数,タイトル,最新巻発売月,未発売,状態,著者,出版社,総巻数(全版合計),slug,URL
5,一番遠くて、近いあいつ。,2026-02,,completed,猫井ヤスユキ/筏田かつら,ichijinsha,5,ichiban-tookute-chikai-aitsu,https://mangal.shuichi0725.workers.dev/manga/ichiban-tookute-chikai-aitsu
5,不幸令嬢でしたが、ハッピーエンドを迎えました,2025-10,,ongoing,雪森さくら/美麻りん/横山もよ/棚本いこま,kodansha,5,fukou-reijou-deshitaga-happy-end-o-mukaemashita,https://mangal.shuichi0725.workers.dev/manga/fukou-reijou-deshitaga-happy-end-o-mukaemashita
5,人狼機ウィンヴルガ-叛逆篇-,2026-06,,ongoing,綱島志朗,akita,5,jinrouki-uinvuruga-hangyakuhen,https://mangal.shuichi0725.workers.dev/manga/jinrouki-uinvuruga-hangyakuhen
5,俺は全てを〈パリイ〉する,2025-07,,ongoing,鍋敷/カワグチ/KRSG,earth-star,5,ore-wa-subete-o-parii-suru,https://mangal.shuichi0725.workers.dev/manga/ore-wa-subete-o-parii-suru
5,十年目、帰還を諦めた転移者はいまさら主人公になる,2026-03,,ongoing,氷純/しゅーかま,mag-garden,5,juunenme-kikan-o-akirameta-tenisha-wa-imasara-shujinkou-ni-naru,https://mangal.shuichi0725.workers.dev/manga/juunenme-kikan-o-akirameta-tenisha-wa-imasara-shujinkou-ni-naru
5,売れ残りの奴隷エルフを拾ったので、娘にすることにした,2026-11,予約,ongoing,遥透子/澤村明,akita,5,urenokori-no-dorei-elf-o-hirotta-no-de-musume-ni-suru-koto-ni-shita,https://mangal.shuichi0725.workers.dev/manga/urenokori-no-dorei-elf-o-hirotta-no-de-musume-ni-suru-koto-ni-shita
5,大正身代わり婚,2026-06,,ongoing,卯月みか/でじおとでじこレッド/濔,taiseisha,5,taishou-migawari-kon,https://mangal.shuichi0725.workers.dev/manga/taishou-migawari-kon
5,夫を味方にする方法,2026-03,,ongoing,Spice & Kitty/SIRU,kadokawa,5,otto-o-mikata-ni-suru-houhou,https://mangal.shuichi0725.workers.dev/manga/otto-o-mikata-ni-suru-houhou
5,姫様、無理です!,2025-08,,completed,竹輪/小神よみ子,ichijinsha,5,hii-sama-muri-desu,https://mangal.shuichi0725.workers.dev/manga/hii-sama-muri-desu
5,婚約破棄の手続きはお済みですか?,2026-02,,completed,あかこ/ナタココ,kadokawa,5,konyaku-haki-no-tetsuzuki-wa-osumi-desu-ka,https://mangal.shuichi0725.workers.dev/manga/konyaku-haki-no-tetsuzuki-wa-osumi-desu-ka
5,婚約者に忘れられた私、隣国の皇太子殿下と偽装婚約することになりました（※ただし、殿下の本命は私みたいです！？）,2026-08,,ongoing,一分 咲/北宮 あみ/まち,kodansha,5,konyakusha-ni-wasurerareta-watashi-ringoku-no-koutaishi-denka-to-gisou-konyaku,https://mangal.shuichi0725.workers.dev/manga/konyakusha-ni-wasurerareta-watashi-ringoku-no-koutaishi-denka-to-gisou-konyaku
5,宙(そら)に参る,2025-06,,ongoing,肋骨凹介,leed,5,sora-ni-mairu,https://mangal.shuichi0725.workers.dev/manga/sora-ni-mairu
5,実力主義に拾われた鑑定士,2026-07,,ongoing,薄味メロン/茂ノ加羅玄,seiunsha,5,jitsuryoku-shugi-ni-hirowareta-kanteishi,https://mangal.shuichi0725.workers.dev/manga/jitsuryoku-shugi-ni-hirowareta-kanteishi
5,幼なじみの高校生のあいだに肉体関係は成立するか。,2026-08,,ongoing,紺矢ユキオ,kadokawa,5,osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka,https://mangal.shuichi0725.workers.dev/manga/osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka
5,幼女無双,2026-09,,ongoing,吉岡榊/yocco,hifumi-shobo,5,youjo-musou,https://mangal.shuichi0725.workers.dev/manga/youjo-musou
5,幼馴染は闇堕ち聖女!,2026-10,予約,ongoing,きー子/ショーソン,kadokawa,5,osananajimi-wa-yamiochi-seijo,https://mangal.shuichi0725.workers.dev/manga/osananajimi-wa-yamiochi-seijo
5,廃ゲーマーな妹と始めるVRMMO生活,2026-03,,completed,鈴森一/NU,gentosha,5,hai-gamer-na-imouto-to-hajimeru-vrmmo-seikatsu,https://mangal.shuichi0725.workers.dev/manga/hai-gamer-na-imouto-to-hajimeru-vrmmo-seikatsu
5,引きこもり令嬢は皇妃になんてなりたくない!,2026-06,,ongoing,百門一新/直江亜季子,starts-shuppan,5,hikikomori-reijou-wa-kouhi-ni-nante-naritakunai,https://mangal.shuichi0725.workers.dev/manga/hikikomori-reijou-wa-kouhi-ni-nante-naritakunai
5,当て馬キャラのくせして、スパダリ王子に寵愛されています。,2026-05,,ongoing,結城アオ,seiunsha,5,ateuma-chara-no-kuseshite-supadari-ouji-ni-chouai-sarete-imasu,https://mangal.shuichi0725.workers.dev/manga/ateuma-chara-no-kuseshite-supadari-ouji-ni-chouai-sarete-imasu
5,彼は友達,2026-09,,ongoing,浦野月鼓,kodansha,5,kare-wa-tomodachi-urano,https://mangal.shuichi0725.workers.dev/manga/kare-wa-tomodachi-urano
5,忍ぶ恋ほど,2025-11,,ongoing,鶴来いちろ,bright-shuppan,5,shinobu-koi-hodo,https://mangal.shuichi0725.workers.dev/manga/shinobu-koi-hodo
5,恩を仇で返された令嬢の家族が黙っている訳がない,2026-06,,ongoing,コミックルーム/七ツ河ほづみ,futabasha,5,on-o-ada-de-kaesareta-reijou-no-kazoku-ga-damatte-iru-wake-ga-nai,https://mangal.shuichi0725.workers.dev/manga/on-o-ada-de-kaesareta-reijou-no-kazoku-ga-damatte-iru-wake-ga-nai
5,悪夢令嬢は一家滅亡の夢を見た,2026-04,,completed,大菊小菊/泉乃せん/近衛悠,kodansha,5,akumu-reijou-wa-ikka-metsubou-no-yume-o-mita,https://mangal.shuichi0725.workers.dev/manga/akumu-reijou-wa-ikka-metsubou-no-yume-o-mita
5,悪役令嬢は嫌なので、医務室助手になりました。,2026-04,,ongoing,花煉/東由宇,harpercollins-japan,5,akuyaku-reijou-wa-iya-na-no-de-imushitsu-joshu-ni-narimashita,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-wa-iya-na-no-de-imushitsu-joshu-ni-narimashita
5,悪役令嬢は王子の本性〈溺愛〉を知らない,2026-01,,ongoing,霜月せつ/西賀スオミ,kadokawa,5,akuyaku-reijou-wa-ouji-no-honshou-dekiai-o-shiranai,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-wa-ouji-no-honshou-dekiai-o-shiranai
5,悪役令嬢レベル99,2025-08,,ongoing,七夕さとり/のこみ,kadokawa,5,akuyaku-reijou-level-99,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-level-99
5,抱かれた悪役令嬢は、激変王子の溺愛ルートに突入中!?,2026-07,,ongoing,吉田にん,harpercollins-japan,5,dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu,https://mangal.shuichi0725.workers.dev/manga/dakareta-akuyaku-reijou-wa-gekihen-ouji-no-dekiai-route-ni-totsunyuuchuu
5,推しの執着心を舐めていた,2026-06,,ongoing,ソラジマ,kadokawa,5,oshi-no-shuuchaku-shin-o-namete-ita,https://mangal.shuichi0725.workers.dev/manga/oshi-no-shuuchaku-shin-o-namete-ita
5,政略結婚のはずが、溺愛旦那様がご執心すぎて離婚を許してくれません,2026-03,,ongoing,木下杏/シリ崎,harpercollins-japan,5,seiryaku-kekkon-no-hazu-ga-dekiai-danna-sama-ga-goshuushin-sugite-rikon-o-yurushite-kuremasen,https://mangal.shuichi0725.workers.dev/manga/seiryaku-kekkon-no-hazu-ga-dekiai-danna-sama-ga-goshuushin-sugite-rikon-o-yurushite-kuremasen
5,最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する,2026-01,,ongoing,岩葉純希/紺野千昭,akita,5,saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru,https://mangal.shuichi0725.workers.dev/manga/saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru
5,最強落第貴族の剣魔極めし暗闘譚,2026-09,,ongoing,タンバ1992-/長澤壱弥,kadokawa,5,saikyou-rakudai-kizoku-no-kenma-kiwameshi-antou-tan,https://mangal.shuichi0725.workers.dev/manga/saikyou-rakudai-kizoku-no-kenma-kiwameshi-antou-tan
5,極殺道-グレゴール-,2026-06,,completed,鈴木大,akita,5,gokusatsudou-gregor,https://mangal.shuichi0725.workers.dev/manga/gokusatsudou-gregor
5,死に戻り令嬢の仮初め結婚,2026-01,,ongoing,日車メレ/百合原明,shonen-gahosha,5,shinimodori-reijou-no-karisome-kekkon,https://mangal.shuichi0725.workers.dev/manga/shinimodori-reijou-no-karisome-kekkon
5,汚れた私でも幸せになれますか?,2026-03,,completed,菊池たけし/かざあな/よしだペケ,vivion-vivion-thoth,5,yogoreta-watashi-demo-shiawase-ni-naremasu-ka,https://mangal.shuichi0725.workers.dev/manga/yogoreta-watashi-demo-shiawase-ni-naremasu-ka
5,治癒魔法は使えないと追放されたのに、なぜか頼られてます,2025-12,,completed,猫田博人/里海慧,starts-shuppan,5,chiyu-mahou-wa-tsukaenai-to-tsuihousareta-sareta-noni-naze-tayoraretemasu,https://mangal.shuichi0725.workers.dev/manga/chiyu-mahou-wa-tsukaenai-to-tsuihousareta-sareta-noni-naze-tayoraretemasu
5,火喰鳥,2026-06,,ongoing,瀬口忍/今村翔吾,akita,5,hikuidori-imamura,https://mangal.shuichi0725.workers.dev/manga/hikuidori-imamura
5,火葬場で働く僕の日常,2026-03,,ongoing,蓮古田二郎,takeshobo,5,kasouba-de-hataraku-boku-no-nichijou,https://mangal.shuichi0725.workers.dev/manga/kasouba-de-hataraku-boku-no-nichijou
5,無能な継母ですが、家族の溺愛が止まりません!,2026-06,,ongoing,ソラジマ/つるこ,kadokawa,5,munou-na-mamahaha-desu-kazoku-no-dekiai-ga-tomarimasen,https://mangal.shuichi0725.workers.dev/manga/munou-na-mamahaha-desu-kazoku-no-dekiai-ga-tomarimasen
5,無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する,2026-02,,ongoing,桜霧琥珀/さらさみさ,micro-magazine,5,munou-wa-fuyou-to-iware-tokei-tsukai-no-boku-wa-shokunin-guild-kara-oidasareru-mo-dungeon-no-shinbu,https://mangal.shuichi0725.workers.dev/manga/munou-wa-fuyou-to-iware-tokei-tsukai-no-boku-wa-shokunin-guild-kara-oidasareru-mo-dungeon-no-shinbu
5,片恋結婚,2025-09,,ongoing,おおひらしるす,bunkasha,5,katakoi-kekkon,https://mangal.shuichi0725.workers.dev/manga/katakoi-kekkon
5,王宮女官の覗き見事件簿,2025-07,,completed,もり/大橋薫,shonen-gahosha,5,oukyuu-jokan-no-nozokimi-file,https://mangal.shuichi0725.workers.dev/manga/oukyuu-jokan-no-nozokimi-file
5,異世界クラス召喚されたらR1〇のスキルを獲得したので、〇りたい放題させてもらいます!,2026-05,,ongoing,ひろのあきとみ,nihon-bungeisha,5,isekai-class-shoukan-saretara-r1-no-skill-o-kakutoku-shita-node-yaritai-houdai-sasete-moraimasu,https://mangal.shuichi0725.workers.dev/manga/isekai-class-shoukan-saretara-r1-no-skill-o-kakutoku-shita-node-yaritai-houdai-sasete-moraimasu
5,異世界ジビエ飯,2025-05,,completed,田辺崇,takeshobo,5,isekai-jibie-meshi,https://mangal.shuichi0725.workers.dev/manga/isekai-jibie-meshi
5,異世界メイドの三ッ星グルメ,2026-04,,ongoing,モリタ/U4,kodansha,5,isekai-maid-no-mitsuboshi-gourmet,https://mangal.shuichi0725.workers.dev/manga/isekai-maid-no-mitsuboshi-gourmet
5,病める惑星(ほし)より愛をこめて,2025-03,,completed,本田,akita,5,yameru-hoshi-yori-ai-o-komete,https://mangal.shuichi0725.workers.dev/manga/yameru-hoshi-yori-ai-o-komete
5,病弱な悪役令嬢ですが、婚約者が過保護すぎて逃げ出したい〈私たち犬猿の仲でしたよね!?〉,2026-02,,ongoing,沢野いずみ,kadokawa,5,byoujaku-na-akuyaku-reijou-desu-konyakusha-ga-kahogo-sugite-nigedashitai,https://mangal.shuichi0725.workers.dev/manga/byoujaku-na-akuyaku-reijou-desu-konyakusha-ga-kahogo-sugite-nigedashitai
5,百雌繚乱,2026-09,,ongoing,実倉 なる,shonen-gahosha,5,hyakume-ryouran,https://mangal.shuichi0725.workers.dev/manga/hyakume-ryouran
5,皇帝の子供を隠す方法,2026-08,,ongoing,SSAL/26,ichijinsha,5,koutei-no-kodomo-o-kakusu-houhou,https://mangal.shuichi0725.workers.dev/manga/koutei-no-kodomo-o-kakusu-houhou
5,神は遊戯(ゲーム)に飢えている。,2025-03,,completed,細音啓/鳥海かぴこ,kadokawa,5,kami-wa-game-ni-uete-iru,https://mangal.shuichi0725.workers.dev/manga/kami-wa-game-ni-uete-iru
5,神を〈神様ガチャ〉で生み出し放題,2025-05,,completed,こはるんるん/一竜輝,kadokawa,5,kami-o-kami-sama-gacha-de-umidashi-houdai,https://mangal.shuichi0725.workers.dev/manga/kami-o-kami-sama-gacha-de-umidashi-houdai
5,結婚、のち恋愛。,2026-10,予約,ongoing,蘇我空木/朔也,seisensha,5,kekkon-nochi-love,https://mangal.shuichi0725.workers.dev/manga/kekkon-nochi-love
5,義家族に執着されています,2026-08,,ongoing,HanYoon seol/Seungwoo,ichijinsha,5,gikazoku-ni-shuuchaku-sarete-imasu,https://mangal.shuichi0725.workers.dev/manga/gikazoku-ni-shuuchaku-sarete-imasu
5,羽林、乱世を翔る,2026-01,,ongoing,イスラーフィール/藤科遥市,to-books,5,urin-ranse-o-kakeru,https://mangal.shuichi0725.workers.dev/manga/urin-ranse-o-kakeru
5,聖女が「甘やかしてくれる優しい旦那様」を募集したら国王陛下が立候補してきた,2026-03,,ongoing,瀬尾優梨/橋井こま,square-enix,5,seijo-ga-amayakashite-kureru-yasashii-danna-sama-o-boshuu-shitara-kokuou-heika-ga-rikkouho-shitekita,https://mangal.shuichi0725.workers.dev/manga/seijo-ga-amayakashite-kureru-yasashii-danna-sama-o-boshuu-shitara-kokuou-heika-ga-rikkouho-shitekita
5,聖森聖女,2026-05,,ongoing,四季ムツコ/山口じゅり,ichijinsha,5,seimori-seijo,https://mangal.shuichi0725.workers.dev/manga/seimori-seijo
5,貸した魔力は〈リボ払い〉で強制徴収,2025-11,,ongoing,飯島しんごう/まさキチ,flex-comix,5,kashita-maryoku-wa-ribo-barai-de-kyousei-choushuu,https://mangal.shuichi0725.workers.dev/manga/kashita-maryoku-wa-ribo-barai-de-kyousei-choushuu
5,贄姫の婚姻,2026-05,,ongoing,もぐす/宮之みやこ,ichijinsha,5,niehime-no-konin,https://mangal.shuichi0725.workers.dev/manga/niehime-no-konin
5,赤子さんはかく語れり,2026-07,,ongoing,魅月乱,akita,5,akago-san-wa-kaku-katareri,https://mangal.shuichi0725.workers.dev/manga/akago-san-wa-kaku-katareri
5,転生したら、なんか頼られるんですが,2026-09,,ongoing,猫月晴/torimo,seiunsha,5,tensei-shitara-nanka-tayorarerundesuga,https://mangal.shuichi0725.workers.dev/manga/tensei-shitara-nanka-tayorarerundesuga
5,転生前のチュートリアルで異世界最強になりました。,2026-05,,ongoing,桐沢十三/小川悟,seiunsha,5,tenseimae-no-chuutoriaru-de-isekai-saikyou-ni-narimashita,https://mangal.shuichi0725.workers.dev/manga/tenseimae-no-chuutoriaru-de-isekai-saikyou-ni-narimashita
5,転生幼女。神獣と王子と、最強のおじさん傭兵団の中で生きる。,2025-12,,ongoing,秋野キサラ/餡子・ロ・モティ,seiunsha,5,tensei-youjo-shinjuu-to-ouji-to-saikyou-no-oji-san-youheidan-no-naka-de-ikiru,https://mangal.shuichi0725.workers.dev/manga/tensei-youjo-shinjuu-to-ouji-to-saikyou-no-oji-san-youheidan-no-naka-de-ikiru
5,転生社畜のチート菜園,2026-07,,ongoing,可換環/桃花台とぅる,kadokawa,5,tensei-shachiku-no-cheat-saien,https://mangal.shuichi0725.workers.dev/manga/tensei-shachiku-no-cheat-saien
5,転生賢者のやり直し,2026-03,,completed,深山鈴/Mカフェ,starts-shuppan,5,tensei-kenja-no-yarinaoshi,https://mangal.shuichi0725.workers.dev/manga/tensei-kenja-no-yarinaoshi
5,迷子になっていた幼女を助けたら、お隣に住む美少女留学生が家に遊びに来るようになった件について,2026-09,,ongoing,ぺんたごん/ネコクロ,shueisha,5,maigo-ni-natte-ita-youjo-o-tasuketara-otonari-ni-sumu-bishoujo-ryuugakusei-ga-ie-ni-asobi-ni-kuru,https://mangal.shuichi0725.workers.dev/manga/maigo-ni-natte-ita-youjo-o-tasuketara-otonari-ni-sumu-bishoujo-ryuugakusei-ga-ie-ni-asobi-ni-kuru
5,追放皇子の帝位奪還,2025-10,,ongoing,コミックルーム/ボビー大澤,shogakukan,5,tsuihousareta-ouji-no-teii-dakkan,https://mangal.shuichi0725.workers.dev/manga/tsuihousareta-ouji-no-teii-dakkan
5,醜いオークの逆襲,2026-06,,ongoing,サンボン/明瀬こけし,futabasha,5,minikui-orc-no-gyakushuu,https://mangal.shuichi0725.workers.dev/manga/minikui-orc-no-gyakushuu
5,限界集落を脱村した錬金術士、都会で最強なのがバレまくる。,2026-07,,ongoing,西田拓矢/海空りく,kodansha,5,genkai-shuuraku-o-datsuson-shita-renkinjutsushi-tokai-de-saikyou-nanoga-baremakuru,https://mangal.shuichi0725.workers.dev/manga/genkai-shuuraku-o-datsuson-shita-renkinjutsushi-tokai-de-saikyou-nanoga-baremakuru
5,陰キャな僕が双子に愛される理由(ワケ),2026-05,,ongoing,三ツ矢凡人,hakusensha,5,inkya-na-boku-ga-futago-ni-aisareru-wake,https://mangal.shuichi0725.workers.dev/manga/inkya-na-boku-ga-futago-ni-aisareru-wake
5,魔物の花嫁,2026-08,,ongoing,山冨,fusion-product,5,mamono-no-hanayome,https://mangal.shuichi0725.workers.dev/manga/mamono-no-hanayome
5,魔王を倒した元勇者、元の世界には戻れないと今さら言われたので、王国を捨てて好き勝手にスローライフします!,2025-12,,completed,星野蒼一朗/あけちともあき,starts-shuppan,5,maou-o-taoshita-moto-yuusha-moto-no-sekai-niwa-modorenai-to-imasara-iwareta-node-oukoku-o-sutete,https://mangal.shuichi0725.workers.dev/manga/maou-o-taoshita-moto-yuusha-moto-no-sekai-niwa-modorenai-to-imasara-iwareta-node-oukoku-o-sutete
5,魔王軍はホワイト企業,2026-07,,ongoing,スガラジカル,shufu-no-tomo,5,maougun-wa-white-kigyou,https://mangal.shuichi0725.workers.dev/manga/maougun-wa-white-kigyou
