slug	title	authors	canonical済	worst	page_shape	cluster_shape
sutegoma-ichi	捨て駒いち	政岡としや		5年 standard 1巻(1987-06-06)→3巻(1982-06)	standard[通常版]/ヤングジャンプ・コミックス 8冊 1982-06〜1987-07-06	sid102532/ed118309 standard[ヤングジャンプ・コミックス] 6冊 1982-01〜1983-06 ISBN1 || sid102532/ed118310 standard[-] 1冊 1987-06〜1987-06 ISBN1 || sid102532/ed118311 standard[KCスペシャル] 1冊 1987-07-06〜1987-07-06 ISBN1 || sid102532/ed118312 standard[セブンジャンプ・コミックス] 1冊 1982-11〜1982-11 ISBN0 || sid123094/ed139933 standard[-] 1冊 -〜- ISBN1
taitei-no-ken	大帝の剣	夢枕獏・渡海		5年 standard 4巻(2015-03-24)→5巻(2010-08)	standard[通常版]/BEAM COMIX 5冊 2010-08〜2015-03-24	sid33574/ed39550 standard[バーズコミックス] 4冊 2013-09〜2015-03 ISBN4 || sid94881/ed110323 standard[BEAM COMIX] 5冊 2008-01〜2010-08 ISBN5
take-moon	TAKE MOON	武梨えり		5年 standard 1巻(2011-12)→2巻(2006-09-01)	standard[通常版]/DNAメディアコミックスspecial 2冊 2006-09-01〜2011-12	sid55295/ed68530 standard[DNAメディアコミックスspecial] 3冊 2004-07〜2011-12 ISBN3
takopon	タコポン	いましろたかし		8年 standard 1巻(2003-07)→2巻(1995-12)	standard[通常版]/ACTION COMICS 3冊 1995-12〜2003-07	sid2914/ed3493 standard[ビームコミックス] 2冊 2003-07〜2003-07 ISBN2 || sid2914/ed3494 standard[-] 1冊 -〜- ISBN1 || sid126369/ed143398 standard[ACTION COMICS] 1冊 1995-12〜1995-12 ISBN1
taraobannai	多羅尾伴内	石ノ森章太郎		8年 standard 1巻(1986-04-05)→4巻(1978-08-20)	standard[通常版]/講談社コミックス 5冊 1978-08-20〜1986-06-06 ; bunkobon[文庫版]/道草文庫 4冊 1997-12〜1997-12	sid56343/ed69885 bunkobon[道草文庫] 4冊 1997-12〜1997-12 ISBN4 || sid56343/ed69886 standard[石ノ森章太郎萬画大全集] 3冊 -〜- ISBN0 || sid127951/ed145078 standard[少年マガジンコミックス] 1冊 1978-04-20〜1978-04-20 ISBN0 || sid127951/ed145079 standard[講談社コミックス] 1冊 1978-03-20〜1978-03-20 ISBN0 || sid150794/ed168611 standard[講談社コミックス] 2冊 1986-05-06〜1986-06-06 ISBN2 || sid150795/ed168612 standard[講談社コミックス] 1冊 1986-04-05〜1986-04-05 ISBN1 || sid150796/ed168613 standard[講談社コミックスマガジン] 1冊 1978-08-20〜1978-08-20 ISBN0 || sid150796/ed168614 standard[石ノ森章太郎萬画大全集] 2冊 -〜- ISBN0
ten-no-hate-made	天の涯まで	池田理代子		6年 bunkobon 2巻(1999-05)→3巻(1993-01)	standard[通常版]/- 2冊 1991-06-05〜1991-06-05 ; bunkobon[文庫版]/朝日文庫 3冊 1993-01〜1999-05	sid37788/ed45126 bunkobon[朝日文庫] 2冊 1993-01〜1993-01 ISBN2 || sid37788/ed45127 standard[-] 2冊 1991-06-05〜1991-06-05 ISBN2 || sid37788/ed45128 bunkobon[中公文庫コミック版] 2冊 1999-05〜1999-05 ISBN2 || sid37788/ed45129 standard[Chuko comics] 1冊 1994-07〜1994-07 ISBN1
tennis-boy	テニスボーイ	小谷憲一		8年 standard 4巻(1990-01-19)→10巻(1982-08)	standard[通常版]/ジャンプコミックス 14冊 1982-08〜1990-06-19 ; bunkobon[文庫版]/集英社文庫コミック版 9冊 2000-10-23〜2001-02-21	sid52417/ed64870 standard[ジャンプコミックスセレクション] 9冊 1989-10〜1990-06 ISBN9 || sid52417/ed64871 standard[ジャンプコミックス] 14冊 1980-06〜1983-04 ISBN1 || sid129209/ed146405 bunkobon[集英社文庫コミック版] 9冊 2000-10-23〜2001-02-21 ISBN9
tetsuwan-atom	鉄腕アトム	手塚治虫		7年 bunkobon 1巻(2002-06)→14巻(1995-12-15)	deluxe[デラックス版]/カッパコミックスデラックス 1冊 1965-12-05〜1965-12-05 ; standard[通常版]/- 21冊 1976-07-15〜2023-01 ; bunkobon[文庫版]/光文社文庫コミックシリーズ 15冊 1995-12-15〜2002-12 ; standard[手塚治虫漫画全集(1979–1982)]/手塚治虫漫画全集 20冊 1979-10-20〜1982-11-20 ; bunkobon[手塚治虫文庫全集(2009–2010)]/手塚治虫文庫全集 10冊 2009-10〜2010-01	sid35350/ed42073 standard[SUNDAY COMICS] 22冊 1999-07〜2000-05 ISBN22 || sid35350/ed42074 standard[サンコミックス] 22冊 1975-06-20〜1976-09-30 ISBN0 || sid35350/ed42075 standard[-] 42冊 1965-04〜2023-01 ISBN34 || sid35350/ed42076 standard[光文社の漫画] 3冊 1956-06-01〜1957-12-15 ISBN0 || sid35350/ed42077 standard[ぴっかぴかコミックス カラー版] 2冊 2005-07-05〜2005-08-05 ISBN2 || sid35350/ed42078 standard[光文社のカッパ・コミクス] 22冊 1964-01〜1966-06-01 ISBN0 || sid35350/ed42079 standard[ゴールデン・コミックス] 20冊 1968-10-30〜1970-03-20 ISBN0 || sid35350/ed42080 standard[月刊マンガ少年別冊] 3冊 1980-12-01〜1980-12-01 ISBN0 || sid35350/ed42081 standard[講談社コミックス] 2冊 1993-03〜1993-05 ISBN2 || sid35350/ed42082 standard[BIG COMICS SPECIAL] 7冊 2003-08〜2004-11 ISBN6 || sid35350/ed42083 bunkobon[光文社文庫コミックシリーズ] 18冊 1995-10〜1995-12-15 ISBN15 || sid35350/ed42084 bunkobon[手塚治虫文庫全集] 10冊 2009-10〜2010-01 ISBN10 || sid35350/ed42085 bunkobon[講談社漫画文庫] 13冊 2002-06〜2002-12 ISBN13 || sid35350/ed42086 standard[手塚治虫漫画全集] 28冊 1958-08-25〜2016-02 ISBN23 || sid35350/ed42087 standard[手塚治虫全集] 5冊 1964-12〜2008-01 ISBN1 || sid35350/ed42088 anime[アニメ版] 2冊 1981-09〜1981-09 ISBN0 || sid35350/ed42089 bunkobon[河出文庫] 3冊 2022-10〜2022-10 ISBN3 || sid35350/ed42090 standard[手塚治虫のアニメ名作えほん] 3冊 1981〜1981 ISBN0 || sid35350/ed42091 standard[ほるぷ版手塚治虫選集] 6冊 1982-06-01〜1982-06-01 ISBN0 || sid35350/ed42092 standard[手塚治虫アニメ名作集] 1冊 1985-05〜1985-05 ISBN1 || sid35350/ed42093 standard[日本テレビコミックス] 11冊 1980-12〜1981-12 ISBN0 || sid35350/ed42094 standard[KPC] 1冊 2007-11〜2007-11 ISBN1 || sid35350/ed42095 deluxe[カッパコミックスデラックス] 1冊 1965-12-05〜1965-12-05 ISBN0 || sid35350/ed42096 standard[Goma books] 1冊 2019-06〜2019-06 ISBN1 || sid35350/ed42097 standard[英語コミックス] 1冊 2013-09〜2013-09 ISBN1 || sid35351/ed42098 standard[-] 5冊 2012-06〜2012-10 ISBN5 || sid35352/ed42099 standard[-] 1冊 1955-01〜1955-01 ISBN0 || sid35353/ed42100 standard[-] 1冊 1965-11〜1965-11 ISBN0 || sid35357/ed42104 standard[手塚治虫漫画全集] 2冊 1982-07-20〜1982-11-20 ISBN2 || sid164808/ed182972 standard[ポプラ・ブック・ボックス] 1冊 2008-04〜2008-04 ISBN1 || sid164809/ed182973 standard[KCスペシャル] 7冊 1987-03〜1987-09 ISBN7 || sid164810/ed182974 standard[-] 1冊 2015-01〜2015-01 ISBN1 || sid164811/ed182975 standard[手塚治虫アニメ名作集] 2冊 1985-06〜1985-09 ISBN2
tokimeki-no-jin	ときめきのジン	村生ミオ		8年 standard 1巻(1989-03)→9巻(1981-12)	standard[通常版]/ヒットコミックス 9冊 1981-12〜1989-10	sid18723/ed22063 standard[ヒットコミックス] 9冊 1980-11-01〜1982-01 ISBN0 || sid18723/ed22064 standard[ピラミッド・コミックス] 8冊 1989-03〜1989-10 ISBN8
torufan-no-nishi	トルファンの西	志賀公江		9年 standard 2巻(2002-08-01)→3巻(1993-01)	standard[通常版]/エメラルドコミックス 3冊 1991-12〜2002-08-01	sid16811/ed19746 standard[青林堂オンデマンド] 3冊 2002-08-01〜2002-08-01 ISBN0 || sid16811/ed19747 standard[エメラルドコミックス] 2冊 1991-12〜1993-01 ISBN2
tropical-hanjirou	トロピカル半次郎	高口里純		6年 standard 1巻(1988-01)→3巻(1982-07)	standard[通常版]/花とゆめCOMICS 3冊 1982-07〜1988-02-02 ; bunkobon[文庫版]/双葉文庫名作シリーズ 2冊 2000-03〜2000-03	sid29801/ed34876 standard[あすかコミックス] 2冊 1988-01〜1988-02 ISBN2 || sid29801/ed34877 standard[花とゆめCOMICS] 3冊 1980-05〜1982-07 ISBN0 || sid29801/ed34878 bunkobon[双葉文庫名作シリーズ] 2冊 2000-03〜2000-03 ISBN2
ultra-seven	ウルトラセブン	桑田次郎		8年 standard 1巻(1986-07-18)→3巻(1978-07)	standard[通常版]/サンコミックス 4冊 1978-07〜1986-08-20	sid7786/ed9075 standard[MANGA Shop Series] 1冊 2004-12-25〜2004-12-25 ISBN1 || sid7786/ed9076 standard[サンコミックス] 2冊 1978-12〜1978-12 ISBN0 || sid19871/ed23388 standard[サンコミックス] 4冊 1978-07〜1978-07 ISBN0 || sid19871/ed23389 standard[SUN SPECIAL COMICS] 1冊 1991-09〜1991-09 ISBN1 || sid19871/ed23390 standard[SUN WIDE COMICS] 2冊 1986-07-18〜1986-08-20 ISBN2 || sid19871/ed23391 standard[St comics] 2冊 1998-09〜1998-09 ISBN2 || sid19871/ed23392 standard[MANGA Shop Series] 2冊 2004-12-25〜2004-12-25 ISBN2 || sid73833/ed88258 standard[Comic's☆ウルトラ大全集] 1冊 1992-12〜1992-12 ISBN1 || sid139161/ed156696 standard[P-KC] 1冊 1998-02-23〜1998-02-23 ISBN1 || sid139161/ed156697 standard[KCDX] 2冊 2016-06〜2016-06 ISBN2 || sid139162/ed156698 standard[-] 1冊 1998-12-25〜1998-12-25 ISBN1
ultraman	ウルトラマン	楳図かずお		6年 standard 1巻(1984-06-30)→3巻(1978-07-10)	standard[通常版]/サンコミックス 3冊 1978-07-10〜1984-07-20 ; bunkobon[文庫版]/講談社漫画文庫 2冊 2011-05-13〜2011-06-10	sid7787/ed9077 standard[AKITA〈特撮〉SELECTION] 2冊 2018-11〜2018-11 ISBN2 || sid7787/ed9078 standard[名作manga選集] 2冊 1995-04-10〜1995-04-10 ISBN2 || sid7787/ed9079 standard[SUNDAY COMICS] 2冊 1968-02-20〜1968-03-20 ISBN0 || sid7787/ed9080 bunkobon[秋田文庫] 1冊 2001-12〜2001-12 ISBN1 || sid7787/ed9081 standard[秋田コミックス・セレクト] 1冊 1986-03-15〜1986-03-15 ISBN1 || sid12151/ed14216 standard[SUN WIDE COMICS] 2冊 1984-06-30〜1984-07-20 ISBN2 || sid12151/ed14217 standard[サンコミックス] 3冊 1978-06-30〜1978-07-10 ISBN0 || sid12151/ed14218 bunkobon[講談社漫画文庫] 2冊 2011-05〜2011-06 ISBN2 || sid12151/ed14219 standard[-] 1冊 2016-09〜2016-09 ISBN1 || sid12151/ed14220 standard[SUN SPECIAL COMICS] 1冊 1991-09〜1991-09 ISBN1 || sid13831/ed16208 standard[Comic's☆ウルトラ大全集] 1冊 1992-12〜1992-12 ISBN1 || sid73839/ed88264 standard[COMIC MATE] 1冊 1979-08-25〜1979-08-25 ISBN0 || sid73840/ed88265 standard[-] 1冊 2017-07〜2017-07 ISBN1 || sid139164/ed156700 standard[SUNDAY COMICS] 2冊 1997-08〜1997-09-01 ISBN2 || sid139164/ed156701 standard[P-KC] 1冊 1998-02-23〜1998-02-23 ISBN1 || sid139165/ed156702 standard[-] 1冊 2016-07-25〜2016-07-25 ISBN1 || sid139166/ed156703 standard[-] 1冊 2017-08〜2017-08 ISBN1
violence-tokkyuu	バイオレンス特急	中島徳博		9年 standard 1巻(1989-07-19)→4巻(1980-06)	standard[通常版]/ジャンプ・コミックス 5冊 1980-06〜1989-09-19	sid8422/ed9806 standard[ジャンプ・コミックス] 5冊 1979-03〜1980-09 ISBN0 || sid8422/ed9807 standard[ジャンプコミックスセレクション] 3冊 1989-07〜1989-09 ISBN3
wakaoku-sama-to-seerusuman	若奥様とセールスマン	こいずみまり		6年 standard 1巻(2006-03)→2巻(2000-05)	standard[通常版]/Bunkasha comics 3冊 2000-05〜2006-03	sid3756/ed4442 standard[Bunkasha comics] 2冊 2000-05〜2001-11-10 ISBN2 || sid3756/ed4443 standard[-] 1冊 2006-03〜2006-03 ISBN1
wani-bunsho	ワニ分署	篠原とおる		8年 standard 1巻(1986-10)→2巻(1978-09)	standard[通常版]/- 12冊 1978-09〜1988-08	sid52103/ed64461 standard[プレイボーイcomics] 12冊 1978-08-20〜1981-03 ISBN0 || sid52103/ed64462 standard[-] 4冊 1978-04〜1979-04 ISBN0 || sid52103/ed64463 standard[スーパー・プレイボーイ・コミックス] 3冊 1986-10〜1988-08 ISBN3
wankorobee	わんころべえ	あべゆりこ		8年 standard 1巻(1993-04-06)→2巻(1985-08-06)	standard[通常版]/KCなかよし 2冊 1985-08-06〜1993-04-06	sid49520/ed61022 standard[講談社コミックスなかよし] 2冊 1985-08-06〜1993-04 ISBN2 || sid49520/ed61023 standard[KCなかよし] 1冊 1980-09-05〜1980-09-05 ISBN0 || sid49520/ed61024 standard[-] 1冊 -〜- ISBN1
war-cry	ウォー・クライ	竜崎遼児		9年 standard 6巻(1992-01)→8巻(1983-02)	standard[通常版]/マンガくんコミックス 12冊 1983-02〜1992-02	sid24904/ed29268 standard[アーリーコミックス] 7冊 1991-10〜1992-02 ISBN7 || sid24904/ed29269 standard[マンガくんコミックス] 3冊 1980-10〜1983-05 ISBN2 || sid139111/ed156643 standard[マンガくんコミックス] 6冊 1981-01〜1982-11 ISBN0 || sid139111/ed156644 standard[少年ビッグコミックス] 3冊 1983-07〜1983-11 ISBN3
wild-life	WILD LIFE	藤崎聖人		7年 standard 20巻(2007-01-15)→23巻(2000-08-15)	standard[通常版]/少年サンデーコミックス 27冊 2000-08-15〜2008-06-23	sid26700/ed31298 standard[少年サンデーコミックス] 27冊 2000-08-15〜2008-06-23 ISBN27
yaiba	YAIBA	青山剛昌		9年 bunkobon 1巻(2011-12-20)→2巻(2002-01)	standard[通常版]/少年サンデーコミックス 24冊 1989-05-15〜1994-03-15 ; wideban[ワイド版]/少年サンデーコミックスワイド版 12冊 1995-11〜1997-09 ; bunkobon[文庫版]/小学館文庫 10冊 2002-01〜2011-12-20	sid40520/ed48788 standard[少年サンデーコミックス] 48冊 1989-05-15〜2005-05 ISBN48 || sid40520/ed48789 bunkobon[小学館文庫] 10冊 2002-01〜2011-12-20 ISBN10 || sid40520/ed48790 wideban[少年サンデーコミックスワイド版] 12冊 1995-11〜1997-09 ISBN12
yakyuukyou-no-uta	野球狂の詩	水島新司		8年 standard 1巻(1984-03)→11巻(1976-06-05)	standard[通常版]/講談社コミックス 17冊 1976-06-05〜1984-07-06 ; bunkobon[文庫版]/講談社漫画文庫 13冊 1995-07〜1995-10	sid51508/ed63649 standard[講談社コミックス] 21冊 1973-05-10〜1977-07-20 ISBN0 || sid51508/ed63650 deluxe[KCデラックス] 1冊 1990-08-23〜1990-08-23 ISBN1 || sid51508/ed63651 bunkobon[講談社漫画文庫] 14冊 1995-07〜2009-04 ISBN14 || sid51508/ed63652 standard[KPC mini] 1冊 2005-04〜2005-04 ISBN1 || sid51508/ed63653 standard[KPC] 4冊 2003-06〜2003-07 ISBN4 || sid51509/ed63654 deluxe[KCデラックス] 3冊 1990-03-23〜1990-07-23 ISBN3 || sid51509/ed63655 standard[-] 2冊 -〜- ISBN2 || sid164709/ed182870 standard[KCスペシャル] 9冊 1984-03-06〜1984-03-06 ISBN9 || sid164710/ed182871 standard[KCスペシャル] 1冊 1984-06〜1984-06 ISBN1
yokubou-pandora	欲望パンドラ	緋月アキラ		6年 standard 1巻(2025-08-11)→2巻(2019-12)	standard[通常版]/MeDu COMICS 5冊 2019-12〜2025-08-18	sid105874/ed121840 standard[NOiPA COMiCS] 2冊 2025-08-11〜2025-08-18 ISBN2 || sid105874/ed121841 standard[MeDu COMICS] 4冊 2018-12〜2022-02 ISBN4
young-and-tears	Young and tears	やまだないと		7年 standard 1巻(2006-04)→2巻(1999-08)	standard[通常版]/Bunkasha comics 3冊 1999-08〜2006-04	sid41356/ed49909 standard[Bunkasha comics] 2冊 1999-08〜1999-09 ISBN2 || sid41373/ed49928 standard[-] 2冊 2006-04〜2006-04 ISBN2
youseiou	妖精王	山岸凉子		9年 standard 2巻(1987-01)→5巻(1978-12-20)	standard[通常版]/花とゆめコミックス 5冊 1978-12-20〜1987-03-04 ; bunkobon[文庫版]/白泉社文庫 3冊 1995-09-19〜1995-09-19	sid44255/ed53883 standard[あすかコミックス・スペシャル] 4冊 1986-12〜1987-03 ISBN4 || sid44255/ed53884 standard[花とゆめコミックス] 5冊 1977-09〜1978-12-20 ISBN0 || sid44255/ed53885 bunkobon[白泉社文庫] 3冊 1995-09-19〜1995-09-19 ISBN3 || sid44255/ed53886 standard[山岸凉子スペシャルセレクション] 3冊 2011-06〜2011-10 ISBN3 || sid44255/ed53887 standard[SUN SPECIAL COMICS] 1冊 1992-01〜1992-01 ISBN1
zakoken-maruchou	ざこ検〔○潮〕	高田靖彦		8年 standard 1巻(2009-08)→2巻(2001-03-30)	standard[通常版]/ビッグコミックス 5冊 2001-03-30〜2009-08	sid30184/ed35341 standard[ビッグコミックス] 2冊 2002-08〜2003-01 ISBN2 || sid30184/ed35342 standard[King series] 3冊 2009-08〜2009-09 ISBN3 || sid30184/ed35343 standard[-] 2冊 -〜- ISBN2
zenikko	銭っ子	水島新司		9年 standard 1巻(1986-07-25)→4巻(1977-07-10)	standard[通常版]/少年チャンピオン・コミックス 5冊 1977-07-10〜1986-11-10	sid117499/ed134051 standard[秋田コミックスACセレクト] 2冊 1986-09-20〜1986-11-10 ISBN2 || sid117499/ed134052 standard[少年チャンピオン・コミックス] 5冊 1972-03-10〜1977-08-10 ISBN0 || sid117499/ed134053 standard[AKITA COMICS SELECT] 1冊 1986-07-25〜1986-07-25 ISBN1
