wrong_n	slug	label_author	title	wrong_isbn_trueauthor
2	sen-no-rikyuu	西村弘美	千利休	9784061043718(西林弘美); 9784061043725(西林弘美)
2	subete-ga-f-ni-naru-mori-2015	霜月かいり	すべてがFになる	9784063808049(森博嗣); 9784063808292(森博嗣)
2	mobile-suit-gundam-seed-destiny-za-edge-dezaia	久織ちまき	機動戦士ガンダムSEED DESTINY the edge desire	9784047139305(矢立肇); 9784047150270(矢立肇)
2	maruo-gahou-diiekkusu	丸尾末広	丸尾畫報DX	9784309909677(丸尾末廣); 9784309909684(丸尾末廣)
2	ixion-saga	白梅ナズナ	イクシオンサーガ	9784063848250(土橋聖子); 9784063848748(土橋聖子)
2	tantei-opera-milky-holmes	水島空彦	探偵オペラミルキィホームズ	9784047155152(子安秀明); 9784047156364(子安秀明)
2	yuugiou-rush-duel-erupii	友永晃浩	遊☆戯☆王RUSH DUEL LP	9784088831565(ウェッジホールディングス); 9784088833620(ウェッジホールディングス)
2	mutant-turtles-the-last-ronin-lost-years	彩月つかさ/EastmanKevin B/SmithTom/BishopBen/DelgadoLuis Antonio/GallantS. L. (Shannon Londin)/KeaneMaria	ミュータントタートルズラスト・ローニンLOST YEARS.	9784910416731(ベンビショップ); 9784910416830(slガラント)
2	sanctuary-ubukata-2010	野口賢	サンクチュアリ	9784088598321(冲方丁); 9784088598529(冲方丁)
2	koori-no-joou	リカチ	氷の女王	9784063418965(佐藤千恵); 9784063419450(佐藤千恵)
2	pachisuro-de-atta-zenbu-umai-hanashi-zetto	村上真裕	パチスロであった全部旨い話Z	9784865350562(パチスロパニック7); 9784865350999(パチスロパニック7)
2	hatsukoi	あしだかおる	初恋	9784063654844(田中花壇); 9784063655070(田中花壇)
2	mahou-shoujo-ikusei-keikaku	江戸屋ぽち	魔法少女育成計画	9784041031407(マルイノ); 9784041038673(マルイノ)
2	daitoshokan-no-hitsujikai-library-4-you	旭太郎	大図書館の羊飼い Library 4 you	9784758081863(オーガスト); 9784758082259(オーガスト)
2	saenai-heroine-no-sodatekata-egoistic-lily	にぃと	冴えない彼女の育てかたegoistic-lily	9784041207840(深崎暮人); 9784041209998(深崎暮人)
2	kamen-rider-2011	山田ゴロ	仮面ライダー	9784197805013(高橋泰雄); 9784197805037(高橋泰雄)
2	kaze-tachinu	徳間書店	風立ちぬ	9784197701629(アニメージュ編集部); 9784197701636(アニメージュ編集部)
2	super-cub-rei	さいとー栄/歌山キナ子	スーパーカブRei	9784041129302(博); 9784041134863(博)
2	revenger	妃羅	リベンジャー	9784757587021(山田リューセイ); 9784757592759(山田リューセイ)
2	oretachi-ni-tsubasa-wa-nai-rhapsody-fledgling	うおぬまゆう	俺たちに翼はないfledgling	9784840140072(navel); 9784840140997(navel)
2	hakuouki-esuesueru-sweet-school-life	デザインファクトリー/ミカサ	薄桜鬼SSL～sweet school life～	9784048664110(アイディアファクトリー); 9784048668767(アイディアファクトリー)
2	oretachi-ni-tsubasa-ha-nai	日下皓	俺たちに翼はない	9784047151994(navel); 9784047153905(navel)
2	tsukiyomi	瀬野春紀	月読	9784861275968(太田忠司); 9784861276552(太田忠司)
2	tsuukaa-2018	しのはらしのめ	つうかあ	9784040696508(「つうかあ」製作委員会); 9784040698823(にこいち/「つうかあ」製作委員会)
2	ring-suzuki-2005	MEIMU	リング	9784048530392(稲垣みさお/鈴木光司); 9784048530408(稲垣みさお/鈴木光司)
2	diamond-no-burasu-act-2	馬籠ヤヒロ	ダイヤのB!! act Ⅱ	9784063957839(寺島裕二); 9784063958218(寺島裕二)
2	daitoshokan-no-hitsujikai-za-little-rutora-rutora	日下皓	大図書館の羊飼い the Little Lutra lutra	9784041205266(オーガスト); 9784041207369(オーガスト)
2	cheer-otoko-goo-breakers	近藤憲一	チア男子!! -GO BREAKERS-	9784088807393(朝井リョウ); 9784088808413(朝井リョウ)
2	saenai-heroine-no-sodatekata-girls-side	あさぎ龍	冴えない彼女の育てかたGirls Side	9784040722108(深崎暮人); 9784040723501(深崎暮人)
2	girigiri-out-2020	翠川稜	ギリギリアウト!	9784796413909(佐藤アキヒト); 9784796415750(佐藤アキヒト)
2	heart-no-kuni-no-alice-my-fanatic-rabbit	彩景でりこ	ハートの国のアリス-My Fanatic Rabbit-	9784861278020(篠月あうる); 9784861278853(篠月あうる)
2	kuukai	睦月れい	空海	9784041064832(夢枕獏); 9784041072721(夢枕獏)
2	neppuu-kairiku-bushiroodo-side-suou	細雪純/キネマシトラス	熱風海陸ブシロードSIDE:SUOU	9784048994026(ニトロプラス); 9784048994101(吉田直/ブシロード/ニトロプラス)
2	akage-no-an-matsuzaki	まつざきあけみ/恋塚稔	赤毛のアン	9784774301686(ルーシーモードモンゴメリ/いがらしゆ); 9784774301693(ルーシーモードモンゴメリ/いがらしゆ)
2	2-jou-no-valkyria-2	渡里	戦場のヴァルキュリア2	9784047156050(西都大貴); 9784047157774(西都大貴)
2	mahou-senki-lyrical-nanoha-force-dimension	河南あすか	魔法戦記リリカルなのはForce Dimension	9784041205990(都築真紀); 9784041210703(都築真紀)
2	sanbunnoichi	熊谷祐樹	サンブンノイチ	9784041210437(木下半太); 9784041210826(木下半太)
2	teiirekkusu-na-kanojo	映画館	T-REXな彼女	9784040676418(三三); 9784040681344(三三)
2	yatsuhakamura-1996	Jet	八つ墓村	9784253108102(つのだじろう); 9784062602730(横溝正史/影丸譲也)
2	clannad-comic-a-la-carte	(unknown)	Clannadコミックアラカルト	9784048537766(コンプティーク編集部); 9784048537902(コンプティーク編集部)
2	shiibui-ore	上野春生	CV.オレ!	9784063956801(松岡禎丞); 9784063958072(松岡禎丞)
2	egao-no-yukue	SalaSharon/瀧川イヴ	笑顔の行方	9784596979070(シャロンサラ); 9784596979087(シャロンサラ)
2	inazuma-eleven-bakugaidenshuu	こしたてつひろ	イナズマイレブン爆外伝集	9784091413994(レベルファイブ); 9784091414007(レベルファイブ)
2	gundam-exa-2013	ときた洸一	ガンダムEXA	9784041209271(千葉智宏); 9784041210727(千葉智宏)
2	seishun-scrap	内山敦司	青春SCRAP!	9784040704593(あっつん); 9784040706344(あっつん)
2	nhk-sono-toki-rekishi-ga-ugoita	ながいのりあき/谷口敬/小川おさむ/狩那匠/西田真基	NHKその時歴史が動いた	9784834272765(日本放送協会); 9784834250688(日本放送協会)
2	mash-go	米林昇輝	マッシュgo!!	9784063841541(小森陽一); 9784063841688(小森陽一)
2	madougushi-dariya-wa-utsumukanai-kei-2019	釜田	魔導具師ダリヤはうつむかない	9784041086810(景); 9784041097298(景)
2	mobile-suit-gundam-gyakushuu-no-char-biyondo-za-time	久織ちまき	機動戦士ガンダム逆襲のシャアbeyond the time	9784047156647(本田雅也); 9784041200629(本田雅也)
2	mahou-shoujo-lyrical-nanoha-reflection-za-comics	藤真拓哉	魔法少女リリカルなのはReflection THE COMICS	9784041070628(川上修一); 9784041079904(川上修一)
2	rental-magica-from-solomon	Makoto2号	レンタルマギカfrom Solomon	9784047139787(三田誠); 9784047150515(三田誠)
2	steins-gate-2011	nini	しゅたいんず・げーと!	9784840144421(5pb); 9784840153218(5pb/ニトロプラス)
2	tantei-opera-milky-holmes-2	刻田門大	探偵オペラミルキィホームズ2	9784041201831(ブシロード); 9784041203804(ブシロード)
2	daisuki-tamagotchi	河井リツ子	だいすき・たまごっち	9784092532717(りっち); 9784092532724(りっち)
2	mahou-shoujo-site-sept	宗我部としのり	魔法少女サイトSept	9784253229012(佐藤健太郎); 9784253229029(佐藤健太郎)
2	kokoro-natsume-2023	バラエティ・アートワークス/吉崎凪	こころ	9784088751887(佐々木亮); 9784052057953(teamバンミカス)
2	7-bunnonijuuni-plus-alpha	葛西尚	22/7+α	9784098500536(宮島礼吏); 9784098501052(宮島礼吏)
2	shinrei-tantei-yakumo-2007	都戸利津	心霊探偵八雲	9784592187752(神永学); 9784592187769(神永学)
2	d4dj-4-koma-mix	しろくま	D4DJ-4コマmix!-	9784048994811(ブシロード); 9784048995344(ブシロード)
2	monstermusume-no-oishasan-0	木村光博	モンスター娘のお医者さん0	9784088918112(zトン/ソロピップb); 9784088920160(zトン/ソロピップb)
2	comic-angelique-carnival	(unknown)	コミックアンジェリークカーニバル	9784877193355(光栄); 9784877193867(光栄)
2	love-plus	若宮弘明/瀬尾公治/櫻太助	ラブプラス	9784063107081(コナミデジタルエンタテインメント); 9784063846355(コナミデジタルエンタテインメント)
2	mobile-suit-gundam-senki-rebellion-lost-war-chronicle	夏元雅人	機動戦士ガンダム戦記REBELLION Lost War Chronicles	9784041210574(千葉智宏); 9784041210581(千葉智宏)
2	kaiwa	クレパス	会話	9784063949759(ナラボン); 9784063951943(ナラボン)
2	repeat-after-me	田川ミ	リピートアフターミー	9784800001887(ヤマモトマナブ); 9784800002563(ヤマモトマナブ)
2	paradise-1987	よね	ぱらだいす	9784391902266(みやぎひろみ); 9784391902280(みやぎひろみ)
2	maou-2099	桜井寛	魔王2099	9784041142479(クレタ); 9784041147610(クレタ)
2	hatsukoi-yamada-2020	佐久間結衣	初恋	9784098605385(中村雅); 9784098606320(中村雅)
2	children	因幡シホ	チルドレン	9784757557536(三浦みう); 9784757560635(三浦みう)
2	k-countdown	黒榮ゆい	K -カウントダウン-	9784063807998(来楽零); 9784063808056(来楽零)
2	lupin-iii-1998	山本修生	ルパン三世	9784575935684(モンキーパンチ); 9784575723120(モンキーパンチ)
2	hipunoshisumaiku	城キイコ	ヒプノシスマイク	9784065160992(百瀬祐一郎); 9784758039574(百瀬祐一郎)
2	za-king-obu-fighters-gaiden	あずま京太郎	THE KING OF FIGHTERS外伝	9784065260203(snk); 9784065280003(snk)
2	persona-q-shadow-of-the-labyrinth-roundabout	あかうめ	ペルソナQ シャドウオブザラビリンス	9784048651097(アトラス); 9784048922586(アトラス)
2	hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	蟹江鉄史	ヒプノシスマイク	9784065160992(百瀬祐一郎); 9784065366882(百瀬祐一郎)
2	b-group-no-shounen	うおぬまゆう	Bグループの少年	9784434193873(櫻井春輝); 9784434203961(櫻井春輝)
2	ikebukuro-west-gate-park-r	有藤せな	池袋ウエストゲートパークR	9784253147194(石田衣良); 9784253147200(石田衣良)
2	kaara	説話社	カーラ	9784906828951(]カーラ編集部); 9784906828999(]カーラ編集部)
2	hanjuku-eiyuu	沖野真歩	半熟英雄	9784757555044(スクウェアエニックス); 9784757556645(スクウェアエニックス)
2	da-capo-3	かゆらゆか	D.C.Ⅲ～ダ・カーポⅢ～	9784041207468(circus); 9784041210215(circus)
2	magajin	コミックス編集	少年マガジン大全集復刻版	9784063131888(講談社); 9784063132144(講談社)
2	the-idolm-ster-dearly-stars-splash-red	坂野杏梨	アイドルマスターSplash Red forディアリースターズ	9784758062015(バンダイナムコゲームス); 9784758062374(バンダイナムコゲームス)
2	love-live-sunshine-school-idol-diary	公野櫻子	ラブライブ!サンシャイン!!School idol diary	9784049122299(室田雄平); 9784049129915(室田雄平)
2	gokuu-no-daibouken	企画	悟空の大冒険	9784061907126(手塚治虫); 9784061907133(手塚治虫)
2	corpse-party	肝匠	コープスパーティー	9784757547421(chihiro); 9784757548909(chihiro)
2	kimikisu-2007	糸杉柾宏	キミキス	9784253232517(エンターブレイン); 9784253232524(エンターブレイン)
2	mobile-suit-crossbone-gundam-x-11	長谷川裕一	機動戦士クロスボーン・ガンダムX-11	9784041120996(カトキハジメ/宮崎真一); 9784041129326(カトキハジメ/宮崎真一)
2	herscherik-tensei-ouji-no-eiyuu-tan	鈴紀オズク	ハーシェリク転生王子の英雄譚	9784575410532(あり子); 9784575410815(あり子)
2	hige-o-soru-soshite-joshikousei-o-hirou-each-stories	バラマツヒトミ	ひげを剃る。そして女子高生を拾う。Each Stories	9784041117095(ぶーた); 9784041121979(ぶーた)
2	eureka-seven-ao-save-a-prayer	不動らん	エウレカセブンAO Save A Prayer	9784041202814(和場明子); 9784041204832(和場明子)
2	corpse-party-cemetery-0	中尾にわ	コープスパーティーcemetery 0	9784812483107(祁答院慎); 9784812485545(祁答院慎)
2	scarlet	家田キリゼン	スカーレット	9784758079129(結野ちり); 9784758020657(結野ちり)
2	maajan-hourouki-2020	清水洋三/やまち/東映株式会社	麻雀放浪記2020	9784801965690(「麻雀放浪記2020」製作委員会/佐); 9784801965706(「麻雀放浪記2020」製作委員会/佐)
2	hurricane	ワタセセイゾウ	ハリケーン	9784061045842(わたせせいぞう); 9784062601979(わたせせいぞう)
2	dogesen-r	笠原倫	どげせんR	9784785939076(rin); 9784785940072(rin)
2	makai-3-ki-disgaea-3	佐々木心	魔界戦記ディスガイア3	9784047265165(日本一ソフトウェア); 9784047269521(日本一ソフトウェア)
2	dokidoki	山崎峰水	どきどき	9784088618685(山崎浩(1964生)); 9784088618692(山崎浩(1964生))
2	black-jack-m	垣野内成美/吉川うたた/秋乃茉莉/風間宏子/碧ゆかこ	ブラック・ジャックM	9784253149518(手塚治虫); 9784253149525(手塚治虫)
2	retoroge	くさなぎゆうぎ	れとろげ。	9784896373530(白川嘘一郎); 9784896375299(白川嘘一郎)
2	double-2001	山口ヨシノブ	ダブル	9784592134312(山口よしのぶ); 9784592134329(山口よしのぶ)
2	bubble-2022	肘原えるぼ	バブル	9784088831343(バブル製作委員会); 9784088831817(バブル製作委員会)
2	secret-5	都波みなと	シークレット5	9784812481110(真枝アキ); 9784812485507(真枝アキ)
2	love-plus-manaka-days	現津みかみ	ラブプラスManaka days	9784063801521(コナミデジタルエンタテインメント); 9784063801651(コナミデジタルエンタテインメント)
2	bugsy-2007	山上幸二	バグジー	9784903758008(田原実); 9784903758015(田原実)
2	durarara-relay	藤屋いずこ	デュラララ!! Relay	9784048693622(ヤスダスズヒト); 9784048655965(ヤスダスズヒト)
2	shin-megami-tensei-4-demonic-gene	三浦征隆	真・女神転生4 DEMONIC GENE	9784088708997(金子一馬); 9784088801865(金子一馬)
2	haruka-naru-toki-no-naka-de-5	水野十子	遙かなる時空の中で5	9784592193135(ルビーパーティー); 9784592193142(ルビーパーティー)
1	kanon-takemiya-1986	竹宮惠子	カノン	9784403611100(竹宮恵子)
1	kousoku-esper-asano-2005	あさのりじ	光速エスパー	9784775910566(浅野利治)
1	eden-2185	竹宮惠子	エデン2185	9784091785510(竹宮恵子)
1	hana-o-meshimase	瀬之たつね	花を召しませ	9784344842168(シロヒト梨太)
1	hatsu-taiken-plus	内々けやき	初体験プラス	9784785934552(raymon)
1	uta-no-prince-samatsu-debut	雪広うたこ/中川わか/ブロッコリー・神あそ製作委員会/中条亮	うたの☆プリンスさまっ♪Debut	9784048910309(倉花千夏)
1	fate-hollow-ataraxia-comic-a-la-carte	(unknown)	Fate/hollow ataraxiaコミックアラカルト	9784047137844(コンプティーク編集部)
1	ishinomori-shoutarou-world	石ノ森章太郎	石ノ森章太郎world	9784777111756(すがやみつる)
1	kimikisu-2008	佳月玲茅	キミキス	9784757519961(黒井みめい)
1	kyoukaisen	函岬誉	境界線	9784408433400(瀬口恵子)
1	rikei-otoko-next	中条亮	理系男子。NEXT	9784758058452(チーム理系男子)
1	neo-kiseijuu	萩尾望都	ネオ寄生獣	9784063881561(岩明均)
1	kokodake-no-hanashi	尾崎未来	ここだけの話	9784088621227(井上洋子(漫画家))
1	tezuka-osamu-1996	伴俊男	手塚治虫	9784092701038(小学館)
1	dancing-generation-senior	槇村さとる	ダンシング・ゼネレーションsenior	9784088431949(槙村さとる)
1	ultra-m	Woody-Rinn	ウルトラ-M	9784893671790(森林りんご)
1	haru-natsu-aki-fuyu	つだみきよ	春夏秋冬	9784088535494(高井祐)
1	miagetegoran	岩館真理子	見上げてごらん	9784088603100(成瀬涼子)
1	tengoku-abe-2002	安部慎一	天国	9784898301326(安部愼一)
1	juugo-shounen-hyouryuuki-2013	大谷じろう	十五少年漂流記	9784840144476(ジュールヴェルヌ)
1	walkure	泉晴紀	ワルキューレ	9784047298927(土屋ガロン)
1	star-ocean-second-story	天麻灯	スターオーシャン セカンドストーリー	9784870259980(アンソロジー)
1	tezuka-osamu-world	手塚治虫	手塚治虫world	9784777109487(exit)
1	haisouki-2013	國津武士	敗走記	9784063524819(しまたけひと)
1	shoujo	岩下慶子	少女	9784063758788(湊かなえ)
1	kichiku-megane	みささぎ楓李	鬼畜眼鏡	9784799710470(spray)
1	pink-pepper-okano-2009	厦門潤	ピンク・ペッパー	9784408172200(陸乃家鴨)
1	eden-2021	磯本つよし	エデン	9784785971212(netflix)
1	kaiwa-1990	竹宮惠子	会話	9784048521345(竹宮恵子)
1	ninpou-juuban-shoubu-shirato	白土三平	忍法十番勝負	9784253014274(一峰大二)
1	monster-dj	山下友美	モンスターD・J	9784592125662(山下和美)
1	mirai-kyuujotai-asu-guard-7-1975-sugaya-mitsuruban	すがやみつる	未来救助隊アスガード7 1975すがやみつる版	9784835454696(石ノ森章太郎)
1	sanshou-dayuu	坂丘のぼる/森平夏生/はるなやよい/虎影誠	山椒大夫 高瀬舟	9784434106279(森鴎外)
1	himegoto-2010	國津武士	ひめごと	9784253255059(堀多磊音)
1	gebaruto	雨蘭	ゲバルト	9784592145288(橋本還)
1	rental	山口ヨシノブ	レンタル	9784592136354(山口よしのぶ)
1	ol-paradise	杜菜りの	OLパラダイス	9784832261266(千葉なおこ)
1	kaori-paradise	唯登詩樹	Kaoriパラダイス	9784885705120(加藤雅基)
1	girl	早坂いあん	ガール	9784063406689(奥田英朗)
1	mankai-sakurako	蒔野靖弘	Mankai桜子	9784886536198(牧野靖弘)
1	yagyou	つげ義春	夜行	9784892890857(鈴木清順)
1	rkuronikuru	あづまゆき 漫画	Rくろにくる	9784047139930(数多ヒロ)
1	soukou-kihei-votoms-1995	今掛勇	装甲騎兵ボトムズ	9784073033738(矢立肇/高橋良輔)
1	mahou-shoujo-lyrical-nanoha-material-musume-innocent-super-rea	榊蒼十郎	魔法少女リリカルなのは マテリアル娘。 INNOCENT SR	9784041034101(都築真紀)
1	story-311	ひうらさとる	ストーリー311	9784063377798(うめ)
1	yoakemae	二ツ橋知子/バラエティ・アートワークス	夜明け前	9784834263435(島崎藤村)
1	doragonkuesuto-4-koma-manga-gekijou	ゲームドラゴンクエストシリーズ	ドラゴンクエスト4コママンガ劇場	9784870257160(エニックス出版局)
1	wan-moa-marshmallow-taimusu	山本ルンルン	One moreマシュマロ通信	9784408411620(桑平里美)
1	gouketsuji-ichizoku-2	氏賀Y太	豪血寺一族2	9784881992098(古葉美一)
1	fujiko-efu-fujio	さいとうはるお	藤子・F・不二雄	9784092701113(藤子プロ)
1	change-h	(unknown)	チェンジH	9784785931940(tali)
1	rakuen-2002	二宮ひかる	楽園	9784592731160(竹田やよい)
1	i-am-a-hero-in-nagasaki	富士沢一矢	アイアムアヒーローin NAGASAKI	9784091893185(花沢健吾)
1	kinai-again	あまね水咲	禁愛again	9784864955157(ともち)
1	winning-shot-1996	能田茂	ウイニング・ショット	9784821195534(のだしげる/三木伸一)
1	aarupiijii-doraemon	三谷幸広	RPGドラえもん	9784091740618(藤子f不二雄/小野寺紳)
1	tales-of-the-abyss-2006	遠藤久美子	テイルズオブジアビス	9784840234771(玲衣/株式会社バンダイナムコゲームス)
1	debut-8914	倉持知子	デビュ	9784592138914(日渡早紀)
1	toyotomi-hideyoshi-chiba-1996	大林かおる	豊臣秀吉	9784092701014(小和田哲男)
1	daisuki-love-love-tamagotchi	河井リツ子	だいすきLOVE・LOVEたまごっち	9784091496119(りっち)
1	kachou-fuugetsu-1996	神奈幸子	花鳥風月	9784253161206(jet)
1	comic-iwate-from-web	池野恋	コミックいわてfrom web	9784903602172(沢田ひろふみ)
1	wakakusa-monogatari-kitajima-1989	北島洋子	若草物語	9784091413529(ルイザメイオルコット/北島祥子)
1	akb48-satsujin-jiken	梧桐柾木	AKB48殺人事件	9784091591296(青山剛昌)
1	oda-nobunaga-2014	山田圭子	織田信長	9784050036165(中島利行)
1	mahou-shoujo-lyrical-nanoha-material-musume-innocent-rea	榊蒼十郎	魔法少女リリカルなのはマテリアル娘。 INNOCENT R	9784041025550(都築真紀)
1	bakeru-kun	藤子不二雄	バケルくん	9784124101874(藤子f不二雄)
1	shokatsu-koumei-1996	石ノ森章太郎	諸葛孔明	9784418965182(石森プロ)
1	minna-no-tonio-chan	SOTA	みんなのトニオちゃん	9784835545950(菅原そうた)
1	shiyounan-bakusouzoku	西城隆詞	湘南爆走族	9784785946432(吉田聡)
1	cleopatra-sakaguchi-2019	坂口尚	クレオパトラ	9784835456461(手塚治虫)
1	toyotomi-hideyoshi-2014	楠田夏子	豊臣秀吉	9784051016722(木暮正夫/人見倫平)
1	seifuku-max	花小路ゆみ	制服max	9784253144674(花小路小町)
1	no-brand	田渕由美子	NO・ブランド	9784088650340(田淵由美子)
1	mira-kuru-1	佐々木多利尓/藤子不二雄	ミラ・クル・1	9784124102581(藤子f不二雄)
1	makai-senki-disgaea-4	山本ケイジ	魔界戦記ディスガイア4	9784048914499(超肉)
1	i-am-a-hero-in-ibaraki	富士沢一矢	アイアムアヒーローin IBARAKI	9784091893178(花沢健吾)
1	i-am-a-hero-in-osaka	本田優貴	アイアムアヒーローin OSAKA	9784091875662(花沢健吾)
1	hei-sei-nanairo-inko	石田敦子	HeiSei七色いんこ	9784896379198(手塚治虫)
1	hamster-club-1996	樹原ちさと	ハムスター倶楽部	9784796287326(アンソロジー)
1	za-bakumatsu-kessaku	かわぐちかいじ	The 幕末	9784056028454(アンソロジー)
1	chuushingura-sentaro-2014	土山しげる/しな	忠臣蔵	9784845845781(久保田千太郎)
1	shin-zankoku-no-nemuru-grimm-douwa	森園みるく	新・残酷の眠るグリム童話	9784575724998(山口椿)
1	himouto-umaru-chan-esu-super	ヒジキ	ひもうと!うまるちゃんSS	9784088906317(サンカクヘッド)
1	usagi-1996	名取ちずる	うさぎ	9784088480831(槇村さとる)
1	ichika-bachika-2014	石川ちか	イチカバチカ	9784344832459(石川チカ)
1	project-x-chousenshatachi-2004	正木秀尚	プロジェクトX挑戦者たち	9784872878882(日本放送協会)
1	batman-the-bat-manga-jirou-kuwata-edition	桑田二郎	バットマン THE BAT MANGA JIRO KUWATA EDITION	9784778032555(桑田次郎)
1	dash-my-road	神塚ときお	Dash!マイ・ロード	9784788923331(神塚時生)
1	kataribe-2018	舟	カタリベ	9784041061978(kataribebot)
1	yorozuya-kagyou-tadaima-seigyouchuu	霧嶋珠生	よろず屋稼業只今盛業中	9784756714879(霧島珠樹)
1	butterfly-2017	東元俊哉	バタフライ	9784537135381(東元俊也)
1	garu	司敬	天馬の空	9784592130222(智中天/北森鴻)
1	tenchi-souzou	天麻灯	天地創造	9784870255814(八坂麻美子)
1	kyou-kara-omae-wa-ore-no-yome-2013	神田はるか	今日からオマエは俺の嫁	9784800002303(カワハラ恋)
1	oda-nobunaga-akizuki-1991	小島剛夕	織田信長	9784814917747(あきづき笙)
1	raburetaa-hanakojiko	花小路ゆみ	ラブレター	9784796286459(花小路小町)
1	seven-2000	花津ハナヨ	セ・ブ・ン	9784061789500(桜井明子(漫画家))
1	joukyou-monogatari-2003	増田剛	上京物語	9784408167633(うらまっく)
1	mahou-shoujo-lyrical-nanoha-material-musume-innocent-hyper-rea	榊蒼十郎	魔法少女リリカルなのはマテリアル娘。INNOCENT HR	9784041041475(都築真紀)
1	gr-giant-robo	稜町しろー	GRジャイアントロボ	9784847036095(横山光輝)
1	idol-master	なぎり京	アイドルマスター	9784047139664(バンダイナムコゲームス)
1	hoshi-ni-negai-o-2001	入江紀子	星に願いを	9784088766928(堀口純男/西村ミツル)
1	mirai-kyuujotai-asu-guard-7	すがやみつる	未来救助隊アスガード7 1974すがやみつる版	9784835454467(石ノ森章太郎)
1	phaethon-yamagishi-1988	山岸凉子	パエトーン	9784049240535(山岸涼子)
1	oushuu-hiraizumi-fujiwara-4dai	ささきあつし	奥州平泉藤原4代	9784814917624(佐佐木あつし)
1	mahou-shoujo-lyrical-nanoha-material-musume-innocent	榊蒼十郎	魔法少女リリカルなのはマテリアル娘。INNOCENT	9784041211007(都築真紀)
1	lemon-hakusho-1988	(unknown)	レモン白書	9784829170618(富士見書房)
1	kouyahijiri	杲栄順	高野聖	9784834263121(泉鏡花)
1	hyouman	桑田二郎	豹マン	9784775910276(桑田次郎)
1	sayonara-ganpeki-sensei	一文字鈴	さよなら!!岸壁先生	9784253038355(石綿周一)
1	yatsuhakamura	影丸穣也	八つ墓村	9784253108102(つのだじろう)
1	minna-no-tonio-chan-returns	SOTA	みんなのトニオちゃんreturns	9784777104727(菅原そうた)
1	minakata-kumagusu-1996	みやぞえ郁雄	南方熊楠	9784092701045(荒俣宏)
1	mobile-suit-gundam-gyakushuu-no-char	ときた洸一	機動戦士ガンダム逆襲のシャア	9784063238631(矢立肇/富野由悠季)
1	kaiki-daisakusen-2005	影丸穣也	怪奇大作戦	9784775910443(影丸譲也/中城けんたろう)
1	ensemble-stars-lady-foo-star	Happy Elements株式会社/南々菜なな	あんさんぶるスターズ!ready for star	9784091295231(happyelementskk)
1	pieta	野妻まゆ美	ピエタ	9784575723229(野妻まゆみ)
1	new-onnanokotachi-club	くじらいいく子	New・おんなのこたち倶楽部	9784049280098(くじらいいくこ)
1	onshuu-no-kanatani	倉科遼	恩讐の彼方に	9784324029145(菊池寛/司敬)
1	sayonara	小池一夫 作	さよなら!!岸壁先生	9784253038362(石綿周一)
1	gakkou-no-kaidan-koga-1994	古賀新一	学校の怪談	9784253128889(谷間夢路)
1	genghis-khan-1997	石ノ森章太郎	チンギスハン	9784418975020(石森プロ)
1	sandoman	ニール・ゲイマン 原作	サンドマン	9784924914087(クリスバチャロ)
1	kennedy	ひらまつおさむ	ケネディ	9784092700017(鳥越俊太郎/平松おさむ/菅谷惇夫)
1	raburetaa-aruko-2002	アルコ	ラブレター	9784088534091(矢沢あい)
1	obake-michi-za-end	小野寺浩二	おばけ道THE END	9784785961688(石黒正数)
1	emma-2011	英洋子	エマ	9784776730835(ジェーンオースティン)
1	gakkou-no-kaidan-2	井上大助	学校の怪談2	9784063197297(いのうえだいすけ)
1	nidaime-kumotori-zanpei-zero	土光てつみ	二代目雲盗り暫平zero	9784845845767(さいとうたかを)
