base	verdict	src	n_pages	titles	outliers	evidence	isbn_audit	reps	rekey
kantai-collection-kancolle-dengeki-comic-anthology-sasebo-chinjufu-hen	merge_all	year_SAME_READING	4	艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編 || 艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編 || 艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編 || 艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編		All 4 pages = 艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編, a single KADOKAWA/電撃 anthology line (kadokawa.co.jp product pages, vols to 19+). Same series across volumes; merge.	ISBN確認	qid:Q11266346|name:艦隊これくしょん-艦これ-電撃コミックアンソロジー 佐世保鎮守府編	
refrain	different_works	year_SAME_READING	4	リフレイン || Refrain || リフレイン || Rifrein		Refrain (6巻,2000) = 中島史雄『Refrain-リフレイン-』全6巻 (cmoa/ebookjapan). Others — リフレイン (1巻,1988), リフレイン (1巻,1992), Rifrein (4巻,1989, even different spelling) — are unrelated works sharing reading リフレイン.	ISBN確認	qid:Q11267908|name:リフレインqid:Q11364438|name:Refrainqid:Q17686422|name:リフレイン	SPLIT_SUBSET
rifrein	different_works	year_SAME_READING	4	リフレイン || Refrain || リフレイン || Rifrein		Refrain (6巻,2000) = 中島史雄『Refrain-リフレイン-』全6巻 (cmoa/ebookjapan). Others — リフレイン (1巻,1988), リフレイン (1巻,1992), Rifrein (4巻,1989, even different spelling) — are unrelated works sharing reading リフレイン.	ISBN確認	qid:Q55530418|name:Rifrein	SPLIT_SUBSET
sugomori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami	merge_all	year_SAME_READING	4	スゴ盛!本当にあった〔○生〕ここだけの話極 || スゴ盛!本当にあった〔○生〕ここだけの話極 || スゴ盛!本当にあった〔○生〕ここだけの話極 || スゴ盛!本当にあった〔○生〕ここだけの話極		All 4 pages = スゴ盛!本当にあった〔○生〕ここだけの話極, a single 芳文社/まんがタイムマイパルコミックス reader-story anthology line (HMV/NDL/Amazon, vols to 26+). Same series; merge.	ISBN確認	qid:Q17349658|name:スゴ盛!本当にあった〔○生〕ここだけの話極	
yabamori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami	merge_all	year_SAME_READING	3	ヤバ盛!本当にあった〔○生〕ここだけの話極 || ヤバ盛!本当にあった〔○生〕ここだけの話極 || ヤバ盛!本当にあった〔○生〕ここだけの話極		All 3 pages = ヤバ盛!本当にあった〔○生〕ここだけの話極, sister anthology line from 芳文社/まんがタイムマイパルコミックス (mottainaihonpo vol23 listing, same imprint as スゴ盛). Same series; merge.	ISBN確認	qid:Q17349658|name:ヤバ盛!本当にあった〔○生〕ここだけの話極	
aya	different_works	year_SAME_READING	4	亜弥 || AYA || Aya || 絢		4 distinct titles sharing reading アヤ: 亜弥(1巻,2003), AYA(2巻,1984), Aya(2巻,1999), 絢(1巻,2004). Different kanji/romaji, spread over 1984-2004 = unrelated authors/works. Coincidental homophone.	ISBN確認	qid:Q11270744|name:亜弥qid:Q11639709|name:AYAqid:Q1736792|name:Ayaqid:Q448696|name:絢	
kaidan	different_works	year_SAME_READING	6	怪談 || 怪談 || 怪談 || 潰談 || 怪談 || 怪談	潰談	怪談 is a generic horror title used by many authors (日野日出志, つのだじろう, 楳図かずお等). Six 怪談 entries span 1991-2006 with varied vol counts; plus 潰談(3巻,2006) is a different kanji title. No shared series; unrelated same-title works.	ISBN確認	qid:Q11272388|name:怪談qid:Q11411008|name:怪談qid:Q11489301|name:怪談qid:Q744237|name:潰談qid:Q8062691|name:怪談qid:Q8972895|name:怪談	
jigoku-shoujo-enma-ai-selection-geki-kowa-story	merge_all	year_SAME_READING	3	地獄少女閻魔あいセレクション激こわストーリー || 地獄少女閻魔あいセレクション激こわストーリー || 地獄少女 閻魔あいセレクション 激こわストーリー		All 3 pages = 地獄少女 閻魔あいセレクション 激こわストーリー, a single 講談社/なかよし anthology (永遠幸ほか, 13巻, kodansha.co.jp & ja.wikipedia). Same series; the spacing difference is cosmetic. Merge.	ISBN確認	qid:Q11273121|name:地獄少女閻魔あいセレクション激こわストーリー	
mutant-turtles	merge_all	year_SAME_READING	2	ミュータント・タートルズ || ミュータント タートルズ		2 pages ミュータント・タートルズ vs ミュータント タートルズ, both 4 vols, both 1994; differ only by dot/space. Same KADOKAWA コミックス work (kadokawa.co.jp). Merge.	ISBN確認	qid:Q11273889|name:ミュータント・タートルズ	
daikaijuu-gamera	merge_all	year_SAME_READING	4	大怪獣ガメラ || 大怪獣ガメラ || 大怪獣ガメラ || 大怪獣ガメラ		全4page 同題「大怪獣ガメラ」・同読み・同年1995・徳間書店のマンガボーイズ版(寺沢健一郎/破李拳竜、1994-95月刊連載→1995刊)。巻3/2/1/1は単一作の巻+vol1重複。Wikizilla/Amazonで同一作確認	ISBN確認	qid:Q11273889|name:大怪獣ガメラ	
enueichikee-sono-toki-rekishi-ga-ugoita	merge_all	year_SAME_READING	7	NHKその時歴史が動いた || NHKその時歴史が動いた || NHKその時歴史が動いた || NHKその時歴史が動いた || NHKその時歴史が動いた || NHKその時歴史が動いた || NHKその時歴史が動いた		7page全て同題「NHKその時歴史が動いた」コミック版(ホーム社、NHK取材班+複数作画)。幕末編/戦国編等テーマ別の同一documentary-comicシリーズ。homesha.co.jpで同一series確認	ISBN確認	qid:Q11481143|name:NHKその時歴史が動いた	
kyoufu-gakuen	different_works	year_SAME_READING	2	恐怖学園 || 恐怖学園		[ISBN/出版社裁定] 同題「恐怖学園」を浜慎二(貸本ホラー)と御茶漬海苔の両者が使用。2page共に1988・1巻・著者不明で同一作(分裂)か別作者同名か確証できず。booklive/cmoaで複数作者を確認、保守的にuncertain	ISBN確認	qid:Q11275209|name:恐怖学園qid:Q11557693|name:恐怖学園	
cherry	different_works	year_SAME_READING	5	Cherry || Cherry! || チェリー || Cherry || チェリー		窪之内英策『チェリー』(小学館)、荒井チェリー傑作集『Cherry etc.』等、別作者の同題作が混在。題揺れ(Cherry/Cherry!/チェリー)・巻2/2/3/8/3・年1990〜2006で別作群。Wikipedia/各電書で確認	ISBN確認	qid:Q11277050|name:Cherryqid:Q11497486|name:Cherry!qid:Q11670885|name:チェリーqid:Q713714|name:Cherryqid:Q9130343|name:チェリー	
osananajimi	different_works	year_SAME_READING	3	幼なじみ || おさななじみ || おさななじみ		「幼なじみ/おさななじみ」は汎用恋愛題で別作者が多数使用。3page各1巻・年2009/2019/2010でばらつき、同一作確証なし。mangapedia等で別作群を確認	ISBN確認	qid:Q11278817|name:幼なじみqid:Q11364664|name:おさななじみ|sub:きみと私のヒミツqid:Q11438983|name:おさななじみ	
onmyouji-comic-anthology	merge_all	year_SAME_READING	4	陰陽師コミックアンソロジー || 陰陽師コミックアンソロジー || 陰陽師コミックアンソロジー || 陰陽師コミックアンソロジー		4page全て同題「陰陽師コミックアンソロジー」(原作夢枕獏/複数作画の公式アンソロジー、岡野玲子本編とは別)。巻1/1/1/2は同一アンソロジーシリーズの巻	ISBN確認	qid:Q4701143|name:陰陽師コミックアンソロジー	
comic-shin-genjitsu	merge_all	year_SAME_READING	4	Comic新現実 || Comic新現実 || Comic新現実 || Comic新現実		4page全て同題「Comic新現実」=大塚英志プロデュースの漫画ムック(角川、Vol.1-4、2004-05)。同一刊行物の各号。KADOKAWA/Amazonで確認	ISBN確認	qid:Q11279182|name:Comic新現実	
higurashi-no-naku-koro-ni-kataribanashihen	merge_all	year_SAME_READING	4	ひぐらしのなく頃に 語咄し編 || ひぐらしのなく頃に 語咄し編 || ひぐらしのなく頃に 語咄し編 || ひぐらしのなく頃に 語咄し編		4page全て同題「ひぐらしのなく頃に 語咄し編」=原作竜騎士07・複数作画のコミックアンソロジーEX(スクエニ、第1-2集等)。同一アンソロジーシリーズの巻。SQUARE ENIX/Wikipediaで確認	ISBN確認	qid:Q11451835|name:ひぐらしのなく頃に 語咄し編	
tenchi-muyou	partial	year_SAME_READING	3	天地無用! || 天地無用 || 天地無用!	天地無用	「天地無用!」(!付、vol8/1995・vol2/1996)はアニメ天地無用!のコミカライズ系。一方「天地無用」(!無、vol4/1986)はやまさき十三/岡村賢二のラグビー漫画(全4巻・少年サンデー)で無関係の別作。後者がoutlier	diff_pub	qid:Q11279278|name:天地無用!qid:Q11473338|name:天地無用qid:Q11666374|name:天地無用!	
tenchi-muyou-ryououki	different_works	year_SAME_READING	2	天地無用!魎皇鬼 || 天地無用!魎皇鬼		[ISBN/出版社裁定] 同題「天地無用!魎皇鬼」に梶島正樹版(上下2巻・キネマ旬報社1994)と奥田ひとし版(角川・最終12巻)が存在。vol2(1994)とvol12(1995)が梶島下巻+奥田か全て奥田か著者不明で判別不能。保守的にuncertain	ISBN確認	qid:Q11279278|name:天地無用!魎皇鬼qid:Q5872362|name:天地無用!魎皇鬼	
ririkku	merge_all	year_SAME_READING	2	りりっく || りりっく		[ISBN/出版社裁定] 「りりっく」は作者・出版社情報がWeb検索で特定できず。2page各1巻・年1984/1985で同一作(再版)か別作か確証なし。憶測mergeを避けuncertain	ISBN確認	qid:Q11279774|name:りりっく	
kawaii-hito	different_works	year_SAME_READING	4	かわいいひと || かわいいひと || 可愛いひと || かわいいひと		「かわいいひと/可愛いひと」は汎用恋愛題で別作者多数。巻1/1/2/7・年(空)/2000/2000/2015でばらつき、特にvol7(2015)は別の長期連載。著者不一致で同一作確証なし	ISBN確認	qid:Q11280450|name:かわいいひとqid:Q11575851|name:かわいいひとqid:Q11606236|name:可愛いひとqid:Q8017002|name:かわいいひと	
suki-desu-kono-shoujo-manga	merge_all	year_SAME_READING	4	好きです、この少女まんが。 || 好きです、この少女まんが。 || 好きです、この少女まんが。 || 好きです、この少女まんが。		4page全て完全同一「好きです、この少女まんが。」・全vol1・全2011。同一作の重複record。merge適切	ISBN確認	qid:Q11281122|name:好きです、この少女まんが。	REKEYED
rose-garden	different_works	year_SAME_READING	4	ローズ・ガーデン || ローズ・ガーデン || ローズガーデン || ローズガーデン		小椋冬美の漫画『ローズ・ガーデン』(短編集・講談社)他、複数の同題作が存在。題揺れ(中黒有無)・巻1/2/1/1・年2000/1995/1994/(空)でばらつき、著者不明で同一作確証なし。Wikipedia/講談社で複数作確認	ISBN確認	qid:Q11281673|name:ローズ・ガーデンqid:Q11462110|name:ローズ・ガーデンqid:Q11500003|name:ローズガーデンqid:Q11639709|name:ローズガーデン	
teens-blues	merge_all	year_SAME_READING	2	ティーンズブルース || ティーンズブルース		両page=ティーンズブルース(kana同/2002同)。コージィ城倉のビッグコミックスピリッツ連載 全7巻(2002-2004)が唯一の該当作(Wikipedia/小学館)。7巻page=本体、1巻page=同一シリーズの分裂record。	版違い疑い	qid:Q11303326|name:ティーンズブルース	
gakuen-mokushiroku-highschool-of-the-dead	merge_all	year_DIFF_READING	2	学園黙示録HIGHSCHOOL OF THE DEAD || 学園黙示録 HIGHSCHOOL OF THE DEAD		両page=学園黙示録HIGHSCHOOL OF THE DEAD(差はスペース有無とkana大小のみ)。原作佐藤大輔/作画佐藤ショウジの唯一作、標準版全7巻(2007〜)+FULL COLOR EDITION(2011〜)。6巻=標準/1巻2011=フルカラー版、同一作の版違い(BOOK WALKER/Wikipedia)。	ISBN確認	qid:Q503748|name:学園黙示録 HIGHSCHOOL OF THE DEAD	
anata-no-kyoufu-taiken	merge_all	year_SAME_READING	2	あなたの恐怖体験 || あなたの恐怖体験		両record=書誌完全一致(title/kana/1巻/1989年とも同一)。著者欄空で個別確認不能だが、metadata byte一致=同一刊行物がMADBで二重登録された分裂record。別作の偶然一致は考えにくい。	ISBN確認	qid:Q11315424|name:あなたの恐怖体験	
aji-ichiban-bimi-selection	merge_all	year_SAME_READING	2	味一番!美味セレクション || 味一番!美味セレクション		両page=味一番!美味セレクション(2011同)。講談社プラチナコミックスのB級グルメ対決シリーズ(寺沢大介ほか、麺編/カレー編等の複数巻)。両page=同一シリーズの巻(講談社/Amazon)。	ISBN確認	qid:Q9187051|name:味一番!美味セレクション	
nippon-tanpen-manga-kessakushuu	merge_all	year_SAME_READING	6	日本短編漫画傑作集 || 日本短編漫画傑作集 || 日本短編漫画傑作集 || 日本短編漫画傑作集 || 日本短編漫画傑作集 || 日本短編漫画傑作集		6page全て=日本短編漫画傑作集(kana/2021同)。小学館の珠玉アンソロジー全6巻(いしかわじゅん他編)。6record=全6巻に対応する同一シリーズ(小学館コミック/Amazon)。	ISBN確認	qid:Q11352332|name:日本短編漫画傑作集	
pet	merge_all	year_SAME_READING	2	ペット || PET		page1=ペット10巻2003/page2=PET1巻2002。三宅乱丈『ペット(pet)』はビッグコミックスピリッツ2002-2003連載、原版5巻+リマスター版5巻=計10巻相当。kanaペット/年2002-2003でこのプロファイルに合致する作は三宅乱丈作のみ(Wikipedia/コミックナタリー)。ペット/PETは同題表記揺れ。	版違い疑い	qid:Q11354991|name:ペット	
itoshi-no-batman	merge_all	year_SAME_READING	2	愛しのバットマン || 愛しのバットマン		両page=愛しのバットマン(kana同/1991-1992隣接年)。細野不二彦のビッグコミックスペリオール連載 全13巻が唯一作(小学館/マンバ/BOOK WALKER)。13巻=本体、1巻=同シリーズ分裂record。	ISBN確認	qid:Q841020|name:愛しのバットマン	
persona-2-tsumi	merge_all	year_SAME_READING	2	ペルソナ2罪 || ペルソナ2罪		両record=ペルソナ2罪(kana/1巻/1999とも同一)。ゲーム『ペルソナ2 罪』のコミカライズで該当書誌一致。二重登録の分裂record(KADOKAWA/ORICON)。	ISBN確認	qid:Q11359703|name:ペルソナ2罪	
gunjou	partial	year_SAME_READING	3	羣青 || 群青 || 群青	羣青	群青(2012,5巻)=坂本虹原作/桐原いづみ作画のスクエニ ビッグガンガン作 全5巻(Amazon/Wikipedia)。群青(2012,1巻)は同作の分裂。羣青(2010,3巻)=中村珍の小学館IKKI作で別作者の別作(Wikipedia)。混在のためpartial、別物=羣青。	diff_pub	qid:Q11365817|name:羣青qid:Q11537170|name:群青qid:Q418449|name:群青	
mitsugetsu	different_works	year_SAME_READING	3	蜜月 || 蜜月 || みつげつ		[ISBN/出版社裁定] 蜜月(2007,5巻)/蜜月(2007,1巻)/みつげつ(2009,1巻)。蜜月は汎用題でWeb上に同題BL/女性向け作が多数、著者欄空で各pageの正体を特定できず。みつげつ(2009)は逢沢雪名作との候補ありだが2007蜜月との同一性も別性も確証不能。憶測mergeを避けuncertain。	ISBN確認	qid:Q11365858|name:蜜月qid:Q11482000|name:蜜月qid:Q18545787|name:みつげつ	
crown	merge_all	year_SAME_READING	2	CROWN || CROWN		両page=CROWN(漢字表記/kanaクラウン/2006同/5巻6巻)。和田慎二原作・氷栗優作画CROWNは秋田書店Princess GOLD連載 全6巻2006(Wikipedia)。中西達郎のクラウン(katakana題/マッグガーデン)とは題表記・出版社が別で混入なし。両CROWN page=和田/氷栗作の同一シリーズ。	版違い疑い	qid:Q441692|name:CROWN	
ibitsu	different_works	year_SAME_READING	3	イビツ || 歪 || いびつ		イビツ(2010,2巻)=ヤングガンガン連載のホラー全2巻。いびつ(2010,7巻)=岡田和人のヤングチャンピオン連載 全7巻(アダルトショップ物)。歪(2020,1巻)=さらに別作。読みイビツの同音異作3作で相互無関係(Wikipedia/Amazon/pixiv)。接尾辞で区別。	ISBN確認	qid:Q11371047|name:イビツqid:Q11678043|name:歪qid:Q9132059|name:いびつ	
kids	different_works	year_SAME_READING	3	Kids! || キッズ || Kids		[ISBN/出版社裁定] Kids!(1998,1巻)とキッズ/Kids(両1987,1巻)。1998と1987で年が異なり別作の可能性が高い一方、1987の2record(キッズ/Kids同年同kana)が同一作か別作かを著者なしWeb検索で特定できず。Kidsは汎用題、確証不能のためuncertain。	ISBN確認	qid:Q11372142|name:Kids!qid:Q3135258|name:キッズqid:Q9321501|name:Kids	
nihonshi-sasupensu-gekijou	merge_all	year_SAME_READING	2	日本史サスペンス劇場 || 日本史サスペンス劇場		両page=日本史サスペンス劇場(kana/2011同/各1巻)。日本テレビ番組のコミック版(ホーム社漫画文庫、血塗られた暗殺編/英雄たちの意外な真実編等の複数編・多数作画陣)。両record=同一コミカライズシリーズの編=巻(Amazon/紀伊國屋/MADB)。	ISBN確認	qid:Q11372936|name:日本史サスペンス劇場	
gekijouban-pocket-monster-diamond-pearl-special-comic	subseries	year_SAME_READING	3	劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック || 劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック || 劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック		劇場版ポケモンDPスペシャルコミックは各年=別映画のコミカライズ(2007ディアルガVSパルキアVSダークライ/2009アルセウス/2010幻影の覇者ゾロアーク=井上桃太)。同一umbrella題だが各年別作品。kadokawa/amazon。	same_pub	qid:Q11373070|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミックqid:Q11564503|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミックqid:Q7385272|name:劇場版ポケットモンスターダイヤモンド・パールスペシャルコミック	
inagawa-kaidan	subseries	year_SAME_READING	2	稲川怪談 || 稲川怪談		実話恐怖コミック稲川怪談(角川,稲川淳二原作の複数作画アンソロ)の別テーマ巻。2004年に『呪われた旅館にて』(08)『地下通路にて』(09)等。同シリーズの別副題巻。kadokawa.co.jp product200406000059/200406000060。	same_pub	qid:Q11373354|name:稲川怪談qid:Q11549680|name:稲川怪談	
kekkon-no-real	merge_all	year_SAME_READING	2	結婚のリアル || 結婚のリアル		『結婚のリアル ―セレクトYOU 結婚生活編―』(YOU漫画文庫,集英社)の同一アンソロジー。vol1(島津郷子他)/vol2(桜沢エリカ他)が存在し、データの両entryは同一シリーズ題。amazon 4087852318/4087852326。	ISBN確認	qid:Q11373855|name:結婚のリアル	
otona-no-love-jikan	merge_all	year_SAME_READING	2	大人の恋愛時間 || 大人の恋愛時間		[ISBN/出版社裁定] 『大人の恋愛時間』2001の正体を複数検索で特定できず。著者なし・同年同題のみで同一作の確証も別作の確証も得られない。保守原則によりmerge保留。	ISBN確認	qid:Q11373855|name:大人の恋愛時間	
gekijouban-pocket-monster-ag-special-comic	subseries	year_SAME_READING	2	劇場版ポケットモンスターAGスペシャルコミック || 劇場版ポケットモンスターAGスペシャルコミック		劇場版ポケモンAGスペシャルコミックも各年=別映画コミカライズ(2005ミュウと波導の勇者/2006ポケモンレンジャーと蒼海の王子等)。umbrella題下の別作品。DP版(idx252)と同型。	same_pub	qid:Q11379164|name:劇場版ポケットモンスターAGスペシャルコミックqid:Q11564503|name:劇場版ポケットモンスターAGスペシャルコミック	
gakken-manga-nippon-no-rekishi	merge_all	year_SAME_READING	3	学研まんが 日本の歴史 || 学研まんが 日本の歴史 || 学研まんが 日本の歴史		学研まんが日本の歴史(学研の学習漫画シリーズ,複数作画)の同一シリーズvol1の別年版/重版(1982/1982/1991)。同出版社同題シリーズの版違い。gakken/bookwalker series25006。	ISBN確認	qid:Q11379565|name:学研まんが 日本の歴史	
devil-summoner-soul-hackers	merge_all	year_SAME_READING	2	デビルサマナーソウルハッカーズ || デビルサマナー ソウルハッカーズ		デビルサマナーソウルハッカーズは佐々原史緒/高沢和巳の角川全2巻単一作(1999-03 vol1,1999-09 vol2)。データのvol1/vol2(空白差のみの題揺れ)は同一作の各巻。ja.wikipedia/amazon 4048531204。	版違い疑い	qid:Q11382014|name:デビルサマナーソウルハッカーズ	
garo-com-manga-kessakusen	merge_all	year_SAME_READING	2	「ガロ」「COM」漫画名作選 || 「ガロ」「COM」漫画名作選		『「ガロ」「COM」漫画名作選』(講談社2012,白土三平他アンソロジー全2巻)。同年同題の両entryは同一アンソロジーシリーズ。kodansha titles/1000006144,ci.nii BB12494179。	ISBN確認	qid:Q11382048|name:「ガロ」「COM」漫画名作選	
c-live	merge_all	year_SAME_READING	3	C-live || C-live || C-live		C-LIVE(阿乱霊編,1986-アンソロジーコミック,複数巻=C-live4までMADB登録)。同一アンソロジー題の別巻/重版(1986/1987/1987)。mediaarts-db M322068,bookoff。	ISBN確認	qid:Q11394348|name:C-live	REKEYED
shoujo-mangaka-no-koi	different_works	year_SAME_READING	2	少女まんが家の恋 || 少女漫画家の恋		別作者の同名異作。『少女まんが家の恋』=刑部真芯(小学館,ちゃお系少女漫画,2006)、『少女漫画家の恋』=紺野けい子(リブレ/B-Boy,BL,2007-12)。出版社・作者・ジャンル全て異なる。shogakukan/libre。	ISBN確認	qid:Q11396374|name:少女まんが家の恋qid:Q11606236|name:少女漫画家の恋	
tales-of-the-abyss	merge_all	year_SAME_READING	2	テイルズオブジアビス || TALES OF THE ABYSS		テイルズオブジアビス(2006 vol1)とTALES OF THE ABYSS(2006 vol1)=同一読み・同年・同巻、カタカナ題と公式ラテンロゴ題の重複記録。mag-garden(2006-03刊)。同一作の表記違い。	版違い疑い	qid:Q11397016|name:テイルズオブジアビス	
shachi	different_works	year_SAME_READING	2	シャチ || 鯱		[ISBN/出版社裁定] 『鯱-シャチ』=土田世紀(1巻,1996)と確認。だがカタカナ『シャチ』(全2巻,1997)が土田世紀の同作と一致するか特定できず(別作者シャチ作品多数)。漢字/カナ差+巻数差+年差で確証なし、保守原則でmerge保留。cmoa 131888。	ISBN確認	qid:Q11399093|name:シャチqid:Q11423789|name:鯱	
akai-kutsu	different_works	year_SAME_READING	2	赤い靴 || 赤い靴		赤い靴=アンデルセン童話由来の汎用題で別作者の同名異作多数(まんがグリム童話赤い靴=竹崎真実/ホラーシルキー魔夜の赤い靴=愛田真夕美等)。著者なし同年2件は別作と推定。k-manga。	ISBN確認	qid:Q11399439|name:赤い靴qid:Q11476822|name:赤い靴	
blue	different_works	year_SAME_READING	5	BLUE || blue || blue || BLUE || BLUE		BLUE/blueは別作者の汎用題群:8巻2010/2巻1991/1巻2020/2巻2006(×2)と巻数・年バラバラ。魚喃キリコblue(1997,1巻)等。明確に複数無関係作。ja.wikipedia Blue_魚喃。	ISBN確認	qid:Q11405867|name:BLUEqid:Q11462404|name:blueqid:Q271632|name:Blueqid:Q324980|name:BLUEqid:Q6061723|name:BLUE	
pink-pepper	different_works	year_SAME_READING	2	ピンクペッパー || ピンク・ペッパー		[ISBN/出版社裁定] Group idx=266 (pink-pepper) is OUTSIDE my assigned range (267-279). Not researched. NOTE: my assigned range was lines 267-280 which corresponds to idx 266-279; idx 266 = line 267. Treating as in-scope below if needed but no author/web confirmation available; two near-identical titles ピンクペッパー(2vol,2008)/ピンク・ペッパー(1vol,2009) differ in middot and year — cannot confirm same work, default different_works without proof, but unresearched.	ISBN確認	qid:Q11407271|name:ピンクペッパーqid:Q8917466|name:ピンク・ペッパー	
gakuen-tengoku	different_works	year_SAME_READING	4	学園天国 || 学園天国 || 学園天国 || 学園天国		学園天国: 複数の無関係作。遊人版(集英社ヤングジャンプ,~8-12巻,2003-)と原明日美版(講談社なかよし,全1巻,2002)は別作者・別出版社。1991/1998の1巻ものも別作。ja.wikipedia 学園天国(遊人の漫画)/(原明日美の漫画)で別ページ。偶然同題の別作群。	ISBN確認	qid:Q11409648|name:学園天国qid:Q11418590|name:学園天国qid:Q11657721|name:学園天国qid:Q965600|name:学園天国	
get-chu	different_works	year_SAME_READING	2	GET CHU || げっちゅー		GET CHU(1巻,2000)=右京あやね(集英社マーガレットコミックス, amazon ASIN 4088472756) vs げっちゅー(13巻,1999)=すぎ恵美子(小学館Cheese!, ja.wikipedia げっちゅー)。別作者・別出版社の同音異作。	ISBN確認	qid:Q11412137|name:GET CHU	SPLIT_SUBSET
getchuu	different_works	year_SAME_READING	2	GET CHU || げっちゅー		GET CHU(1巻,2000)=右京あやね(集英社マーガレットコミックス, amazon ASIN 4088472756) vs げっちゅー(13巻,1999)=すぎ恵美子(小学館Cheese!, ja.wikipedia げっちゅー)。別作者・別出版社の同音異作。	ISBN確認	qid:Q1335743|name:げっちゅー	SPLIT_SUBSET
koike-kazuo-gekiga-selection	merge_all	year_SAME_READING	3	小池一夫劇画セレクション || 小池一夫劇画セレクション || 小池一夫劇画セレクション		小池一夫劇画セレクション: 3件とも題・年(2019)・1巻が完全一致。ゴマブックスによる小池一夫(原作)劇画の再録セレクションという単一ブランドシリーズの分割記録(goma-books.com/kazuokoike)。同一シリーズ・同一原作者の巻分割。	ISBN確認	qid:Q11412214|name:小池一夫劇画セレクション	
pokettomonsutaa-4-koma-manga-gekijou	merge_all	year_SAME_READING	2	ポケットモンスター4コママンガ劇場 || ポケットモンスター4コママンガ劇場		ポケットモンスター4コママンガ劇場: 2件とも題・年(1997)・1巻が完全一致。エニックス刊の複数作家アンソロジー単一シリーズ(ja.wikipedia 4コママンガ劇場, amazon エニックス出版局)。同一アンソロジーシリーズの分割記録。	ISBN確認	qid:Q11416009|name:ポケットモンスター4コママンガ劇場	
iki-doll	merge_all	year_SAME_READING	2	生き人形 || 生き人形		生き人形: 永久保貴一(稲川淳二原案のホラー, ja.wikipedia 生き人形)。1985 vol1 と 1986 vol4 は同一作者・同一シリーズの連続巻。発売年は巻進行に整合。同一作。	版違い疑い	qid:Q11549680|name:生き人形	
othello	different_works	year_SAME_READING	3	OTHELLO || オセロ。 || オセロ		オセロ。(7巻,2001)=池沢理美(講談社別冊フレンド, ja.wikipedia オセロ。) / OTHELLO(2巻,2010)=塚本妖一(講談社月刊少年ライバル, kodansha 0000046004) / オセロ(1巻,2009)=別作。著者・連載誌・年が全て異なる別作者の同音異作群。	ISBN確認	qid:Q11428478|name:OTHELLOqid:Q4411283|name:オセロ。qid:Q52717668|name:オセロ	
otonari-no-katei-jijou	merge_all	year_SAME_READING	2	おとなりの家庭事情 || おとなりの家庭事情		おとなりの家庭事情: 2件とも題・年(2001)・1巻が完全一致(byte同一)。Web上に独立作品情報なく、同一単巻作の重複記録(別MADB-ID型dedup)とみなすのが妥当。著者不明だが同一性が高い。	ISBN確認	qid:Q11428743|name:おとなりの家庭事情	
joukyou-monogatari	different_works	year_SAME_READING	3	上京物語 || 上京物語 || 上京ものがたり		上京ものがたり(2004)=西原理恵子(小学館ビッグコミックスペリオール,手塚治虫文化賞, ja.wikipedia 上京ものがたり)。一方 上京物語(2003)/上京物語(1991)は別題・別年の別作。題表記(漢字/かな)と年が異なる別作群。	ISBN確認	qid:Q11429295|name:上京物語qid:Q11581584|name:上京物語qid:Q3431787|name:上京ものがたり	
call-my-name	different_works	year_SAME_READING	2	コール・マイ・ネーム! || CALL MY NAME		コール・マイ・ネーム!(1巻,2002)とCALL MY NAME(1巻,2001)は題表記・年が異なる別単巻作。咲坂伊緒のCALL MY NAMEは2014年以降で別物。同題の独立作が複数存在し、同一作の確証なし。	ISBN確認	qid:Q11430958|name:コール・マイ・ネーム!qid:Q6061723|name:CALL MY NAME	
hot-shot	different_works	year_SAME_READING	2	Hot Shot || ホット・ショット		Hot Shot(5巻,2001)=大野純二(講談社少年マガジン, ゴルフ漫画, kodansha 0000006223, amazon 4063129314) vs ホット・ショット(3巻,2000)=別作者(黒田かすみ/伊藤結花理 等の同題作)。著者・巻数・年が異なる別作。	ISBN確認	qid:Q11439732|name:Hot Shotqid:Q17130149|name:ホット・ショット	
star-ocean-second-story	merge_all	year_SAME_READING	2	スターオーシャン セカンドストーリー || スターオーシャン セカンドストーリー		スターオーシャン セカンドストーリー: 2件とも題が完全一致。東まゆみ(月刊少年ガンガン,ガンガンコミックス,1999-2001,全7巻, mangapedia/amazon 4757500297)のコミカライズ。1999/2000は同一シリーズの巻分割記録。	版違い疑い	qid:Q11443794|name:スターオーシャン セカンドストーリー	
orange-collection	merge_all	year_SAME_READING	2	オレンジコレクション || オレンジコレクション		オレンジコレクション: 2件とも題・年(1990)・1巻が完全一致(byte同一)。Web上に独立情報なく、同一単巻作の重複記録(dedup)とみなすのが妥当。	ISBN確認	qid:Q11447429|name:オレンジコレクション	
