idx	title	seg	cur_slug	new_slug	conf	changed	flag	note
306	思いっきり100P	オモイッキリ 100ページ	omoikkiri-100peeji	omoikkiri-100p	OK	CHANGED		OK: 思いっきりomoikkiri(促音kk); 100P=latin 100p
307	200m先の熱	ニヒャクメートル サキ ノ ネツ	nihyakumeetoru-saki-no-netsu	200m-saki-no-netsu	OK	CHANGED		OK: 200m=latin; 先saki; の=no; 熱netsu
308	170cm★オトメチカ	ヒャクナナジッセンチ オトメチカ	hyakunanajissenchi-otomechika	170cm-otomechika	OK	CHANGED		OK: 170cm=latin; ★除去; オトメチカ=固有名詞→hebon otomechika
309	小3アシベQQゴマちゃん	ショウサン アシベ キューキュー ゴマ チャン	sho-san-ashibe-kyukyu-goma-chan	sho-3-ashibe-qq-goma-chan	OK	CHANGED		OK: 小sho; 3=latin digit; アシベashibe; QQ=latin qq; ゴマちゃんgoma-chan
310	To heart4コママンガ劇場	トゥハート ヨンコマ マンガ ゲキジョウ	tohaato-yonkoma-manga-gekijo	to-heart-4-koma-manga-gekijo	OK	CHANGED		OK: To heart=latin→to-heart; 4=latin digit; コマkoma; マンガmanga; 劇場gekijo(おう落とす)
311	恋は100kg	コイ ワ 100 KG	koi-wa-100-kg	koi-wa-100kg	OK	CHANGED		OK: 恋koi; は=wa; 100kg=latin run
312	F-1倶楽部	エフ ワン クラブ	efu-wan-kurabu	f-1-club	OK	CHANGED		OK: F-1=latin f-1; 倶楽部=当て字読みクラブ=club(英語音写一致)
313	KISS ME ダーリン!!×3	Kiss me ダーリン 3	kiss-me-daarin-3	kiss-me-darling-3	OK	CHANGED		OK: KISS ME=latin kiss-me; ダーリン=darling(英語音写一致); !!除去; ×3→×乗算記号除去,3keep
314	GO!GO!12歳	ゴー ゴー 12サイ	go-go-12sai	go-go-12-sai	OK	CHANGED		OK: GO!GO!=latin→go-go; 12=latin digit; 歳sai
315	アタックno.1	アタック no 1	atakku-no-1	attack-no-1	OK	CHANGED		OK: アタック=attack(公式英題Attack No.1音写一致); no.1=latin→no-1
316	アタックNo.1	アタック No 1	atakku-no-1	attack-no-1	OK	CHANGED		OK: 同上 アタックNo.1=attack-no-1
317	新アタックNo.1	シン アタック ナンバー ワン	shin-atakku-nanbaa-wan	shin-attack-no-1	OK	CHANGED		OK: 新shin; アタックNo.1=attack-no-1
318	トリコロMW-1056	トリコロ MW-1056	torikoro-mw1056	torikoro-mw-1056	OK	CHANGED		OK: トリコロ=固有名詞hebon torikoro; MW-1056=latin→mw-1056
319	代紋TAKE2	エンブレム テイク ツー	enburemu-teiku-tsu	emblem-take2	OK	CHANGED		OK: 代紋=当て字読みエンブレム=emblem(英語音写一致); TAKE2=latin take2
320	ダーリンはno.1	ダーリン ワ ナンバー ワン	daarin-wa-nanbaa-wan	darling-wa-no-1	OK	CHANGED		OK: ダーリン=darling(英語音写一致); は=wa; no.1=latin→no-1
321	コミックネオロマンスmix 4コマ トレーディングロマンス	コミック ネオロマンス mix 4コマ トレーディング ロマンス	komikku-neoromansu-mix-4koma-toreedingu-romansu	comic-neo-romance-mix-4-koma-trading-romance	LOW	CHANGED		LOW: コミックcomic/ネオロマンス=Koei brand Neo Romance/トレーディングtrading/ロマンスromance(英語音写一致), mix latin, 4コマ4-koma; brand romanization要検証
322	樹海少年ZOO1	ジュカイ ショウネン ZOO1	jukai-shonen-zo1	jukai-shonen-zoo1	OK	CHANGED		OK: 樹海jukai; 少年shonen; ZOO1=latin zoo1
323	Cafe南青山骨董通りsince 1962	カフェ ミナミアオヤマ コットウドオリ シンス センキュウヒャクロクジュウニ	kafe-minamiaoyama-kottodori-shinsu-senkyuhyakurokujuni	cafe-minamiaoyama-kottodori-since-1962	OK	CHANGED		OK: Cafe=latin cafe; 南青山minamiaoyama; 骨董通りkottodori; since 1962=latin→since-1962
324	V8探偵Dick	V8 タンテイ Dick	v8-tantei-dick	v8-tantei-dick	OK			OK: V8=latin v8; 探偵tantei; Dick=latin dick
325	ROCKMAN DASH 2 エピソード2 大いなる遺産 4コマギャグバトル	ロックマン ダッシュ ツー エピソード ツー オオイナル イサン ヨンコマ ギャグ バトル	rokkuman-dasshu-tsu-episodo-tsu-oinaru-i-san-yonkoma-gyagu-batoru	rockman-dash-2-episode-2-oinaru-isan-4-koma-gag-battle	OK	CHANGED		OK: ROCKMAN DASH 2=latin→rockman-dash-2; エピソードepisode/ギャグgag/バトルbattle(英語音写一致); 2 latin digit; 大いなるoinaru(おお落とす); 遺産isan; 4コマ4-koma
326	SDガンダムGジェネレーション・ゼロ 4コマKINGS	SD ガンダム ジー ジェネレーション ゼロ 4コマ kings	sd-gandamu-jii-jienereeshon-zero-4koma-kings	sd-gandamu-g-generation-zero-4-koma-kings	OK	CHANGED		OK: SD latin; ガンダム=和製コイン固有→hebon gandamu; G latin; ジェネレーションgeneration/ゼロzero(英語音写一致); ・→hyphen; 4コマ4-koma; KINGS latin
327	JAH3名様	ジャー サンメイサマ	jaa-sanmei-sama	jah-3-mei-sama	OK	CHANGED		OK: JAH=latin jah; 3=latin digit(segサンは数字読み); 名様mei-sama
328	THE 3名様	THE 3メイサマ	the-3mei-sama	the-3-mei-sama	OK	CHANGED		OK: THE=latin the; 3=latin digit; 名様mei-sama
329	THE3名様	ザ サンメイ サマ	za-sanmei-sama	the-3-mei-sama	OK	CHANGED		OK: THE3=latin→the-3; 名様mei-sama
330	THE3名様Ωメガ盛り	ザ サンメイサマ オメガ モリ	za-sanmei-sama-omega-mori	the-3-mei-sama-omega-mori	OK	CHANGED		OK: THE3=the-3; 名様mei-sama; Ωメガ=オメガ=omega(ギリシャ文字音写); 盛りmori
331	陰謀論THE3名様Q	インボウロン ザ サンメイサマ キュー	inboron-za-sanmei-sama-kyu	inboron-the-3-mei-sama-q	OK	CHANGED		OK: 陰謀論inboron(おう落とす); THE3=the-3; 名様mei-sama; Q=latin q
332	新生MMR迫りくる人類滅亡3大危機!!	シンセイ エムエムアール セマリクル ジンルイ メツボウ トリプル クライシス	shinsei-emuemuaaru-semarikuru-jinrui-metsubo-toripuru-kuraishisu	shinsei-mmr-semarikuru-jinrui-metsubo-triple-crisis	OK	CHANGED		OK: 新生shinsei; MMR latin; 迫りくるsemarikuru; 人類jinrui; 滅亡metsubo(おう落とす); 3大危機=seg当て字読みトリプルクライシス=triple-crisis(英語音写一致)
333	3年Z組ポチ先生	3ネン Zグミ ポチ センセイ	3nen-zgumi-pochi-sensei	3-nen-z-gumi-pochi-sensei	OK	CHANGED		OK: 3=latin digit; 年nen; Z=latin z; 組gumi; ポチ固有hebon pochi; 先生sensei
334	先生ロックオン!2nd	センセイ ロック オン セカンド	sensei-rokku-on-sekando	sensei-lock-on-2nd	OK	CHANGED		OK: 先生sensei; ロックオン=lock-on(英語音写一致); !除去; 2nd=latin 2nd
335	8ミリの悪魔vs特命班	8ミリ ノ アクマ vs トクメイハン	8miri-no-akuma-vs-tokumeihan	8-miri-no-akuma-vs-tokumeihan	OK	CHANGED		OK: 8=latin digit; ミリ=和製→hebon miri(8mm単独英単語化せず安全側); の=no; 悪魔akuma; vs=latin; 特命班tokumeihan
336	戦国BASARA4電撃コミックアンソロジー	センゴク バサラ フォー デンゲキ コミック アンソロジー	sengoku-basara-fo-dengeki-komikku-ansorojii	sengoku-basara-4-dengeki-komikku-ansorojii	OK	CHANGED		OK: BASARA=字面latin, 4=数字keep, 電撃/アンソロジー=hepburn
337	手のひらサイズの猫と26歳OLの同居生活	テノヒラ サイズ ノ ネコ ト ニジュウロクサイ オーエル ノ ドウキョ セイカツ	tenohira-saizu-no-neko-to-nijurokusai-oeru-no-dokyo-seikatsu	tenohira-size-no-neko-to-26-sai-ol-no-dokyo-seikatsu	OK	CHANGED		OK: サイズ=size loanword, 26=keep, OL=字面latin
338	ミッドナイトレストラン7 to 7	ミッドナイト レストラン セブン to セブン	middonaito-resutoran-sebun-to-sebun	midnight-restaurant-7-to-7	OK	CHANGED		OK: ミッドナイトレストラン=midnight restaurant loanword, '7 to 7'=latin run字面
339	F-1伝説	エフ ワン デンセツ	efu-wan-densetsu	f-1-densetsu	OK	CHANGED		OK: F-1=字面latin, 伝説=hepburn
340	迷子のバンビにキスを1mm	マイゴ ノ バンビ ニ キス ヲ 1ミリ	maigo-no-banbi-ni-kisu-wo-1miri	maigo-no-bambi-ni-kiss-wo-1mm	OK	CHANGED		OK: バンビ=bambi, キス=kiss loanword, ヲ=wo, 1mm=latin run字面
341	4LDKカンパニー	ヨン エルディーケイ カンパニー	yon-erudiikei-kanpanii	4ldk-company	OK	CHANGED		OK: 4LDK=字面latin, カンパニー=company loanword
342	天獄の島season 2	テンゴク ノ シマ season 2	tengoku-no-shima-season-2	tengoku-no-shima-season-2	OK			OK: 天獄の島=hepburn, 'season 2'=latin run字面
343	カスタムロボV2 4コマギャグバトル	カスタム ロボ ブイツー ヨンコマ ギャグ バトル	kasutamu-robo-buitsu-yonkoma-gyagu-batoru	custom-robo-v2-4-koma-gag-battle	OK	CHANGED		OK: Custom Robo公式名(ロボ=robo), V2=字面latin, 4=keep, ギャグ=gag/バトル=battle loanword
344	Mリーグほぼ毎日4コマ	エム リーグ ホボ マイニチ ヨンコマ	emu-riigu-hobo-mainichi-yonkoma	m-league-hobo-mainichi-4-koma	OK	CHANGED		OK: Mリーグ=M League公式, ほぼ毎日=hepburn, 4=keep
345	3Dマテリアル	3D マテリアル	3d-materiaru	3d-material	OK	CHANGED		OK: 3D=字面latin, マテリアル=material loanword
346	王子さまlv2 the comic	オウジサマ レベル2 ザ コミック	oji-sama-reberu2-za-komikku	oji-sama-lv2-the-comic	OK	CHANGED		OK: 王子さま=oji-sama hepburn, 'lv2'/'the comic'=latin run字面
347	KANAKOどきどき'87	カナコ ドキドキ '87	kanako-dokidoki-87	kanako-dokidoki-87	OK			OK: KANAKO=字面latin, どきどき=onomatopoeia hepburn, '87=latin
348	谷村ひとしの爆裂CR海物語攻略2002	タニムラ ヒトシ ノ バクレツ CR ウミ モノガタリ コウリャク 2002	tanimura-hitoshi-no-bakuretsu-cr-umi-monogatari-koryaku-2002	tanimura-hitoshi-no-bakuretsu-cr-umi-monogatari-koryaku-2002	OK			OK: CR=字面latin, 残り=hepburn, 2002=keep
349	3年C組呪いの黒板	サンネン シーグミ ノロイ ノ コクバン	sannen-shiigumi-noroi-no-kokuban	3-nen-c-gumi-noroi-no-kokuban	OK	CHANGED		OK: 3=keep, C=字面latin, 年組呪いの黒板=hepburn
350	胸キュン刑事2みるくCC	ムネキュン デカ 2 ミルク CC	munekyun-deka-2-miruku-cc	munekyun-deka-2-milk-cc	OK	CHANGED		OK: 胸キュン刑事=hepburn, 2=keep, みるく=milk loanword, CC=字面latin
351	ホステスNo.1ネオン街の再建屋みなみ、登場!!	ホステスナンバーワン	hosutesunanbaawan	hostess-no-1-neon-gai-no-saikenya-minami-tojo	LOW	CHANGED		LOW: seg部分のみ, ホステス=hostess/ネオン=neon loanword, No.1=latin, 再建屋/登場 読み推定
352	新ホステスNo.1	シンホステスナンバーワン	shinhosutesunanbaawan	shin-hostess-no-1	OK	CHANGED		OK: 新=shin hepburn, ホステス=hostess loanword, No.1=latin
353	ホスピ・めし2nd season	ホスピ メシ セカンド シーズン	hosupi-meshi-sekando-shiizun	hosupi-meshi-2nd-season	OK	CHANGED		OK: ホスピ・めし=coin word hepburn(・→hyphen), '2nd season'=latin run字面
354	ホスピめし 2nd season	ホスピ メシ セカンド シーズン	hosupi-meshi-sekando-shiizun	hosupi-meshi-2nd-season	OK	CHANGED		OK: idx353同題 表記揺れ, '2nd season'=latin run字面
355	ひまわり 2nd episode	ヒマワリ 2nd episode	himawari-2nd-episode	himawari-2nd-episode	OK			OK: ひまわり=hepburn, '2nd episode'=latin run字面
356	MIO2しちゃお!	ミオミオ シチャオ	miomio-shichao	mio2-shichao	OK	CHANGED		OK: MIO2=字面latin, しちゃお=hepburn
357	少年No.1	ショウネン No1	shonen-no1	shonen-no-1	OK	CHANGED		OK: 少年=shonen hepburn(長音落とし), No.1=latin run字面
358	40歳からラジコンできるかな?TYPE-S	ヨンジュッサイ カラ ラジコン デキル カナ タイプ エス	yonjussai-kara-rajikon-dekiru-kana-taipu-esu	40-sai-kara-rajikon-dekiru-kana-type-s	OK	CHANGED		OK: 40=keep, ラジコン=和製略語hepburn, TYPE-S=字面latin
359	ガッツリ食べて-7kg減ゲキウマ糖質制限ダイエット	ガッツリ タベテ - 7kg ゲン ゲキウマ トウシツ セイゲン ダイエット	gattsuri-tabete-7kg-gen-gekiuma-toshitsu-seigen-daietto	gattsuri-tabete-7kg-gen-gekiuma-toshitsu-seigen-diet	OK	CHANGED		OK: -7kg=latin run字面, ダイエット=diet loanword, 残りhepburn(促音gattsuri)
360	悠久幻想曲2nd Alubum 公式コミックファンブック	ユウキュウ ゲンソウキョク セカンド アルバム	yukyu-gensokyoku-sekando-arubamu	yukyu-gensokyoku-2nd-alubum-koshiki-komikku-fanbukku	OK	CHANGED		OK: 悠久幻想曲=hepburn長音落とし, '2nd Alubum'=字面latin(原綴り誤記keep), 公式コミックファンブック=hepburn
361	1999ノストラダムス地獄のX-file	センキュウヒャク クジュウク ノストラダムス ジゴク ノ エックス ファイル	senkyuhyaku-kujuku-nosutoradamusu-jigoku-no-ekkusu-fairu	1999-nostradamus-jigoku-no-x-file	OK	CHANGED		OK: 1999=keep, ノストラダムス=Nostradamus固有名英綴り, X-file=字面latin
362	マンガちょっとHな江戸の小噺200	マンガ チョット H ナ エド ノ コバナシ 200	manga-chotto-h-na-edo-no-kobanashi-200	manga-chotto-h-na-edo-no-kobanashi-200	OK			OK: H=字面latin, 200=keep, 残りhepburn
363	No.1海童	NO 1 カイドウ	no-1-kaido	no-1-kaido	OK			OK: No.1=latin run字面, 海童=kaido hepburn
364	4×4～お隣さんは4B男子～	フォー バイ フォー オトナリサン ワ ヨン ビー ダンシ	fo-bai-fo-otonari-san-wa-yon-bii-danshi	4x4-otonari-san-wa-4b-danshi	LOW	CHANGED		LOW: 4×4の×は記号除去で'44'(意味曖昧), お隣さんは4B男子=hepburn+4b字面latin
365	びんぼうまんが家!都内で月3万円の3DKに住んでます	ビンボウ マンガカ トナイ デ ツキ 3マンエン ノ 3DK ニ スンデマス	binbo-mangaka-tonai-de-tsuki-3manen-no-3dk-ni-sundemasu	binbo-mangaka-tonai-de-tsuki-3-manen-no-3dk-ni-sundemasu	OK	CHANGED		OK: 3=keep, 3DK=字面latin, びんぼうまんが家=hepburn長音落とし(!→hyphen)
366	藤崎竜作品集1 PSYCHO+	フジサキ リュウ サクヒンシュウ イチ サイコ プラス	fujisaki-ryu-sakuhinshu-ichi-saiko-purasu	fujisaki-ryu-sakuhinshu-1-psycho	OK	CHANGED		OK: 藤崎竜作品集=hepburn, 1=keep, 'PSYCHO+'=字面latin(+除去)
367	じょしラク!2 Years Later	ジョシラク ツー イヤーズ レイター	joshiraku-tsu-iyaazu-reitaa	joshiraku-2-years-later	OK	CHANGED		OK: じょしラク=joshiraku hepburn(!→hyphen), '2 Years Later'=latin run字面
368	君に注ぐ100dB	キミ ニ ソソグ ヒャク デシベル	kimi-ni-sosogu-hyaku-deshiberu	kimi-ni-sosogu-100db	OK	CHANGED		OK: 君に注ぐ=hepburn, 100dB=字面latin
369	東京ラブストーリーAfter 25 years	トウキョウ ラブ ストーリー アフター トゥエンティファイブ イヤーズ	tokyo-rabu-sutorii-afutaa-toenteifaibu-iyaazu	tokyo-love-story-after-25-years	OK	CHANGED		OK: 東京=tokyo, ラブストーリー=love story loanword, 'After 25 years'=latin run字面
370	血界戦線back 2 back	ケッカイ センセン バック ツー バック	kekkai-sensen-bakku-tsu-bakku	kekkai-sensen-back-2-back	OK	CHANGED		OK: 血界戦線=kekkai-sensen hepburn(促音), 'back 2 back'=latin run字面
371	血界戦線Back 2 Back	ケッカイ センセン バック ツー バック	kekkai-sensen-bakku-tsu-bakku	kekkai-sensen-back-2-back	OK	CHANGED		OK: idx370同題 表記揺れ, 'Back 2 Back'=latin run字面
372	血界戦線Beat 3 Peat	ケッカイ センセン ビート スリー ピート	kekkai-sensen-biito-surii-piito	kekkai-sensen-beat-3-peat	OK	CHANGED		OK: 血界戦線=hepburn, 'Beat 3 Peat'=latin run字面
373	三原順傑作選'70s	ミハラ ジュン ケッサクセン セブンティーズ	mihara-jun-kessakusen-sebunteiizu	mihara-jun-kessakusen-70s	OK	CHANGED		OK: 三原順傑作選=hepburn, ''70s'=latin run字面
374	三原順傑作選'80s	ミハラ ジュン ケッサクセン '80s	mihara-jun-kessakusen-80s	mihara-jun-kessakusen-80s	OK			OK: 三原順傑作選=hepburn, ''80s'=latin run字面
375	Cl 1/菜園モノクローム	シーエル イチ サイエン モノクローム	shiieru-ichi-saien-monokuromu	cl-1-saien-monochrome	OK	CHANGED		OK: 'Cl 1'=latin run字面(/→hyphen), 菜園=saien hepburn, モノクローム=monochrome loanword
376	プリズマ・イリヤ2wei!	プリズマ イリヤ 2wei	purizuma-iriya-2wei	prisma-illya-2wei	OK	CHANGED		OK: プリズマ☆イリヤ=Fate kaleid公式英題Prisma Illya, ・→hyphen, '2wei'=字面latin(!除去)
377	プリズマ☆イリヤ2wei!	プリズマ イリヤ ツヴァイ	purizuma-iriya-tsuvai	prisma-illya-2wei	OK	CHANGED		OK: idx376同題 表記揺れ(☆除去), Prisma Illya公式英題, '2wei'=字面latin
378	東京闇虫-2nd scenario-パンドラ	トウキョウ ヤミムシ セカンド シナリオ パンドラ	tokyo-yamimushi-sekando-shinario-pandora	tokyo-yamimushi-2nd-scenario-pandora	OK	CHANGED		OK: 東京闇虫=tokyo-yamimushi(ヘボン),「2nd scenario」latin字面→2nd-scenario,パンドラ=pandora(音写)
379	アイドルマスター2 the world is all one!!	アイドル マスター ツー ザ ワールド イズ オール ワン	aidoru-masutaa-tsu-za-waarudo-izu-oru-wan	idol-master-2-the-world-is-all-one	LOW	CHANGED		LOW: アイドルマスター=idol-master(音写,公式iDOLM@STER),2数字keep,「the world is all one」latin
380	アイドルマスター2 The world is all one!!	アイドル マスター ツー ザ ワールド イズ オール ワン	aidoru-masutaa-tsu-za-waarudo-izu-oru-wan	idol-master-2-the-world-is-all-one	LOW	CHANGED		LOW: 379と同題(大文字差のみ)。idol-master音写+数字keep+latin
381	〔○生〕お仕事ウラ話読者投稿ベスト 元スタッフが激白!衝撃ヤバヤバ業界(秘)スクープ416p!!	ナマ オシゴト ウラバナシ ドクシャ トウコウ ベスト モト スタッフ ガ ゲキハク ショウゲキ ヤバヤバ ギョウカイ ヒ スクープ ヨンヒャクジュウロク ピー	nama-oshigoto-urabanashi-dokusha-toko-besuto-moto-sutaffu-ga-gekihaku-shogeki-yabayaba-gyokai-hi-sukupu-yonhyakujuroku-pii	nama-oshigoto-urabanashi-dokusha-toko-best-moto-staff-ga-gekihaku-shogeki-yabayaba-gyokai-hi-scoop-416p	OK	CHANGED		OK: 〔○生〕=nama,日本語ヘボン,ベスト/スタッフ/スクープ=best/staff/scoop音写,416p latin字面
382	〔○生〕トンデモ冠婚葬祭読者投稿ベスト 結婚式こぼれ話!新郎新婦ドタバタ目撃談416p!!	ナマ トンデモ カンコン ソウサイ ドクシャ トウコウ ベスト ケッコンシキ コボレバナシ シンロウ シンプ ドタバタ モクゲキダン ヨンヒャクジュウロク ピー	nama-tondemo-kankon-sosai-dokusha-toko-besuto-kekkonshiki-koborebanashi-shinro-shinpu-dotabata-mokugekidan-yonhyakujuroku-pii	nama-tondemo-kankon-sosai-dokusha-toko-best-kekkonshiki-koborebanashi-shinro-shinpu-dotabata-mokugekidan-416p	OK	CHANGED		OK: nama+日本語ヘボン,ベスト=best音写,416p latin字面
383	メガ盛!本当にあった〔○生〕)絶叫パニック24時SP	メガモリ ホントウ ニ アッタ ナマ ゼッキョウ パニック ニジュウヨジ エスピー	megamori-honto-ni-atta-nama-zekkyo-panikku-nijuyoji-esupii	megamori-honto-ni-atta-nama-zekkyo-panic-24-ji-sp	OK	CHANGED		OK: ヘボン,パニック=panic音写,24時=24-ji数字keep,SP=sp latin
384	本当にあった〔○生〕冬の読者投稿3大スクープSP	ホントウ ニ アッタ ナマ フユ ノ ドクシャ トウコウ サンダイ スクープ エスピー	honto-ni-atta-nama-fuyu-no-dokusha-toko-sandai-sukupu-esupii	honto-ni-atta-nama-fuyu-no-dokusha-toko-3-dai-scoop-sp	OK	CHANGED		OK: ヘボン,3大=3-dai数字keep,スクープ=scoop音写,SP=sp latin
385	MM 2号	エムエム ニゴウ	emuemu-nigo	mm-2-go	OK	CHANGED		OK: MM=mm latin字面,2号=2-go(号=go)
386	3P始めました!!	サンピー ハジメマシタ	sanpii-hajimemashita	3p-hajimemashita	OK	CHANGED		OK: 3P=3p latin字面,始めました=hajimemashita ヘボン
387	ドラえもんまんがセレクションstand by meドラえもん2スペシャル	ドラエモン マンガ セレクション スタンド バイ ミー ドラエモン ツー スペシャル	doraemon-manga-serekushon-sutando-bai-mii-doraemon-tsu-supesharu	doraemon-manga-selection-stand-by-me-doraemon-2-special	OK	CHANGED		OK: ドラえもん=doraemon,セレクション/スペシャル=selection/special音写,「stand by me」latin,2keep
388	ドラえもんまんがセレクションTVアニメ40周年!スペシャル	ドラエモン マンガ セレクション ティーブイ アニメ ヨンジュッ シュウネン スペシャル	doraemon-manga-serekushon-teiibui-anime-yonjutsu-shunen-supesharu	doraemon-manga-selection-tv-anime-40-shunen-special	OK	CHANGED		OK: TV=tv latin,アニメ=anime,40周年=40-shunen数字keep,スペシャル=special音写
389	ドラえもんまんがセレクション藤子・F・不二雄ミュージアム10周年スペシャル	ドラエモン マンガ セレクション フジコ エフ フジオ ミュージアム ジュッ シュウネン スペシャル	doraemon-manga-serekushon-fujiko-efu-fujio-myujiamu-jutsu-shunen-supesharu	doraemon-manga-selection-fujiko-f-fujio-museum-10-shunen-special	OK	CHANGED		OK: 藤子F不二雄=fujiko-f-fujio,ミュージアム=museum音写,10周年=10-shunen,special音写
390	映画STAND BY MEドラえもん2	エイガ スタンド バイ ミー ドラエモン ツー	eiga-sutando-bai-mii-doraemon-tsu	eiga-stand-by-me-doraemon-2	OK	CHANGED		OK: 映画=eiga,「STAND BY ME」latin→stand-by-me,ドラえもん=doraemon,2keep
391	from 701号室	フロム 701 ゴウシツ	furomu-701-goshitsu	from-701-goshitsu	OK	CHANGED		OK: 「from 701」latin字面→from-701,号室=goshitsu ヘボン
392	ハニカミ the 4コマ	ハニカミ the 4コマ	hanikami-the-4koma	hanikami-the-4-koma	OK	CHANGED		OK: ハニカミ=hanikami(和語はにかみ),「the 4」latin→the-4,コマ=koma
393	ラブゾンビ!?2～the Kiss～	ラブ ゾンビ ニ ザ キス	rabu-zonbi-ni-za-kisu	love-zombie-2-the-kiss	OK	CHANGED		OK: ラブ/ゾンビ=love/zombie音写,2keep,「the Kiss」latin→the-kiss
394	R17レイテッドセブンティーン	アール ジュウナナ レイテッド セブンティーン	aaru-junana-reiteddo-sebunteiin	r17-rated-seventeen	OK	CHANGED		OK: R17=r17 latin字面,レイテッドセブンティーン=rated-seventeen(英音写=副題ルビ)
395	Capeta 16歳のF3パイロット編	カペタ ジュウロクサイ ノ エフスリー パイロットヘン	kapeta-jurokusai-no-efusurii-pairottohen	capeta-16-sai-no-f3-pilot-hen	OK	CHANGED		OK: Capeta=capeta latin,16歳=16-sai,F3=f3 latin,パイロット=pilot音写,編=hen
396	Capeta F3マカオグランプリ編	カペタ エフスリー マカオ グランプリヘン	kapeta-efusurii-makao-guranpurihen	capeta-f3-macau-grand-prix-hen	OK	CHANGED		OK: Capeta/F3 latin,マカオ=macau(地名音写),グランプリ=grand-prix音写,編=hen
397	無慈悲な8bit	ムジヒ ナ エイト ビット	mujihi-na-eito-bitto	mujihi-na-8bit	OK	CHANGED		OK: 無慈悲な=mujihi-na ヘボン,「8bit」latin字面→8bit
398	あなたが選ぶブラック・ジャックBEST40	アナタ ガ エラブ ブラック ジャック ベスト ヨンジュウ	anata-ga-erabu-burakku-jakku-besuto-yonju	anata-ga-erabu-black-jack-best-40	OK	CHANGED		OK: あなたが選ぶ=anata-ga-erabu,ブラック・ジャック=black-jack(公式Black Jack),BEST40=best-40 latin
399	3×3(サザン)EYES鬼籍の闇の契約者	サザン アイズ キセキ ノ ヤミ ノ ケイヤクシャ	sazan-aizu-kiseki-no-yami-no-keiyakusha	sazan-eyes-kiseki-no-yami-no-keiyakusha	LOW	CHANGED		LOW: 3×3(サザン)EYES=sazan-eyes(読みサザン+EYES latin,×記号は除去),鬼籍の闇の契約者ヘボン
400	3×3EYES 幻獣の森の遭難者	サザン アイズ ゲンジュウ ノ モリ ノ ソウナンシャ	sazan-aizu-genju-no-mori-no-sonansha	sazan-eyes-genju-no-mori-no-sonansha	LOW	CHANGED		LOW: 3×3EYES=sazan-eyes,幻獣の森の遭難者=genju-no-mori-no-sonansha ヘボン
401	3×3EYES鬼籍の闇の契約者	サザン アイズ キセキ ノ ヤミ ノ ケイヤクシャ	sazan-aizu-kiseki-no-yami-no-keiyakusha	sazan-eyes-kiseki-no-yami-no-keiyakusha	LOW	CHANGED		LOW: 399と同題(空白差のみ)。sazan-eyes+ヘボン
402	ハートフル4コマFate/hollow ataraxia	ハートフル ヨンコマ フェイト ホロウ アタラクシア	haatofuru-yonkoma-feito-horo-atarakushia	heartful-4-koma-fate-hollow-ataraxia	OK	CHANGED		OK: ハートフル=heartful音写,4コマ=4-koma,「Fate/hollow ataraxia」latin(/→hyphen)
403	ネコたーぼ16V	ネコ ターボ 16 V	neko-taabo-16-v	neko-turbo-16v	LOW	CHANGED		LOW: ネコ=neko(和),たーぼ=turbo(読みターボ=音写),「16V」latin字面→16v
404	8LDK-屍者ノ王-	ハチエルディーケー シシャ ノ オウ	hachierudiikee-shisha-no-o	8ldk-shisha-no-o	OK	CHANGED		OK: 「8LDK」latin字面→8ldk,屍者ノ王=shisha-no-o(王=ou長音落とす)
405	ファンが選ぶONE PIECE“涙”ベスト10!!	ファン ガ エラブ ワン ピース ナミダ ベスト テン	fan-ga-erabu-wan-piisu-namida-besuto-ten	fan-ga-erabu-one-piece-namida-best-10	OK	CHANGED		OK: ファンが選ぶ=fan-ga-erabu,「ONE PIECE」latin,涙=namida(引用符除去),ベスト10=best-10音写+数字
406	ファンが選ぶONE PIECE”涙”ベスト10!!	ファン ガ エラブ ワン ピース ナミダ ベスト テン	fan-ga-erabu-wan-piisu-namida-besuto-ten	fan-ga-erabu-one-piece-namida-best-10	OK	CHANGED		OK: 405と同題(引用符差のみ)
407	湯けむりスナイパーpart 2	ユケムリ スナイパー part 2	yukemuri-sunaipaa-part-2	yukemuri-sniper-part-2	OK	CHANGED		OK: 湯けむり=yukemuri ヘボン,スナイパー=sniper音写,「part 2」latin→part-2
408	Dragon ballジャンプファンが選んだベストシーンtop 10!!	Dragon ball ジャンプ ファン ガ エランダ ベストシーン top 10!!	dragon-ball-janpu-fan-ga-eranda-besutoshiin-top-10	dragon-ball-jump-fan-ga-eranda-best-scene-top-10	OK	CHANGED		OK: 「Dragon ball」latin,ジャンプ=jump(誌名)音写,ファンが選んだ=fan-ga-eranda,ベストシーン=best-scene音写,「top 10」latin
409	バンクafter5	バンク after 5	banku-after-5	bank-after5	LOW	CHANGED		LOW: バンク=bank音写,「after5」latin字面(字面に空白なし)→after5
410	1Kの王様	1K ノ オウサマ	1k-no-o-sama	1k-no-o-sama	OK			OK: 「1K」latin字面→1k,の王様=no-o-sama(王様=ou-sama長音落とす)
