slug	title	authors	nvol	pubgrps	yearspan	cm104_editions
kenminsei-maruwakari-gotouchi-aruaru-waidoshou	県民性丸わかり!ご当地あるあるワイドSHOW	もぐら	4	801,812	2013-2019	0
kg	KG	国友やすゆき	2	575,877	1988-2006	0
kibun-wa-uaa	気分は形而上	須賀原洋行	19	061,063	1987-1998	0
kiitarou-shounen-no-youkai-enikki	奇異太郎少年の妖怪絵日記	影山理一	15	867,896	2011-2022	0
kikaijikake-no-ai	機械仕掛けの愛	業田良家	7	091,098	2012-2021	0
kimi-ni-aisarete-itakatta	君に愛されて痛かった	知るかバカうどん	9	107,253	2018-2025	0
kimi-ni-kisushitai	君にKissしたい	かやまゆみ	3	835,882	1995-2000	0
kimi-niwa-todokanai	君には届かない。	みか	10	040,046	2019-2025	0
kimi-no-tame-nara-shineru	姫のためなら死ねる	くずしろ	14	801,812	2011-2024	0
kimi-wa-daburuooeito	君は008	松江名俊	33	091,098	2018-2024	0
kimi-wa-kawaii-onnanoko	きみはかわいい女の子	いちのへ瑠美	13	063,065	2016-2021	0
kindan-konyaku	禁.断.婚.約	心あゆみ	13	091,098	2015-2020	0
king-abyss	キングアビス	なかむらたかし	2	756,861	2009-2014	0
king-golf	KING GOLF	佐々木健	44	091,098	2009-2026	0
kinou-nani-tabeta	きのう何食べた?	よしながふみ/RosewoodMaya	25	063,065	2007-2026	0
kinsou-no-verumeiyu	金装のヴェルメイユ	梅津葉子	10	301,757	2019-2025	0
kirei-ni-shite-moraemasuka	綺麗にしてもらえますか。	はっとりみつる	12	301,757	2018-2026	0
kirepapa	キレパパ。	高城リョウ	4	862,877	2003-2009	0
kiri-no-mori-hotel	霧の森ホテル	篠原千絵	3	091,098	2007-2025	0
kisei-juui-suzune	寄性獣医・鈴音	春輝	14	801,812	2006-2022	0
kishidou-club	騎士堂倶楽部	西村しゅうこ	2	864,877	2005-2013	0
kishiwada-hakase-no-kagakuteki-aijou	岸和田博士の科学的愛情	トニーたけざき	10	061,063	1992-1998	0
kishiwada-shounen-gurentai	岸和田少年愚連隊	白銀章	2	812,862	1997-2009	0
kiss-sis	Kiss×sis	ぢたま(某)	25	063,065	2007-2021	0
kita-no-fuuin	北の封印	成毛厚子	2	088,796	1990-1995	0
kizoku-kara-shomin-ni-natta-node-konyaku-o-kaishou-saremashita	貴族から庶民になったので、婚約を解消されました!	大岩ケンヂ	8	040,046	2020-2026	0
kizoku-tensei	貴族転生	華嶋ひすい	10	301,757	2020-2026	0
kizuna	KIZUNA	こだか和麻	10	835,882	1992-2005	0
kocchi-muite-miiko	こっちむいて!みい子	おのえりこ	39	091,098	1995-2025	0
koharu-hiyori-mizuki-2004	こはるびより	みづきたけひと	5	048,840	2004-2009	0
koi-to-uso	恋と嘘	ムサヲ	12	063,065	2015-2022	0
koibito-wa-shugorei	恋人は守護霊!?	水縞とおる	10	051,056	1989-1997	0
koisuru-bou-kun	恋する暴君	高永ひなこ	14	796,877	2005-2023	0
koisuru-minzoku-gakusha	恋する民俗学者	中島千晴	2	041,044	2014-2021	0
koisuru-shirokuma	恋するシロクマ	大島連盟	5	040,046	2016-2021	0
koiwazurai-no-ellie	恋わずらいのエリー	藤もも	12	063,065	2015-2020	0
kojiki	古事記	里中満智子	3	093,094	1982-2019	0
koko-wa-ore-10-makasete-saki-ni-yuke-to-itte-kara-10nen-ga-tattara-densetsu-ni-natteita	ここは俺に任せて先に行けと言ってから10年がたったら伝説になっていた。	阿倍野ちゃこ	18	301,757	2019-2025	0
kokoro-natsume-2023	こころ	バラエティ・アートワークス/吉崎凪	2	052,088	1994-2023	0
koma-no-ko	よんこまのこ	重野なおき	6	801,812	2010-2017	0
komi-san-wa-komyushou-desu	古見さんは、コミュ症です。	オダトモヒト	36	091,098	2016-2025	0
komike-douwa-zenshuu	コミケ童話全集	おのでらさん	4	040,046	2017-2022	0
kominka-biyori	コミンカビヨリ	高須賀由枝	10	063,065	2012-2020	0
kono-bijutsubu-niwa-mondai-ga-aru	この美術部には問題がある!	いみぎむる	15	048,049	2013-2022	0
kono-healer-mendokusai	このヒーラー、めんどくさい	ましろ	9	040,046	2020-2025	0
konoyo-ibun	この世異聞	鈴木ツタ	7	799,862	2006-2013	0
konyaku-haki-shitai-node-akuyaku-reijou-enjimasu	婚約破棄したいので悪役令嬢演じます	ほり恵利織/ごろごろみかん	9	867,910	2021-2026	0
koroshiai	殺し愛	Fe	14	040,046	2016-2024	0
kouishou-radio	後遺症ラジオ	中山昌亮	6	063,065	2012-2018	0
koukyuukisaki-no-kanrinin	後宮妃の管理人	廣本シヲリ	9	040,046	2020-2026	0
kounodori	コウノドリ	鈴ノ木ユウ	32	063,065	2013-2020	0
koutei-no-hitorimusume	皇帝の一人娘	Rino	16	040,046	2018-2024	0
kudamimi-no-neko	くだみみの猫	アカコッコ	11	040,046	2014-2022	0
kujibiki-tokushou-musou-haaremuken	くじ引き特賞:無双ハーレム権	長谷見亮	12	088,797	2018-2025	0
kumichou-musume-to-sewagakari	組長娘と世話係	つきや	15	867,896	2018-2025	0
kunoichi-tsubaki-no-mune-no-uchi	くノ一ツバキの胸の内	山本崇一朗	9	091,098	2018-2023	0
kurebatesu	クレバテス	岩原裕二	11	048,866	2020-2026	0
kuro-no-shoukanshi	黒の召喚士	天羽銀	24	824,865	2018-2026	0
kuroageha	くろアゲハ	加瀬あつし	20	063,065	2014-2023	0
kurogane-pukapukatai	黒鉄ぷかぷか隊	栗橋伸祐	4	802,863	2008-2016	0
kuroneko-ron-to-kurashitara	黒猫ろんと暮らしたら	AKR	7	040,046	2019-2025	0
kurosagi-shitai-takuhaibin	黒鷺死体宅配便	山崎峰水	31	041,047	2002-2025	0
kurosaki-kun-no-iinari-ni-nante-naranai	黒崎くんの言いなりになんてならない	よの・志郎	19	063,065	2014-2021	0
kuroshitsuji	黒執事	枢やな	35	301,757	2007-2025	0
kusuriya-no-hitorigoto-shino-2017	薬屋のひとりごと	ねこクラゲ	9	301,757	2017-2025	0
kusuriya-no-hitorigoto	薬屋のひとりごと	倉田三ノ路	21	091,099	2018-2025	0
kuubo-ibuki-great-game	空母いぶきGREAT GAME	かわぐちかいじ/恵谷治	17	098,099	2020-2026	0
kuubo-ibuki	空母いぶき	かわぐちかいじ	13	091,098	2015-2020	0
kuusou-kagaku-x	空想科学X	saxyun	5	048,840	2007-2014	0
kuutei-dragons	空挺ドラゴンズ	桑原太矩	21	063,065	2016-2026	0
kuutei-kaikosareta-toshi	空挺懐古都市	石据カチル	4	091,098	2011-2019	0
kyokou-suiri	虚構推理	片瀬茶柴	24	063,065	2015-2025	0
kyomusume	巨娘	木村紺	5	063,065	2007-2018	0
kyou-kara-ma-no-tsuku-jiyuugyou	今日から〔○マ〕のつく自由業!	松本テマリ	21	041,048	2005-2016	0
kyouhaku-dogguzu	キョウハクDOG'S	しゃあ	2	048,840	2005-2017	0
kyoukai-meikyuu-to-ikai-no-majutsushi	境界迷宮と異界の魔術師	ばう	15	824,865	2019-2025	0
land	ランド	山下和美	11	063,065	2015-2020	0
let-s-lagoon	レッツ☆ラグーン	岡崎武士	6	063,065	2010-2019	0
level-0-no-maou-sama-isekai-de-boukensha-o-hajimemasu	レベル0の魔王様、異世界で冒険者を始めます	烏丸佐々	7	301,757	2021-2026	0
level-c	Level-C	葵二葉/紅三葉	6	835,882	1993-2003	0
log-horizon	ログ・ホライズン	こゆき	4	040,047	2013-2018	0
long-riders	ろんぐらいだぁす!	三宅大志	10	048,758	2013-2019	0
love-allergy	恋愛アレルギー	井藤楊子	5	861,867	2018-2024	0
love-bou-kun	恋愛暴君	三星めがね	14	593,866	2013-2019	0
love-control	恋愛操作	蓮川愛	9	799,862	2006-2026	0
love-houteishiki	恋愛方程式	こだか和麻	3	799,862	2006-2015	0
love-koujou-iinkai-juicy-fruits	恋愛向上委員会ジューシーフルーツ	有沢遼	5	061,063	1998-2004	0
love-live-school-idol-diary-sekando-season	ラブライブ!School idol diaryセカンドシーズン	柴崎しょうじ	5	048,049	2016-2021	0
love-m-de	LOVE MОDE	志水ゆき	11	835,882	1996-2003	0
love-peace	Love ＆ Peace	清野とおる	2	088,592	1995-2018	0
love-phantom	ラブファントム	みつきかこ	14	091,098	2015-2026	0
love-stage	LOVE STAGE!!	つだみきよ	7	041,048	2011-2016	0
loveless	LOVELESS	高河ゆん	13	091,758	2001-2017	0
lucky-strike	LUCKY STRIKE	乾良彦	4	088,253	1995-2012	0
lv2-kara-cheat-datta-moto-yuusha-kouho-no-mattari-isekai-life	Lv2からチートだった元勇者候補のまったり異世界ライフ	條	14	824,865	2019-2026	0
maajan-kozou	麻雀小僧	押川雲太朗	16	801,812	2011-2017	0
machine-doll-wa-kizutsukanai	機巧少女は傷つかない	高城計	9	040,840	2010-2016	0
machine-to-soware	マチネとソワレ	大須賀めぐみ	18	091,098	2017-2026	0
made-in-abyss	メイドインアビス	つくしあきひと	14	801,812	2013-2025	0
madowanai-hoshi	惑わない星	石川雅之	8	063,065	2016-2023	0
maeda-deka-kabuki-tabi	前田慶次かぶき旅	出口真人	21	199,867	2019-2026	0
magi-craft-meister	マギクラフト・マイスター	Team. きんだいち/吉舎和幸	15	040,046	2017-2026	0
magi-sinbad-no-bouken	マギ シンドバッドの冒険	大寺義史	19	091,099	2013-2018	0
magica-no-kenshi-to-vasreus	魔技科の剣士と召喚魔王	孟倫/三原みつき	19	040,046	2014-2025	0
mahou-sekai-no-uketsukejou-ni-naritai-desu	魔法世界の受付嬢になりたいです	よね	9	040,046	2019-2026	0
mahou-shoujo-ikusei-keikaku-f2p	魔法少女育成計画F2P	柚木涼太	4	299,800	2016-2026	0
mahou-shoujo-lyrical-nanoha-vivid	魔法少女リリカルなのはViVid	藤真拓哉	20	041,047	2010-2017	0
mahou-shoujo-pretty-bell	魔法少女プリティ☆ベル	KAKERU	28	800,861	2010-2019	0
mahouka-koukou-no-rettousei-2025	魔法科高校の劣等生	柚木N'/竹田羽角/佐島勤/飛口芽衣	8	048,049	2018-2024	0
mahouka-koukou-no-yuutousei	魔法科高校の優等生	森夕	11	048,049	2013-2019	0
mahoutsukai-no-konyakusha	魔法使いの婚約者	中村朱里/はいいろ	5	040,758	2018-2026	0
mahoutsukai-no-yome	魔法使いの嫁	ヤマザキコレ	23	048,800	2014-2025	0
maihime	舞姫	山岸凉子	10	840,889	2001-2007	0
maikosanchi-no-makanai-san	舞妓さんちのまかないさん	小山愛子	30	091,098	2017-2025	0
majimoji-rurumo	まじもじるるも	渡辺航	9	063,065	2008-2019	0
majo-to-yajuu	魔女と野獣	営業のK	10	063,065	2017-2022	0
majutsu-gakuin-o-shuseki-de-sotsugyou-shita-ore-ga-boukensha-o-hajimeru-nowa-sonnani-okashii-darouka	魔術学院を首席で卒業した俺が冒険者を始めるのはそんなにおかしいだろうか	いーどぅー	11	040,046	2019-2024	0
makikomarete-isekai-teni-suru-yatsu-wa-taitei-cheat	巻き込まれて異世界転移する奴は、大抵チート	上月まんまる	14	299,800	2018-2024	0
makuranosoushi	枕草子	バラエティ・アートワークス	3	048,323	1983-2011	0
mameneko	まめねこ	ねこまき	10	865,906	2013-2019	0
mamono-o-shitagaeru-teiin-o-motsu-tensei-kenja	魔物を従える帝印を持つ転生賢者	中村基/苗原一	8	301,757	2020-2025	0
manga-gokudou	まんが極道	唐沢なをき	7	047,757	2007-2013	0
manga-sadou	マンガサ道	タナカカツキ	7	063,065	2016-2025	0
mangakenkanryuu	マンガ嫌韓流	山野車輪	4	863,883	2006-2011	0
manyuu-hikenchou	魔乳秘剣帖	こんちき	7	047,757	2007-2012	0
mao	MAO	高橋留美子	28	091,098	2019-2026	0
maou-sama-no-machizukuri	魔王様の街づくり!	吉川英朗	12	824,865	2018-2025	0
maou-sama-to-shun-kun	魔王様としゅんくん	monaca	7	040,046	2016-2023	0
maoujou-de-oyasumi	魔王城でおやすみ	熊之股鍵次	31	091,098	2016-2026	0
maoyuu-maou-yuusha-kono-ware-no-mono-to-nare-yuushayo-kotowaru	まおゆう魔王勇者 「この我のものとなれ、勇者よ」「断る!」	石田あきら	18	041,047	2011-2016	0
marginal-operation	マージナル・オペレーション	キムラダイスケ	16	063,065	2013-2021	0
maria-holic	まりあ✝ほりっく	遠藤海成	14	040,840	2007-2015	0
mariaaju	マリアージュ	オキモト・シュウ	26	063,065	2015-2020	0
marou-ou-reppuu-den	魔狼王烈風伝	沢田翔	9	073,840	1994-2000	0
marronnier-oukoku-no-shichinin-no-kishi	マロニエ王国の七人の騎士	岩本ナオ	10	091,098	2017-2025	0
marusei	マルセイ!!	さかめがね	8	091,098	2018-2024	0
mashiro-no-oto	ましろのおと	羅川真里茂	31	063,065	2010-2022	0
matome-groggy-heaven	まとめ★グロッキーヘブン	みたおでん	6	063,065	2015-2022	0
matsumoto-purittsu-no-fuufu-manzai-tabi-tokidoki-3-shimai	松本ぷりっつの夫婦漫才旅ときどき3姉妹	松本ぷりっつ	4	040,046	2019-2026	0
mattaku-saikin-no-tantei-to-kitara	まったく最近の探偵ときたら	五十嵐正邦	16	048,049	2016-2025	0
meideea-tensei-monogatari	メイデーア転生物語	夏西七	10	301,757	2020-2025	0
meitantei-conan-hannin-no-hanzawa-san	名探偵コナン犯人の犯沢さん	かんばまゆこ	9	091,098	2017-2026	0
meshinuma	めしぬま。	あみだむく	15	199,867	2017-2026	0
mesu-yo-kagayake	メスよ輝け!!	やまだ哲太	15	088,834	1991-1998	0
mezametara-saikyou-soubi-to-uchuusen-mochi-datta-no-de-ikkodate-mezashite-youhei-to-shite-jiyuu-ni	目覚めたら最強装備と宇宙船持ちだったので、一戸建て目指して傭兵として自由に生きたい	リュート	11	040,046	2020-2026	0
mezase-gouka-kyakusen	めざせ豪華客船!!	ザザロン亞南	7	301,757	2021-2026	0
mieruko-chan	見える子ちゃん	泉朝樹	14	040,046	2019-2026	0
mikami-sensei-no-aishikata	三神先生の愛し方	相川ヒロ	8	063,065	2015-2020	0
mimi-o-sumaseba	耳をすませば	近藤喜文	4	088,197	1990-1995	0
minamikamakura-koukou-joshi-jitenshabu	南鎌倉高校女子自転車部	松本規之	11	800,861	2012-2018	0
minamike	みなみけ	桜場コハル	28	063,065	2018-2025	0
minato-shouji-coin-laundry	みなと商事コインランドリー	缶爪さわ	6	040,046	2020-2025	0
minna-atsumare-falcom-gakuen	みんな集まれ!ファルコム学園	新久保だいすけ	6	802,896	2012-2017	0
miseinen	未成年	土田世紀	2	061,778	1988-2019	0
misoshiru-de-kanpai	味噌汁でカンパイ!	笹乃さい	14	091,098	2016-2022	0
mitsu-to-doku	蜜と毒	柏屋コッコ	4	575,910	2019-2024	0
mitsuboshi-colors	三ツ星カラーズ	カツヲ	8	048,049	2015-2020	0
mix	MIX	あだち充	24	091,098	2012-2025	0
mobile-shinseiki-gundam-ekkusu	機動新世紀ガンダムX	赤津豊	4	047,063	1996-2006	0
mobile-suit-gundam-aguressaa	機動戦士ガンダムアグレッサー	万乗大智/富野由悠季	23	091,098	2015-2025	0
mobile-suit-gundam-daburuoo-79	機動戦士ガンダム0079	近藤和久	12	073,840	1994-2005	0
mobile-suit-gundam-emuesubuiaaru-jonii-raiden-no-kikan	機動戦士ガンダムMSV-R ジョニー・ライデンの帰還	Ark performance	16	041,047	2010-2018	0
mobile-suit-gundam-ji-origin	機動戦士ガンダムTHE ORIGIN	安彦良和/富野由悠季	24	041,047	2002-2015	0
mobile-suit-gundam-san	機動戦士ガンダムさん	大和田秀樹/富野由悠季	22	041,047	2005-2026	0
mobile-suit-gundam-seed-astray	機動戦士ガンダムSEED ASTRAY	ときた洸一	6	041,047	2003-2013	0
mobile-suit-gundam-thunderbolt-gaiden	機動戦士ガンダムサンダーボルト外伝	太田垣康男	5	091,098	2016-2024	0
mobile-suit-gundam-yuushii-bandeshine	機動戦士ガンダムUCバンデシネ	大森倖三/な/富野由悠季	17	041,047	2010-2017	0
mobile-suit-z-gundam	機動戦士Zガンダム	山口宏	4	061,073	1985-1994	0
mobuko-no-koi	モブ子の恋	田村茜	24	199,867	2017-2026	0
moekare-wa-orangeiro	モエカレはオレンジ色	玉島ノン	15	063,065	2018-2025	0
momogumi-plus-senki	桃組プラス戦記	左近堂絵里	23	041,049	2006-2024	0
monster-ga-afureru-sekai-ni-nattanode-suki-ni-ikitai-to-omoimasu	モンスターがあふれる世界になったので、好きに生きたいと思います	ラルサン	14	301,757	2019-2026	0
morita-san-wa-mukuchi	森田さんは無口	佐野妙	22	801,812	2009-2023	0
mother-keeper	マザーキーパー	空廼カイリ	10	800,861	2006-2014	0
moto-saikyou-no-kenshi-wa-isekai-mahou-ni-akogareru	元最強の剣士は、異世界魔法に憧れる	天乃ちはる/紅月シン	11	867,896	2018-2025	0
motohashi-kyoudai	本橋兄弟	RENA	6	575,845	2016-2024	0
moyashimon	もやしもん	石川雅之	13	063,065	2005-2014	0
mudazumo-naki-kaikaku	ムダヅモ無き改革	大和田秀樹	16	801,812	2008-2015	0
mukasete-ryuugasaki-san	剥かせて!竜ケ崎さん	一智和智	6	824,865	2019-2025	0
mukoubuchi	むこうぶち	天獅子悦也	63	801,812	2000-2026	0
munouna-nana	無能なナナ	古屋庵	14	301,757	2017-2025	0
murci-lago	Murciélago	よしむらかな	25	301,757	2014-2026	0
mushoku-tensei	無職転生	米田和佐/理不尽な孫の手	23	040,046	2014-2026	0
mutant-turtles-classic-collection	ミュータントタートルズクラシックコレクション	彩月つかさ/EastmanKevin B/SmithTom	4	910,911	2021-2026	0
nagato-yuki-chan-no-shoushitsu	長門有希ちゃんの消失	ぷよ	10	041,047	2010-2017	0
nagomi-club	なごみクラブ	遠藤淑子	12	801,812	2008-2022	0
namete-kajitte-tokidoki-medete	なめて、かじって、ときどき愛でて	湯町深	15	091,098	2017-2023	0
nami-yo-kiite-kure	波よ聞いてくれ	沙村広明	12	063,065	2015-2025	0
namidaame-to-serenade	涙雨とセレナーデ	河内遙	14	063,065	2015-2026	0
nana-maru-san-batsu	ナナマルサンバツ	杉基イクラ	20	041,047	2011-2020	0
nanako-masshigura	ななこまっしぐら!	小池恵子	12	801,812	2005-2019	0
nanatei-juudouki	七帝柔道記	一丸	6	091,098	2014-2019	0
nanatsu-no-taizai	七つの大罪	鈴木央	41	063,065	2013-2020	0
nanatsuya-shinobu-no-housekibako	七つ屋志のぶの宝石匣	二ノ宮知子	26	063,065	2014-2026	0
nanawo-chiitoitsu	ナナヲチートイツ	前川かずお	4	801,812	2011-2018	0
nande-koko-ni-sensei-ga	なんでここに先生が!?	蘇募ロウ	12	063,065	2017-2025	0
nankou-furaku-no-maoujou-e-youkoso	難攻不落の魔王城へようこそ	アオキタクト	12	301,757	2020-2026	0
nariagari	成りあがり	きたがわ翔	3	047,894	1993-2009	0
narue-no-sekai	成恵の世界	丸川トモヒロ	13	041,047	2000-2013	0
naze-boku-no-sekai-o-daremo-oboete-inai-noka	なぜ僕の世界を誰も覚えていないのか?	ありかん	12	040,046	2018-2025	0
nazotoki-hime-wa-meitantei	ナゾトキ姫は名探偵❤	阿南まゆき/梅津由美子	17	091,098	2010-2022	0
neko-banashi-pandania-2020	ねこむかしばなし	ぱんだにあ	4	040,046	2020-2025	0
neko-hajimemashita	ねこ、はじめました	環方このみ	15	091,098	2016-2026	0
neko-mix-maboroshi-ki-tan-toraji	猫mix幻奇譚とらじ	田村由美	14	091,098	2008-2025	0
neko-to-jii-chan	ねことじいちゃん	ねこまき	12	040,046	2015-2026	0
neko-to-ryuu	猫と竜	佐々木泉	12	299,800	2018-2025	0
nervous-breakdown	NERVOUS BREAKDOWN	たがみよしひさ	13	051,056	1989-1997	0
nichijou	日常	あらゐけいいち	11	041,047	2007-2022	0
nido-tensei-shounen-wa-s-rank-boukensha-to-shite-heion-ni-sugosu	二度転生した少年はSランク冒険者として平穏に過ごす	舞嶋大	10	301,757	2019-2025	0
nidome-no-jinsei-o-isekai-de	二度目の人生を異世界で	安房さとる	10	040,046	2016-2021	0
nigatsu-no-shousha	二月の勝者	高瀬志帆	21	091,098	2018-2024	0
nigeru-wa-haji-daga-yaku-ni-tatsu	逃げるは恥だが役に立つ	海野つなみ	11	063,065	2013-2020	0
night-head	NIGHT HEAD	立野真琴/大里幸子	8	048,594	1994-2000	0
nihonkoku-shoukan	日本国召喚	高野千春	10	040,046	2019-2025	0
niiche-sensei	ニーチェ先生	ハシモト /駒 松	24	040,046	2014-2026	0
niito-chan-to-onii-chan	新戸ちゃんとお兄ちゃん	岡田ピコ	10	593,866	2015-2020	0
nikoniko-hanshoku-akuma	ニコニコはんしょくアクマ	カレー沢薫	5	091,098	2014-2019	0
nina-san-no-mahou-seikatsu	ニーナさんの魔法生活	Ringo	6	593,866	2017-2023	0
ningen-kaishuusha	人間回収車	泉道亜紀	12	091,098	2013-2024	0
ningen-shikkaku	人間失格	伊藤チカ/バラエティ・アートワークス	3	098,107	2009-2018	0
ninja-slayer	ニンジャスレイヤー	余湖裕輝/フィリップ・N・モーゼズ/ブラッドレー・ボンド	18	041,253	2013-2025	0
nito-no-taida-na-isekai-shoukougun	ニトの怠惰な異世界症候群	まえはた	8	040,046	2020-2026	0
nobunaga	信長	池上遼一	8	091,840	1987-2004	0
nodoka-no-niwa	長閑の庭	アキヤマ香	7	063,065	2014-2019	0
noragami	ノラガミ	あだちとか	27	063,065	2011-2024	0
noumen-joshi-no-hanako-san	能面女子の花子さん	織田涼	9	063,065	2016-2023	0
nozomanu-fushi-no-boukensha	望まぬ不死の冒険者	中曽根ハイジ	13	824,865	2018-2025	0
numumo-san-to-nponu-kun	ぬむもさんとんぽぬくん	粟岳高弘	3	905,909	2017-2025	0
obaa-chan-shoujo-hinata-chan	老女的 (おばあちゃん) 少女ひなたちゃん	藤野もやむ	11	199,867	2015-2022	0
oda-cinnamon-nobunaga	織田シナモン信長	斉藤ロクロ	10	199,867	2016-2021	0
oda-nobunaga-akizuki-1991	織田信長	小島剛夕	2	814,883	1991-2018	0
ohitori-sama-monogatari	おひとり様物語	谷川史子	10	063,065	2008-2022	0
oji-sama-to-neko	おじさまと猫	桜井海	16	301,757	2018-2026	0
ojoyan	お女ヤン!!	貴里みち	15	048,049	2012-2022	0
okaa-san-no-tobira	おかあさんの扉	伊藤理佐	15	865,873	2012-2026	0
okoshiyasu-chitose-chan	おこしやす、ちとせちゃん	日本の怪村研究会	8	063,065	2016-2024	0
oku-sama-wa-idol	奥さまはアイドル♥	師走冬子	13	801,812	2007-2022	0
omae-gotoki-ga-maou-ni-kateru-to-omouna-to-yuusha-party-o-tsuihousareta-sareta-node-outo-de-kimama	「お前ごときが魔王に勝てると思うな」と勇者パーティを追放されたので、王都で気ままに暮らしたい	南方純	8	867,896	2020-2026	0
omaera-zenin-mendokusai	お前ら全員めんどくさい!	TOBI	10	593,866	2014-2020	0
onee-chan-ga-kita	お姉ちゃんが来た	安西理晃	15	801,812	2012-2020	0
onihei-hankachou	鬼平犯科帳	さいとう・たかを/村田青/大原久澄	122	160,845	1994-2024	0
onmyouji	陰陽師	岡野玲子	13	592,796	1995-2005	0
onna-no-yuujou-to-kinniku	女の友情と筋肉	KANA	8	063,065	2015-2022	0
ookami-koushaku-no-kyuukon	狼公爵の求婚	鮎村幸樹	3	776,867	2015-2020	0
ore-dake-level-appu-na-ken	俺だけレベルアップな件	(unknown)	23	040,046	2019-2026	0
ore-ga-watashi-ni-naru-made	オレが私になるまで	佐藤はつき	5	040,046	2019-2024	0
ore-no-genjitsu-wa-love-game-ka-to-omottara-inochigake-no-game-datta	俺の現実は恋愛ゲーム??-かと思ったら命がけのゲームだった	彭傑/わるいおとこ/奈栩	22	301,757	2018-2026	0
ore-no-pan	俺のパン	今谷鉄柱	2	815,865	2014-2019	0
ore-no-tomodachi-ga-kawaisugite-komaru	俺の友達♂♀が可愛すぎて困る!	春夏冬アタル	9	040,046	2019-2024	0
ore-no-zense-no-chishiki-de-teihenshoku-tamer-ga-joukyuushoku-ni-natte-shimaisou-na-ken	俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件	にわリズム	10	824,865	2021-2026	0
ore-to-hero-to-mahou-shoujo	俺とヒーローと魔法少女	九段そごう	7	593,866	2014-2019	0
orfina	Orfina	天王寺きつね	11	047,049	1996-2005	0
oroka-na-tenshi-wa-akuma-to-odoru	愚かな天使は悪魔と踊る	アズマサワヨシ	22	048,049	2016-2025	0
osake-no-tame-ni-otomege-setting-o-buchikowashita-kekka-akuyaku-reijou-ga-cheat-reijou-ni	お酒のために乙女ゲー設定をぶち壊した結果、悪役令嬢がチート令嬢になりました	永緒ウカ	10	040,046	2020-2025	0
oshiete-kudasai-fujishima-san	教えてください、藤縞さん!	なえ*淡路	7	861,867	2018-2026	0
othello-2010	OTHELLO	塚本妖一	2	063,756	2002-2010	0
otoko-ryou-no-omocha	男子寮の玩具	菊の助	10	861,866	2014-2019	0
otome-kaijuu-caramelise	乙女怪獣キャラメリゼ	萩原あさ美	7	040,046	2018-2023	0
otona-no-sonna-yatsua-inee	大人のそんな奴ァいねえ!!	駒井悠	6	063,065	2015-2020	0
otsu-san-boukensha-kein-no-zenkou	おっさん冒険者ケインの善行	沖野真歩	15	301,757	2019-2025	0
otto-ga-itemo-dareka-o-sukininatteiidesuka	夫がいても誰かを好きになっていいですか?	ただっち	3	040,046	2020-2025	0
ou-no-kemono	王の獣	藤間麗	18	098,099	2019-2025	0
ouchi-de-gohan	おうちでごはん	スズキユカ	12	801,812	2005-2019	0
ouji-ga-watashi-o-akiramenai	王子が私をあきらめない!	アサダニッキ	12	063,065	2016-2022	0
oukoku-e-tsuzuku-michi-doreikenshinonariagarieiyuutan	王国へ続く道	伊藤寿規	19	040,046	2020-2026	0
oukoku-game	王国ゲェム	天瀬晴之	5	048,049	2013-2018	0
oukoku-no-ko	王国の子	びっけ	9	063,065	2012-2018	0
ousamatachi-no-vaikingu	王様達のヴァイキング	さだやす	19	091,098	2013-2019	0
outo-no-hazure-no-renkinjutsushi	王都の外れの錬金術師	yoccopub. 2021/あさなや	7	040,049	2021-2026	0
owari-no-seraph-ichinose-guren-16-sai-no-catastrophe	終わりのセラフ一瀬グレン、16歳の破滅(カタストロフィ)	浅見よう	12	063,065	2017-2022	0
oyasumi-karasu-mata-kitene	おやすみカラスまた来てね。	いくえみ綾	7	091,098	2016-2022	0
ozu-no-mahoutsukai	オズの魔法使い	かずはしとも	3	774,821	1998-2009	0
p-to-jk	PとJK	三次マキ	16	063,065	2013-2019	0
pachisuro-yancha-bugi	パチスロやんちゃブギ	しのはら勉	12	862,915	2001-2013	0
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	しのはら勉	4	862,915	2003-2008	0
pajama-date	パジャマ・デート	木村千歌	6	061,063	1992-1999	0
peach-boy-riverside	ピーチボーイリバーサイド	ヨハネ	16	063,065	2016-2024	0
peesuke	ペエスケ	園山俊二	8	022,061	1982-1993	0
perfect-world	パーフェクトワールド	有賀リエ	12	063,065	2015-2021	0
persona-4	ペルソナ4	曽我部修司	13	048,049	2011-2019	0
persona-5	ペルソナ5	村崎久都	14	091,098	2017-2026	0
platinum-2007	プラチナ	かわすみひろし	2	063,088	1999-2007	0
plus-chikku-nee-san	+ チック姉さん	栗井茶	27	301,757	2011-2025	0
poyopoyo-kansatsu-nikki	ポヨポヨ観察日記	樹るう	15	801,812	2005-2016	0
princess-lucia	Princess Lucia	瀬尾公治	5	800,861	2009-2016	0
prison-school	監獄学園	平本アキラ	28	063,065	2011-2018	0
puchi-hound	ぷちはうんど	ねこねこ	11	800,861	2005-2018	0
puchimasu	ぷちます!	明音	15	048,049	2009-2024	0
pumpkin-night	パンプキンナイト	谷口世磨	7	801,866	2017-2022	0
pumpkin-scissors	パンプキン・シザーズ	岩永亮太郎	24	063,065	2004-2024	0
